s,m/s,,s
 6.665E-01, 1.347E-02, 4.333E+00, 3.881E+01
 6.840E-01, 1.070E-02, 4.000E+00, 3.986E+01
 7.016E-01, 1.328E-02, 5.000E+00, 4.071E+01
 7.239E-01, 1.310E-02, 4.693E+00, 4.194E+01
 7.444E-01, 1.320E-02, 4.667E+00, 4.332E+01
 7.650E-01, 1.385E-02, 5.000E+00, 4.460E+01
 7.824E-01, 1.305E-02, 4.667E+00, 4.600E+01
 8.057E-01, 1.098E-02, 3.750E+00, 4.744E+01
 8.232E-01, 1.084E-02, 4.333E+00, 4.887E+01
 8.406E-01, 1.224E-02, 5.000E+00, 5.013E+01
 8.622E-01, 1.177E-02, 6.307E+00, 5.163E+01
 8.822E-01, 1.348E-02, 6.000E+00, 5.339E+01
 9.009E-01, 1.147E-02, 5.732E+00, 5.511E+01
 9.226E-01, 1.284E-02, 5.800E+00, 5.705E+01
 9.430E-01, 1.066E-02, 4.979E+00, 5.917E+01
 9.626E-01, 1.269E-02, 5.000E+00, 6.127E+01
 9.800E-01, 1.205E-02, 5.400E+00, 6.343E+01
 1.001E+00, 1.211E-02, 5.333E+00, 6.570E+01
 1.022E+00, 1.281E-02, 5.500E+00, 6.815E+01
 1.041E+00, 1.321E-02, 5.699E+00, 7.065E+01
 1.061E+00, 1.319E-02, 5.143E+00, 7.358E+01
 1.083E+00, 1.305E-02, 5.375E+00, 7.668E+01
 1.102E+00, 1.288E-02, 5.622E+00, 8.018E+01
 1.122E+00, 1.316E-02, 5.750E+00, 8.353E+01
 1.140E+00, 1.199E-02, 5.714E+00, 8.670E+01
 1.161E+00, 1.312E-02, 6.000E+00, 8.987E+01
 1.181E+00, 1.197E-02, 6.000E+00, 9.326E+01
 1.201E+00, 1.141E-02, 5.889E+00, 9.699E+01
 1.221E+00, 1.267E-02, 6.111E+00, 1.008E+02
 1.242E+00, 1.343E-02, 6.222E+00, 1.046E+02
 1.260E+00, 1.165E-02, 6.000E+00, 1.082E+02
 1.282E+00, 1.308E-02, 6.105E+00, 1.120E+02
 1.302E+00, 1.236E-02, 6.800E+00, 1.164E+02
 1.322E+00, 1.367E-02, 6.700E+00, 1.207E+02
 1.342E+00, 1.250E-02, 6.300E+00, 1.250E+02
 1.361E+00, 1.306E-02, 6.600E+00, 1.293E+02
 1.381E+00, 1.294E-02, 7.011E+00, 1.336E+02
 1.400E+00, 1.263E-02, 6.364E+00, 1.382E+02
 1.420E+00, 1.324E-02, 6.727E+00, 1.429E+02
 1.442E+00, 1.268E-02, 6.833E+00, 1.479E+02
 1.462E+00, 1.226E-02, 6.500E+00, 1.531E+02
 1.480E+00, 1.189E-02, 6.076E+00, 1.587E+02
 1.500E+00, 1.323E-02, 6.357E+00, 1.646E+02
 1.521E+00, 1.272E-02, 6.467E+00, 1.709E+02
 1.541E+00, 1.322E-02, 6.571E+00, 1.772E+02
 1.561E+00, 1.318E-02, 6.500E+00, 1.833E+02
 1.581E+00, 1.326E-02, 6.714E+00, 1.893E+02
 1.601E+00, 1.391E-02, 6.741E+00, 1.957E+02
 1.621E+00, 1.380E-02, 6.562E+00, 2.027E+02
 1.640E+00, 1.341E-02, 6.467E+00, 2.095E+02
 1.660E+00, 1.369E-02, 6.375E+00, 2.164E+02
 1.681E+00, 1.266E-02, 7.000E+00, 2.236E+02
 1.701E+00, 1.188E-02, 6.750E+00, 2.308E+02
 1.720E+00, 1.246E-02, 6.667E+00, 2.378E+02
 1.741E+00, 1.288E-02, 6.625E+00, 2.447E+02
 1.760E+00, 1.326E-02, 6.231E+00, 2.522E+02
 1.781E+00, 1.298E-02, 6.333E+00, 2.601E+02
 1.800E+00, 1.317E-02, 6.238E+00, 2.679E+02
 1.821E+00, 1.319E-02, 6.625E+00, 2.752E+02
 1.841E+00, 1.232E-02, 6.937E+00, 2.825E+02
 1.860E+00, 1.173E-02, 7.892E+00, 2.903E+02
 1.881E+00, 1.209E-02, 7.632E+00, 2.989E+02
 1.900E+00, 1.318E-02, 7.329E+00, 3.075E+02
 1.920E+00, 1.275E-02, 7.238E+00, 3.168E+02
 1.940E+00, 1.272E-02, 7.714E+00, 3.264E+02
 1.961E+00, 1.324E-02, 8.091E+00, 3.364E+02
 1.981E+00, 1.288E-02, 7.619E+00, 3.463E+02
 2.001E+00, 1.329E-02, 7.290E+00, 3.560E+02
 2.020E+00, 1.213E-02, 6.217E+00, 3.660E+02
 2.040E+00, 1.259E-02, 6.353E+00, 3.763E+02
 2.060E+00, 1.283E-02, 6.524E+00, 3.861E+02
 2.081E+00, 1.236E-02, 7.059E+00, 3.957E+02
 2.100E+00, 1.234E-02, 6.947E+00, 4.048E+02
 2.121E+00, 1.278E-02, 7.050E+00, 4.137E+02
 2.140E+00, 1.365E-02, 7.316E+00, 4.228E+02
 2.161E+00, 1.319E-02, 7.280E+00, 4.323E+02
 2.180E+00, 1.271E-02, 7.238E+00, 4.423E+02
 2.200E+00, 1.339E-02, 7.528E+00, 4.522E+02
 2.220E+00, 1.125E-02, 8.200E+00, 4.617E+02
 2.240E+00, 1.252E-02, 6.651E+00, 4.716E+02
 2.260E+00, 1.269E-02, 6.476E+00, 4.814E+02
 2.281E+00, 1.160E-02, 6.614E+00, 4.907E+02
 2.300E+00, 1.306E-02, 6.444E+00, 4.993E+02
 2.320E+00, 1.303E-02, 6.169E+00, 5.075E+02
 2.341E+00, 1.322E-02, 6.167E+00, 5.155E+02
 2.361E+00, 1.271E-02, 6.294E+00, 5.234E+02
 2.381E+00, 1.297E-02, 6.412E+00, 5.310E+02
 2.400E+00, 1.301E-02, 6.471E+00, 5.386E+02
 2.420E+00, 1.342E-02, 6.647E+00, 5.463E+02
 2.441E+00, 1.389E-02, 6.778E+00, 5.543E+02
 2.461E+00, 1.346E-02, 7.588E+00, 5.622E+02
 2.481E+00, 1.331E-02, 7.471E+00, 5.701E+02
 2.501E+00, 1.342E-02, 7.073E+00, 5.787E+02
 2.521E+00, 1.265E-02, 7.150E+00, 5.878E+02
 2.540E+00, 1.318E-02, 7.105E+00, 5.966E+02
 2.560E+00, 1.386E-02, 7.400E+00, 6.055E+02
 2.581E+00, 1.397E-02, 6.911E+00, 6.149E+02
 2.600E+00, 1.377E-02, 7.091E+00, 6.249E+02
 2.620E+00, 1.338E-02, 7.500E+00, 6.348E+02
 2.640E+00, 1.303E-02, 6.773E+00, 6.447E+02
 2.660E+00, 1.371E-02, 7.209E+00, 6.544E+02
 2.680E+00, 1.319E-02, 7.000E+00, 6.635E+02
 2.700E+00, 1.327E-02, 6.600E+00, 6.725E+02
 2.720E+00, 1.310E-02, 6.302E+00, 6.814E+02
 2.741E+00, 1.318E-02, 6.211E+00, 6.900E+02
 2.761E+00, 1.234E-02, 6.556E+00, 6.982E+02
 2.780E+00, 1.177E-02, 7.000E+00, 7.062E+02
 2.800E+00, 1.228E-02, 7.056E+00, 7.143E+02
 2.821E+00, 1.197E-02, 7.316E+00, 7.226E+02
 2.840E+00, 1.197E-02, 7.444E+00, 7.310E+02
 2.860E+00, 1.272E-02, 6.556E+00, 7.390E+02
 2.880E+00, 1.212E-02, 6.719E+00, 7.471E+02
 2.901E+00, 1.351E-02, 6.176E+00, 7.547E+02
 2.920E+00, 1.258E-02, 6.125E+00, 7.618E+02
 2.940E+00, 1.353E-02, 7.471E+00, 7.690E+02
 2.961E+00, 1.268E-02, 6.353E+00, 7.765E+02
 2.980E+00, 1.302E-02, 6.563E+00, 7.837E+02
 3.001E+00, 1.329E-02, 6.765E+00, 7.909E+02
 3.021E+00, 1.268E-02, 7.235E+00, 7.985E+02
 3.040E+00, 1.378E-02, 7.500E+00, 8.059E+02
 3.061E+00, 1.313E-02, 7.941E+00, 8.134E+02
 3.080E+00, 1.321E-02, 7.500E+00, 8.213E+02
 3.101E+00, 1.320E-02, 7.053E+00, 8.295E+02
 3.120E+00, 1.375E-02, 6.719E+00, 8.383E+02
 3.141E+00, 1.285E-02, 7.250E+00, 8.473E+02
 3.161E+00, 1.391E-02, 7.250E+00, 8.563E+02
 3.180E+00, 1.254E-02, 7.211E+00, 8.651E+02
 3.200E+00, 1.282E-02, 7.150E+00, 8.738E+02
 3.221E+00, 1.198E-02, 7.200E+00, 8.829E+02
 3.240E+00, 1.323E-02, 7.000E+00, 8.917E+02
 3.261E+00, 1.227E-02, 6.304E+00, 9.008E+02
 3.281E+00, 1.283E-02, 5.924E+00, 9.109E+02
 3.300E+00, 1.160E-02, 6.192E+00, 9.210E+02
 3.321E+00, 1.261E-02, 7.585E+00, 9.308E+02
 3.340E+00, 1.216E-02, 6.600E+00, 9.400E+02
 3.360E+00, 1.227E-02, 6.500E+00, 9.490E+02
 3.381E+00, 1.217E-02, 6.105E+00, 9.579E+02
 3.400E+00, 1.194E-02, 6.636E+00, 9.662E+02
 3.420E+00, 1.197E-02, 6.118E+00, 9.737E+02
 3.440E+00, 1.235E-02, 6.176E+00, 9.812E+02
 3.461E+00, 1.202E-02, 7.000E+00, 9.888E+02
 3.481E+00, 1.333E-02, 6.809E+00, 9.962E+02
 3.500E+00, 1.333E-02, 7.000E+00, 1.003E+03
 3.521E+00, 1.346E-02, 6.884E+00, 1.010E+03
 3.541E+00, 1.339E-02, 7.000E+00, 1.018E+03
 3.560E+00, 1.304E-02, 6.833E+00, 1.026E+03
 3.580E+00, 1.356E-02, 7.556E+00, 1.034E+03
 3.600E+00, 1.425E-02, 7.946E+00, 1.042E+03
 3.621E+00, 1.391E-02, 7.706E+00, 1.050E+03
 3.640E+00, 1.334E-02, 7.000E+00, 1.058E+03
 3.661E+00, 1.351E-02, 6.588E+00, 1.065E+03
 3.680E+00, 1.303E-02, 6.750E+00, 1.072E+03
 3.701E+00, 1.301E-02, 7.294E+00, 1.080E+03
 3.720E+00, 1.280E-02, 7.298E+00, 1.087E+03
 3.741E+00, 1.265E-02, 6.947E+00, 1.096E+03
 3.761E+00, 1.233E-02, 7.158E+00, 1.105E+03
 3.780E+00, 1.259E-02, 7.054E+00, 1.113E+03
 3.800E+00, 1.365E-02, 6.476E+00, 1.123E+03
 3.820E+00, 1.336E-02, 6.667E+00, 1.133E+03
 3.840E+00, 1.255E-02, 6.333E+00, 1.142E+03
 3.861E+00, 1.281E-02, 6.637E+00, 1.152E+03
 3.880E+00, 1.349E-02, 6.478E+00, 1.163E+03
 3.901E+00, 1.237E-02, 6.083E+00, 1.173E+03
 3.921E+00, 1.242E-02, 6.667E+00, 1.184E+03
 3.940E+00, 1.224E-02, 7.153E+00, 1.193E+03
 3.961E+00, 1.233E-02, 7.150E+00, 1.202E+03
 3.981E+00, 1.266E-02, 7.263E+00, 1.211E+03
 4.000E+00, 1.262E-02, 7.053E+00, 1.220E+03
 4.021E+00, 1.290E-02, 7.200E+00, 1.229E+03
 4.041E+00, 1.193E-02, 7.211E+00, 1.238E+03
 4.060E+00, 1.115E-02, 7.000E+00, 1.247E+03
 4.080E+00, 1.227E-02, 6.136E+00, 1.256E+03
 4.101E+00, 1.241E-02, 6.437E+00, 1.266E+03
 4.121E+00, 1.313E-02, 6.650E+00, 1.275E+03
 4.140E+00, 1.357E-02, 6.526E+00, 1.284E+03
 4.160E+00, 1.289E-02, 6.500E+00, 1.292E+03
 4.181E+00, 1.279E-02, 6.750E+00, 1.301E+03
 4.201E+00, 1.317E-02, 6.200E+00, 1.310E+03
 4.220E+00, 1.262E-02, 6.731E+00, 1.319E+03
 4.241E+00, 1.329E-02, 6.994E+00, 1.327E+03
 4.260E+00, 1.330E-02, 7.107E+00, 1.336E+03
 4.281E+00, 1.365E-02, 6.737E+00, 1.345E+03
 4.300E+00, 1.367E-02, 6.312E+00, 1.353E+03
 4.321E+00, 1.285E-02, 6.429E+00, 1.363E+03
 4.340E+00, 1.277E-02, 6.050E+00, 1.372E+03
 4.361E+00, 1.315E-02, 6.421E+00, 1.380E+03
 4.380E+00, 1.244E-02, 6.167E+00, 1.389E+03
 4.401E+00, 1.338E-02, 6.316E+00, 1.397E+03
 4.420E+00, 1.194E-02, 6.944E+00, 1.405E+03
 4.441E+00, 1.094E-02, 7.158E+00, 1.414E+03
 4.460E+00, 1.285E-02, 6.611E+00, 1.422E+03
 4.480E+00, 1.248E-02, 6.321E+00, 1.430E+03
 4.501E+00, 1.341E-02, 6.397E+00, 1.439E+03
 4.520E+00, 1.258E-02, 6.558E+00, 1.448E+03
 4.540E+00, 1.210E-02, 6.810E+00, 1.457E+03
 4.560E+00, 1.184E-02, 7.286E+00, 1.467E+03
 4.580E+00, 1.250E-02, 6.476E+00, 1.476E+03
 4.600E+00, 1.291E-02, 7.238E+00, 1.486E+03
 4.620E+00, 1.317E-02, 6.381E+00, 1.495E+03
 4.641E+00, 1.319E-02, 7.094E+00, 1.504E+03
 4.660E+00, 1.339E-02, 7.000E+00, 1.513E+03
 4.680E+00, 1.276E-02, 6.429E+00, 1.523E+03
 4.701E+00, 1.293E-02, 7.500E+00, 1.532E+03
 4.721E+00, 1.232E-02, 6.429E+00, 1.542E+03
 4.741E+00, 1.284E-02, 6.291E+00, 1.551E+03
 4.760E+00, 1.330E-02, 6.368E+00, 1.560E+03
 4.780E+00, 1.314E-02, 6.737E+00, 1.568E+03
 4.801E+00, 1.266E-02, 6.272E+00, 1.578E+03
 4.820E+00, 1.242E-02, 6.105E+00, 1.587E+03
 4.840E+00, 1.236E-02, 6.800E+00, 1.596E+03
 4.860E+00, 1.289E-02, 6.549E+00, 1.604E+03
 4.880E+00, 1.346E-02, 6.556E+00, 1.612E+03
 4.900E+00, 1.340E-02, 7.000E+00, 1.620E+03
 4.920E+00, 1.353E-02, 6.833E+00, 1.628E+03
 4.940E+00, 1.333E-02, 6.833E+00, 1.636E+03
 4.961E+00, 1.226E-02, 6.323E+00, 1.644E+03
 4.981E+00, 1.265E-02, 6.580E+00, 1.653E+03
 5.000E+00, 1.186E-02, 5.611E+00, 1.661E+03
 5.021E+00, 1.168E-02, 6.632E+00, 1.669E+03
 5.040E+00, 1.117E-02, 6.375E+00, 1.677E+03
 5.061E+00, 1.200E-02, 6.235E+00, 1.684E+03
 5.080E+00, 1.210E-02, 6.742E+00, 1.691E+03
 5.101E+00, 1.353E-02, 7.062E+00, 1.698E+03
 5.121E+00, 1.275E-02, 6.800E+00, 1.705E+03
 5.140E+00, 1.311E-02, 6.431E+00, 1.712E+03
 5.160E+00, 1.351E-02, 6.353E+00, 1.719E+03
 5.181E+00, 1.277E-02, 6.765E+00, 1.727E+03
 5.201E+00, 1.282E-02, 6.706E+00, 1.734E+03
 5.221E+00, 1.303E-02, 6.588E+00, 1.742E+03
 5.241E+00, 1.291E-02, 6.620E+00, 1.750E+03
 5.261E+00, 1.301E-02, 6.474E+00, 1.758E+03
 5.280E+00, 1.309E-02, 7.556E+00, 1.766E+03
 5.300E+00, 1.324E-02, 6.684E+00, 1.775E+03
 5.320E+00, 1.276E-02, 6.368E+00, 1.783E+03
 5.340E+00, 1.260E-02, 6.368E+00, 1.791E+03
 5.360E+00, 1.330E-02, 6.737E+00, 1.800E+03
 5.381E+00, 1.303E-02, 6.579E+00, 1.808E+03
 5.401E+00, 1.315E-02, 6.684E+00, 1.817E+03
 5.421E+00, 1.284E-02, 6.509E+00, 1.826E+03
 5.440E+00, 1.284E-02, 6.712E+00, 1.835E+03
 5.460E+00, 1.188E-02, 6.288E+00, 1.844E+03
 5.481E+00, 1.340E-02, 6.318E+00, 1.854E+03
 5.500E+00, 1.253E-02, 6.100E+00, 1.863E+03
 5.521E+00, 1.248E-02, 6.800E+00, 1.872E+03
 5.540E+00, 1.214E-02, 6.473E+00, 1.881E+03
 5.560E+00, 1.290E-02, 6.455E+00, 1.891E+03
 5.581E+00, 1.301E-02, 6.545E+00, 1.900E+03
 5.601E+00, 1.232E-02, 6.300E+00, 1.910E+03
 5.621E+00, 1.211E-02, 6.650E+00, 1.919E+03
 5.640E+00, 1.283E-02, 6.206E+00, 1.928E+03
 5.660E+00, 1.317E-02, 6.500E+00, 1.937E+03
 5.681E+00, 1.253E-02, 6.762E+00, 1.946E+03
 5.701E+00, 1.312E-02, 6.400E+00, 1.955E+03
 5.721E+00, 1.307E-02, 6.800E+00, 1.964E+03
 5.741E+00, 1.302E-02, 6.750E+00, 1.973E+03
 5.760E+00, 1.257E-02, 6.698E+00, 1.983E+03
 5.781E+00, 1.267E-02, 6.478E+00, 1.993E+03
 5.801E+00, 1.304E-02, 6.190E+00, 2.003E+03
 5.821E+00, 1.254E-02, 6.810E+00, 2.012E+03
 5.840E+00, 1.300E-02, 6.550E+00, 2.022E+03
 5.860E+00, 1.238E-02, 6.048E+00, 2.031E+03
 5.880E+00, 1.355E-02, 6.579E+00, 2.039E+03
 5.900E+00, 1.322E-02, 6.632E+00, 2.048E+03
 5.920E+00, 1.337E-02, 6.684E+00, 2.056E+03
 5.940E+00, 1.280E-02, 6.632E+00, 2.065E+03
 5.961E+00, 1.279E-02, 7.233E+00, 2.073E+03
 5.980E+00, 1.420E-02, 7.426E+00, 2.082E+03
 6.001E+00, 1.356E-02, 7.300E+00, 2.091E+03
 6.021E+00, 1.293E-02, 7.416E+00, 2.099E+03
 6.041E+00, 1.220E-02, 7.889E+00, 2.108E+03
 6.061E+00, 1.416E-02, 7.293E+00, 2.116E+03
 6.081E+00, 1.244E-02, 7.050E+00, 2.125E+03
 6.101E+00, 1.170E-02, 7.050E+00, 2.134E+03
 6.120E+00, 1.180E-02, 6.750E+00, 2.143E+03
 6.140E+00, 1.165E-02, 6.800E+00, 2.152E+03
 6.160E+00, 1.272E-02, 8.650E+00, 2.161E+03
 6.181E+00, 1.263E-02, 7.559E+00, 2.170E+03
 6.201E+00, 1.240E-02, 6.222E+00, 2.179E+03
 6.221E+00, 1.232E-02, 6.299E+00, 2.187E+03
 6.241E+00, 1.290E-02, 6.928E+00, 2.194E+03
 6.260E+00, 1.310E-02, 6.562E+00, 2.201E+03
 6.280E+00, 1.390E-02, 6.884E+00, 2.208E+03
 6.301E+00, 1.305E-02, 7.375E+00, 2.215E+03
 6.320E+00, 1.312E-02, 6.993E+00, 2.222E+03
 6.341E+00, 1.311E-02, 7.611E+00, 2.230E+03
 6.360E+00, 1.356E-02, 7.176E+00, 2.238E+03
 6.380E+00, 1.340E-02, 7.075E+00, 2.245E+03
 6.401E+00, 1.316E-02, 6.778E+00, 2.253E+03
 6.420E+00, 1.332E-02, 6.895E+00, 2.262E+03
 6.440E+00, 1.334E-02, 6.479E+00, 2.270E+03
 6.460E+00, 1.366E-02, 6.944E+00, 2.278E+03
 6.480E+00, 1.360E-02, 6.833E+00, 2.286E+03
 6.501E+00, 1.324E-02, 7.944E+00, 2.294E+03
 6.521E+00, 1.202E-02, 8.618E+00, 2.303E+03
 6.541E+00, 1.290E-02, 6.950E+00, 2.311E+03
 6.561E+00, 1.289E-02, 6.292E+00, 2.321E+03
 6.581E+00, 1.264E-02, 6.600E+00, 2.330E+03
 6.600E+00, 1.284E-02, 6.200E+00, 2.339E+03
 6.620E+00, 1.294E-02, 6.700E+00, 2.348E+03
 6.640E+00, 1.116E-02, 6.950E+00, 2.357E+03
 6.661E+00, 1.313E-02, 6.905E+00, 2.366E+03
 6.681E+00, 1.301E-02, 7.500E+00, 2.375E+03
 6.701E+00, 1.265E-02, 6.950E+00, 2.384E+03
 6.720E+00, 1.205E-02, 6.700E+00, 2.393E+03
 6.740E+00, 1.251E-02, 6.200E+00, 2.402E+03
 6.760E+00, 1.185E-02, 6.600E+00, 2.411E+03
 6.781E+00, 1.216E-02, 6.714E+00, 2.420E+03
 6.801E+00, 1.258E-02, 6.800E+00, 2.430E+03
 6.821E+00, 1.335E-02, 6.200E+00, 2.439E+03
 6.840E+00, 1.178E-02, 6.055E+00, 2.447E+03
 6.861E+00, 1.261E-02, 6.421E+00, 2.456E+03
 6.880E+00, 1.264E-02, 6.354E+00, 2.464E+03
 6.901E+00, 1.343E-02, 6.706E+00, 2.471E+03
 6.921E+00, 1.237E-02, 6.705E+00, 2.479E+03
 6.940E+00, 1.335E-02, 6.873E+00, 2.486E+03
 6.960E+00, 1.242E-02, 6.529E+00, 2.493E+03
 6.980E+00, 1.306E-02, 6.353E+00, 2.500E+03
 7.000E+00, 1.284E-02, 6.294E+00, 2.508E+03
 7.020E+00, 1.362E-02, 6.706E+00, 2.515E+03
 7.040E+00, 1.327E-02, 7.059E+00, 2.523E+03
 7.061E+00, 1.302E-02, 6.500E+00, 2.531E+03
 7.081E+00, 1.389E-02, 6.765E+00, 2.539E+03
 7.101E+00, 1.310E-02, 7.235E+00, 2.546E+03
 7.121E+00, 1.305E-02, 7.471E+00, 2.554E+03
 7.140E+00, 1.255E-02, 7.114E+00, 2.562E+03
 7.161E+00, 1.336E-02, 6.950E+00, 2.570E+03
 7.181E+00, 1.355E-02, 6.316E+00, 2.579E+03
 7.200E+00, 1.307E-02, 6.316E+00, 2.587E+03
 7.221E+00, 1.305E-02, 6.600E+00, 2.596E+03
 7.241E+00, 1.283E-02, 6.211E+00, 2.605E+03
 7.260E+00, 1.206E-02, 6.000E+00, 2.613E+03
 7.281E+00, 1.275E-02, 6.167E+00, 2.622E+03
 7.300E+00, 1.225E-02, 6.000E+00, 2.629E+03
 7.321E+00, 1.235E-02, 6.056E+00, 2.637E+03
 7.341E+00, 1.275E-02, 6.000E+00, 2.645E+03
 7.361E+00, 1.184E-02, 6.522E+00, 2.653E+03
 7.381E+00, 1.332E-02, 6.450E+00, 2.662E+03
 7.400E+00, 1.271E-02, 6.316E+00, 2.671E+03
 7.420E+00, 1.272E-02, 6.700E+00, 2.679E+03
 7.441E+00, 1.359E-02, 6.300E+00, 2.688E+03
 7.461E+00, 1.232E-02, 6.250E+00, 2.697E+03
 7.480E+00, 1.200E-02, 6.211E+00, 2.706E+03
 7.501E+00, 1.264E-02, 6.055E+00, 2.715E+03
 7.521E+00, 1.265E-02, 6.222E+00, 2.723E+03
 7.540E+00, 1.178E-02, 7.451E+00, 2.731E+03
 7.561E+00, 1.293E-02, 8.235E+00, 2.739E+03
 7.581E+00, 1.297E-02, 6.875E+00, 2.746E+03
 7.600E+00, 1.347E-02, 6.750E+00, 2.753E+03
 7.621E+00, 1.262E-02, 6.920E+00, 2.761E+03
 7.640E+00, 1.311E-02, 6.500E+00, 2.770E+03
 7.661E+00, 1.236E-02, 6.143E+00, 2.779E+03
 7.681E+00, 1.248E-02, 6.316E+00, 2.788E+03
 7.700E+00, 1.282E-02, 6.500E+00, 2.797E+03
 7.721E+00, 1.178E-02, 7.263E+00, 2.805E+03
 7.741E+00, 1.261E-02, 6.579E+00, 2.814E+03
 7.760E+00, 1.079E-02, 7.278E+00, 2.822E+03
 7.781E+00, 1.077E-02, 7.053E+00, 2.830E+03
 7.801E+00, 1.142E-02, 7.000E+00, 2.839E+03
 7.821E+00, 1.197E-02, 6.952E+00, 2.847E+03
 7.841E+00, 1.328E-02, 7.118E+00, 2.855E+03
 7.860E+00, 1.138E-02, 7.312E+00, 2.863E+03
 7.880E+00, 1.284E-02, 6.564E+00, 2.870E+03
 7.900E+00, 1.320E-02, 6.263E+00, 2.879E+03
 7.920E+00, 1.266E-02, 6.575E+00, 2.888E+03
 7.941E+00, 1.209E-02, 7.005E+00, 2.897E+03
 7.960E+00, 1.149E-02, 6.889E+00, 2.906E+03
 7.981E+00, 1.235E-02, 6.211E+00, 2.914E+03
 8.001E+00, 1.294E-02, 6.222E+00, 2.923E+03
 8.020E+00, 1.307E-02, 6.611E+00, 2.931E+03
 8.041E+00, 1.302E-02, 6.632E+00, 2.939E+03
 8.060E+00, 1.342E-02, 6.944E+00, 2.948E+03
 8.080E+00, 1.295E-02, 6.389E+00, 2.956E+03
 8.101E+00, 1.245E-02, 6.579E+00, 2.964E+03
 8.120E+00, 1.292E-02, 6.444E+00, 2.972E+03
 8.141E+00, 1.294E-02, 6.789E+00, 2.981E+03
 8.161E+00, 1.338E-02, 6.495E+00, 2.989E+03
 8.180E+00, 1.276E-02, 7.812E+00, 2.997E+03
 8.200E+00, 1.189E-02, 6.765E+00, 3.004E+03
 8.221E+00, 1.337E-02, 6.471E+00, 3.012E+03
 8.241E+00, 1.315E-02, 6.706E+00, 3.020E+03
 8.260E+00, 1.273E-02, 6.937E+00, 3.027E+03
 8.281E+00, 1.226E-02, 7.118E+00, 3.035E+03
 8.301E+00, 1.207E-02, 7.358E+00, 3.042E+03
 8.321E+00, 1.147E-02, 7.105E+00, 3.051E+03
 8.341E+00, 1.335E-02, 6.737E+00, 3.059E+03
 8.361E+00, 1.237E-02, 7.211E+00, 3.068E+03
 8.381E+00, 1.267E-02, 6.895E+00, 3.077E+03
 8.400E+00, 1.368E-02, 6.244E+00, 3.086E+03
 8.420E+00, 1.172E-02, 7.000E+00, 3.095E+03
 8.440E+00, 1.257E-02, 6.740E+00, 3.105E+03
 8.460E+00, 1.328E-02, 6.318E+00, 3.114E+03
 8.481E+00, 1.167E-02, 6.087E+00, 3.125E+03
 8.500E+00, 1.236E-02, 6.136E+00, 3.135E+03
 8.520E+00, 1.371E-02, 6.750E+00, 3.144E+03
 8.541E+00, 1.305E-02, 7.048E+00, 3.153E+03
 8.560E+00, 1.393E-02, 7.550E+00, 3.163E+03
 8.580E+00, 1.343E-02, 7.250E+00, 3.172E+03
 8.601E+00, 1.271E-02, 6.857E+00, 3.181E+03
 8.621E+00, 1.364E-02, 6.450E+00, 3.191E+03
 8.641E+00, 1.282E-02, 6.324E+00, 3.200E+03
 8.660E+00, 1.287E-02, 6.727E+00, 3.210E+03
 8.680E+00, 1.340E-02, 6.770E+00, 3.220E+03
 8.700E+00, 1.332E-02, 6.905E+00, 3.229E+03
