s,m/s,,s
Time,error,iter,cputime
 8.640E+00, 9.911E-05, 1.190E+02, 9.493E+03
 8.660E+00, 9.869E-05, 1.100E+02, 9.523E+03
 8.681E+00, 9.918E-05, 1.262E+02, 9.555E+03
 8.700E+00, 9.888E-05, 1.088E+02, 9.586E+03
 8.721E+00, 9.883E-05, 1.166E+02, 9.616E+03
 8.741E+00, 9.897E-05, 1.265E+02, 9.648E+03
 8.761E+00, 9.891E-05, 1.250E+02, 9.681E+03
 8.780E+00, 9.845E-05, 1.058E+02, 9.713E+03
 8.800E+00, 9.883E-05, 1.200E+02, 9.740E+03
 8.820E+00, 9.894E-05, 1.268E+02, 9.770E+03
 8.840E+00, 9.898E-05, 1.205E+02, 9.800E+03
 8.861E+00, 9.896E-05, 1.301E+02, 9.833E+03
 8.881E+00, 9.886E-05, 1.239E+02, 9.864E+03
 8.900E+00, 9.886E-05, 1.317E+02, 9.895E+03
 8.921E+00, 9.897E-05, 1.245E+02, 9.926E+03
 8.940E+00, 9.893E-05, 1.258E+02, 9.957E+03
 8.961E+00, 9.902E-05, 1.381E+02, 9.988E+03
 8.980E+00, 9.921E-05, 1.440E+02, 1.002E+04
 9.000E+00, 9.890E-05, 1.309E+02, 1.005E+04
 9.021E+00, 9.904E-05, 1.273E+02, 1.009E+04
 9.040E+00, 9.899E-05, 1.204E+02, 1.012E+04
 9.060E+00, 9.915E-05, 1.267E+02, 1.015E+04
 9.081E+00, 9.916E-05, 1.328E+02, 1.019E+04
 9.100E+00, 9.906E-05, 1.228E+02, 1.022E+04
 9.121E+00, 9.885E-05, 1.180E+02, 1.025E+04
 9.140E+00, 9.890E-05, 1.192E+02, 1.029E+04
 9.161E+00, 9.896E-05, 1.196E+02, 1.032E+04
 9.181E+00, 9.869E-05, 1.076E+02, 1.035E+04
 9.200E+00, 9.886E-05, 1.058E+02, 1.038E+04
 9.220E+00, 9.914E-05, 1.085E+02, 1.042E+04
 9.240E+00, 9.859E-05, 1.073E+02, 1.045E+04
 9.261E+00, 9.917E-05, 1.150E+02, 1.049E+04
 9.280E+00, 9.881E-05, 1.226E+02, 1.052E+04
 9.301E+00, 9.850E-05, 1.064E+02, 1.055E+04
 9.321E+00, 9.871E-05, 1.237E+02, 1.058E+04
 9.340E+00, 9.883E-05, 1.162E+02, 1.061E+04
 9.360E+00, 9.914E-05, 1.265E+02, 1.064E+04
 9.381E+00, 9.887E-05, 1.283E+02, 1.066E+04
 9.401E+00, 9.895E-05, 1.260E+02, 1.069E+04
 9.420E+00, 9.923E-05, 1.379E+02, 1.072E+04
 9.441E+00, 9.886E-05, 1.459E+02, 1.075E+04
 9.461E+00, 9.904E-05, 1.516E+02, 1.078E+04
 9.481E+00, 9.912E-05, 1.433E+02, 1.081E+04
 9.501E+00, 9.922E-05, 1.372E+02, 1.083E+04
 9.520E+00, 9.910E-05, 1.392E+02, 1.086E+04
 9.540E+00, 9.917E-05, 1.409E+02, 1.089E+04
 9.561E+00, 9.908E-05, 1.336E+02, 1.092E+04
 9.581E+00, 9.906E-05, 1.388E+02, 1.095E+04
 9.600E+00, 9.881E-05, 1.281E+02, 1.099E+04
 9.620E+00, 9.895E-05, 1.297E+02, 1.102E+04
 9.641E+00, 9.895E-05, 1.283E+02, 1.105E+04
 9.660E+00, 9.886E-05, 1.208E+02, 1.108E+04
 9.680E+00, 9.898E-05, 1.304E+02, 1.112E+04
 9.701E+00, 9.910E-05, 1.302E+02, 1.115E+04
 9.721E+00, 9.879E-05, 1.104E+02, 1.118E+04
 9.741E+00, 9.880E-05, 1.127E+02, 1.121E+04
 9.760E+00, 9.882E-05, 1.248E+02, 1.124E+04
 9.781E+00, 9.899E-05, 1.272E+02, 1.127E+04
 9.800E+00, 9.896E-05, 1.065E+02, 1.130E+04
 9.821E+00, 9.880E-05, 1.048E+02, 1.133E+04
 9.841E+00, 9.874E-05, 1.064E+02, 1.136E+04
 9.861E+00, 9.877E-05, 1.095E+02, 1.139E+04
 9.880E+00, 9.891E-05, 1.098E+02, 1.142E+04
 9.900E+00, 9.894E-05, 1.277E+02, 1.145E+04
 9.921E+00, 9.887E-05, 1.152E+02, 1.148E+04
 9.941E+00, 9.934E-05, 1.291E+02, 1.150E+04
 9.960E+00, 9.871E-05, 1.272E+02, 1.153E+04
 9.981E+00, 9.896E-05, 1.169E+02, 1.156E+04
 1.000E+01, 9.918E-05, 1.132E+02, 1.158E+04
 1.002E+01, 9.909E-05, 1.228E+02, 1.161E+04
 1.004E+01, 9.880E-05, 1.206E+02, 1.164E+04
 1.006E+01, 9.890E-05, 1.386E+02, 1.167E+04
 1.008E+01, 9.864E-05, 1.238E+02, 1.169E+04
 1.010E+01, 9.906E-05, 1.201E+02, 1.171E+04
 1.012E+01, 9.897E-05, 1.306E+02, 1.174E+04
 1.014E+01, 9.886E-05, 1.367E+02, 1.177E+04
 1.016E+01, 9.887E-05, 1.390E+02, 1.179E+04
 1.018E+01, 9.906E-05, 1.361E+02, 1.182E+04
 1.020E+01, 9.908E-05, 1.374E+02, 1.186E+04
 1.022E+01, 9.882E-05, 1.216E+02, 1.188E+04
 1.024E+01, 9.905E-05, 1.281E+02, 1.192E+04
 1.026E+01, 9.896E-05, 1.290E+02, 1.195E+04
 1.028E+01, 9.902E-05, 1.213E+02, 1.199E+04
 1.030E+01, 9.905E-05, 1.154E+02, 1.202E+04
 1.032E+01, 9.876E-05, 1.264E+02, 1.205E+04
 1.034E+01, 9.857E-05, 1.159E+02, 1.208E+04
 1.036E+01, 9.903E-05, 1.289E+02, 1.211E+04
 1.038E+01, 9.897E-05, 1.302E+02, 1.214E+04
 1.040E+01, 9.902E-05, 1.165E+02, 1.217E+04
 1.042E+01, 9.898E-05, 1.211E+02, 1.220E+04
 1.044E+01, 9.900E-05, 1.310E+02, 1.224E+04
 1.046E+01, 9.885E-05, 1.137E+02, 1.227E+04
 1.048E+01, 9.905E-05, 1.185E+02, 1.230E+04
 1.050E+01, 9.872E-05, 1.124E+02, 1.233E+04
 1.052E+01, 9.930E-05, 1.114E+02, 1.236E+04
 1.054E+01, 9.887E-05, 1.249E+02, 1.239E+04
 1.056E+01, 9.902E-05, 1.199E+02, 1.242E+04
 1.058E+01, 9.892E-05, 1.287E+02, 1.245E+04
 1.060E+01, 9.884E-05, 1.298E+02, 1.249E+04
 1.062E+01, 9.900E-05, 1.247E+02, 1.252E+04
 1.064E+01, 9.908E-05, 1.426E+02, 1.255E+04
 1.066E+01, 9.894E-05, 1.353E+02, 1.259E+04
 1.068E+01, 9.907E-05, 1.437E+02, 1.262E+04
 1.070E+01, 9.892E-05, 1.417E+02, 1.266E+04
 1.072E+01, 9.906E-05, 1.348E+02, 1.270E+04
 1.074E+01, 9.880E-05, 1.153E+02, 1.274E+04
 1.076E+01, 9.897E-05, 1.283E+02, 1.277E+04
 1.078E+01, 9.889E-05, 1.234E+02, 1.281E+04
 1.080E+01, 9.906E-05, 1.299E+02, 1.284E+04
 1.082E+01, 9.894E-05, 1.300E+02, 1.288E+04
 1.084E+01, 9.898E-05, 1.205E+02, 1.291E+04
 1.086E+01, 9.894E-05, 1.280E+02, 1.295E+04
 1.088E+01, 9.891E-05, 1.239E+02, 1.299E+04
 1.090E+01, 9.898E-05, 1.183E+02, 1.302E+04
 1.092E+01, 9.924E-05, 1.187E+02, 1.306E+04
 1.094E+01, 9.904E-05, 1.147E+02, 1.309E+04
 1.096E+01, 9.897E-05, 1.251E+02, 1.312E+04
 1.098E+01, 9.870E-05, 1.138E+02, 1.316E+04
 1.100E+01, 9.901E-05, 1.126E+02, 1.319E+04
 1.102E+01, 9.912E-05, 1.107E+02, 1.322E+04
 1.104E+01, 9.866E-05, 1.117E+02, 1.325E+04
 1.106E+01, 9.876E-05, 1.254E+02, 1.328E+04
 1.108E+01, 9.908E-05, 1.262E+02, 1.331E+04
 1.110E+01, 9.885E-05, 1.088E+02, 1.334E+04
 1.112E+01, 9.872E-05, 1.193E+02, 1.337E+04
 1.114E+01, 9.893E-05, 1.107E+02, 1.340E+04
 1.116E+01, 9.904E-05, 1.195E+02, 1.343E+04
 1.118E+01, 9.906E-05, 1.200E+02, 1.346E+04
 1.120E+01, 9.890E-05, 1.335E+02, 1.349E+04
 1.122E+01, 9.859E-05, 1.293E+02, 1.351E+04
 1.124E+01, 9.927E-05, 1.301E+02, 1.354E+04
 1.126E+01, 9.867E-05, 1.213E+02, 1.357E+04
 1.128E+01, 9.868E-05, 1.238E+02, 1.360E+04
 1.130E+01, 9.892E-05, 1.391E+02, 1.362E+04
 1.132E+01, 9.906E-05, 1.486E+02, 1.365E+04
 1.134E+01, 9.928E-05, 1.416E+02, 1.368E+04
 1.136E+01, 9.880E-05, 1.153E+02, 1.371E+04
 1.138E+01, 9.891E-05, 1.318E+02, 1.374E+04
 1.140E+01, 9.891E-05, 1.186E+02, 1.377E+04
 1.142E+01, 9.881E-05, 1.121E+02, 1.380E+04
 1.144E+01, 9.922E-05, 1.217E+02, 1.383E+04
 1.146E+01, 9.898E-05, 1.267E+02, 1.386E+04
 1.148E+01, 9.920E-05, 1.208E+02, 1.389E+04
 1.150E+01, 9.902E-05, 1.265E+02, 1.391E+04
 1.152E+01, 9.911E-05, 1.251E+02, 1.394E+04
 1.154E+01, 9.906E-05, 1.255E+02, 1.398E+04
 1.156E+01, 9.869E-05, 1.132E+02, 1.401E+04
 1.158E+01, 9.904E-05, 1.186E+02, 1.404E+04
 1.160E+01, 9.889E-05, 1.113E+02, 1.407E+04
 1.162E+01, 9.910E-05, 1.192E+02, 1.410E+04
 1.164E+01, 9.884E-05, 1.092E+02, 1.412E+04
 1.166E+01, 9.876E-05, 1.060E+02, 1.415E+04
 1.168E+01, 9.908E-05, 1.150E+02, 1.418E+04
 1.170E+01, 9.881E-05, 1.295E+02, 1.421E+04
 1.172E+01, 9.905E-05, 1.303E+02, 1.424E+04
 1.174E+01, 9.903E-05, 1.221E+02, 1.427E+04
 1.176E+01, 9.920E-05, 1.262E+02, 1.430E+04
 1.178E+01, 9.893E-05, 1.250E+02, 1.433E+04
 1.180E+01, 9.864E-05, 1.208E+02, 1.436E+04
 1.182E+01, 9.920E-05, 1.448E+02, 1.439E+04
 1.184E+01, 9.892E-05, 1.372E+02, 1.442E+04
 1.186E+01, 9.916E-05, 1.288E+02, 1.445E+04
 1.188E+01, 9.903E-05, 1.437E+02, 1.448E+04
 1.190E+01, 9.882E-05, 1.506E+02, 1.451E+04
 1.192E+01, 9.904E-05, 1.553E+02, 1.454E+04
 1.194E+01, 9.898E-05, 1.349E+02, 1.457E+04
 1.196E+01, 9.916E-05, 1.258E+02, 1.460E+04
 1.198E+01, 9.878E-05, 1.298E+02, 1.463E+04
 1.200E+01, 9.906E-05, 1.295E+02, 1.466E+04
 1.202E+01, 9.890E-05, 1.377E+02, 1.469E+04
 1.204E+01, 9.877E-05, 1.201E+02, 1.472E+04
 1.206E+01, 9.877E-05, 1.207E+02, 1.475E+04
 1.208E+01, 9.901E-05, 1.262E+02, 1.478E+04
 1.210E+01, 9.905E-05, 1.134E+02, 1.481E+04
 1.212E+01, 9.905E-05, 1.245E+02, 1.483E+04
 1.214E+01, 9.890E-05, 1.289E+02, 1.486E+04
 1.216E+01, 9.887E-05, 1.130E+02, 1.489E+04
 1.218E+01, 9.885E-05, 1.098E+02, 1.492E+04
 1.220E+01, 9.918E-05, 1.291E+02, 1.495E+04
 1.222E+01, 9.896E-05, 1.283E+02, 1.498E+04
 1.224E+01, 9.889E-05, 1.282E+02, 1.501E+04
 1.226E+01, 9.896E-05, 1.141E+02, 1.504E+04
 1.228E+01, 9.922E-05, 1.330E+02, 1.507E+04
 1.230E+01, 9.889E-05, 1.381E+02, 1.510E+04
 1.232E+01, 9.885E-05, 1.290E+02, 1.513E+04
 1.234E+01, 9.919E-05, 1.375E+02, 1.516E+04
 1.236E+01, 9.922E-05, 1.407E+02, 1.518E+04
 1.238E+01, 9.903E-05, 1.346E+02, 1.521E+04
 1.240E+01, 9.925E-05, 1.408E+02, 1.524E+04
 1.242E+01, 9.845E-05, 1.201E+02, 1.526E+04
 1.244E+01, 9.915E-05, 1.217E+02, 1.529E+04
 1.246E+01, 9.887E-05, 1.225E+02, 1.531E+04
 1.248E+01, 9.908E-05, 1.276E+02, 1.534E+04
 1.250E+01, 9.931E-05, 1.238E+02, 1.536E+04
 1.252E+01, 9.866E-05, 1.168E+02, 1.539E+04
 1.254E+01, 9.888E-05, 1.174E+02, 1.542E+04
 1.256E+01, 9.914E-05, 1.305E+02, 1.545E+04
 1.258E+01, 9.887E-05, 1.189E+02, 1.548E+04
 1.260E+01, 9.875E-05, 1.215E+02, 1.551E+04
 1.262E+01, 9.891E-05, 1.347E+02, 1.554E+04
 1.264E+01, 9.892E-05, 1.389E+02, 1.557E+04
 1.266E+01, 9.901E-05, 1.207E+02, 1.560E+04
 1.268E+01, 9.921E-05, 1.231E+02, 1.563E+04
 1.270E+01, 9.874E-05, 1.169E+02, 1.565E+04
 1.272E+01, 9.904E-05, 1.306E+02, 1.568E+04
 1.274E+01, 9.881E-05, 1.205E+02, 1.571E+04
 1.276E+01, 9.901E-05, 1.238E+02, 1.574E+04
 1.278E+01, 9.883E-05, 1.210E+02, 1.577E+04
 1.280E+01, 9.867E-05, 1.217E+02, 1.580E+04
 1.282E+01, 9.896E-05, 1.227E+02, 1.583E+04
 1.284E+01, 9.895E-05, 1.296E+02, 1.586E+04
 1.286E+01, 9.884E-05, 1.273E+02, 1.589E+04
 1.288E+01, 9.855E-05, 1.098E+02, 1.592E+04
 1.290E+01, 9.875E-05, 1.323E+02, 1.595E+04
 1.292E+01, 9.898E-05, 1.310E+02, 1.598E+04
 1.294E+01, 9.903E-05, 1.454E+02, 1.602E+04
 1.296E+01, 9.901E-05, 1.333E+02, 1.605E+04
 1.298E+01, 9.897E-05, 1.292E+02, 1.608E+04
 1.300E+01, 9.912E-05, 1.359E+02, 1.612E+04
 1.302E+01, 9.908E-05, 1.257E+02, 1.615E+04
 1.304E+01, 9.885E-05, 1.286E+02, 1.618E+04
 1.306E+01, 9.903E-05, 1.503E+02, 1.621E+04
 1.308E+01, 9.898E-05, 1.613E+02, 1.624E+04
 1.310E+01, 9.888E-05, 1.270E+02, 1.627E+04
 1.312E+01, 9.905E-05, 1.452E+02, 1.630E+04
 1.314E+01, 9.921E-05, 1.275E+02, 1.633E+04
 1.316E+01, 9.903E-05, 1.198E+02, 1.635E+04
 1.318E+01, 9.906E-05, 1.289E+02, 1.638E+04
 1.320E+01, 9.896E-05, 1.271E+02, 1.641E+04
 1.322E+01, 9.903E-05, 1.208E+02, 1.645E+04
 1.324E+01, 9.893E-05, 1.177E+02, 1.648E+04
 1.326E+01, 9.897E-05, 1.200E+02, 1.651E+04
 1.328E+01, 9.888E-05, 1.154E+02, 1.655E+04
 1.330E+01, 9.911E-05, 1.240E+02, 1.658E+04
 1.332E+01, 9.918E-05, 1.177E+02, 1.661E+04
 1.334E+01, 9.907E-05, 1.253E+02, 1.664E+04
 1.336E+01, 9.912E-05, 1.197E+02, 1.667E+04
 1.338E+01, 9.890E-05, 1.228E+02, 1.670E+04
 1.340E+01, 9.890E-05, 1.141E+02, 1.673E+04
 1.342E+01, 9.886E-05, 1.192E+02, 1.676E+04
 1.344E+01, 9.924E-05, 1.218E+02, 1.680E+04
 1.346E+01, 9.898E-05, 1.284E+02, 1.683E+04
 1.348E+01, 9.892E-05, 1.146E+02, 1.686E+04
 1.350E+01, 9.876E-05, 1.357E+02, 1.690E+04
 1.352E+01, 9.913E-05, 1.342E+02, 1.693E+04
 1.354E+01, 9.869E-05, 1.281E+02, 1.697E+04
 1.356E+01, 9.898E-05, 1.156E+02, 1.700E+04
 1.358E+01, 9.935E-05, 1.388E+02, 1.703E+04
 1.360E+01, 9.907E-05, 1.317E+02, 1.707E+04
 1.362E+01, 9.882E-05, 1.254E+02, 1.710E+04
 1.364E+01, 9.911E-05, 1.272E+02, 1.713E+04
 1.366E+01, 9.883E-05, 1.224E+02, 1.716E+04
 1.368E+01, 9.895E-05, 1.051E+02, 1.719E+04
 1.370E+01, 9.878E-05, 1.105E+02, 1.722E+04
 1.372E+01, 9.873E-05, 1.191E+02, 1.724E+04
 1.374E+01, 9.889E-05, 1.256E+02, 1.727E+04
 1.376E+01, 9.906E-05, 1.382E+02, 1.729E+04
 1.378E+01, 9.922E-05, 1.183E+02, 1.732E+04
 1.380E+01, 9.888E-05, 1.155E+02, 1.735E+04
 1.382E+01, 9.909E-05, 1.147E+02, 1.738E+04
 1.384E+01, 9.880E-05, 1.224E+02, 1.741E+04
 1.386E+01, 9.864E-05, 9.630E+01, 1.743E+04
 1.388E+01, 9.897E-05, 1.135E+02, 1.746E+04
 1.390E+01, 9.883E-05, 1.072E+02, 1.748E+04
 1.392E+01, 9.887E-05, 1.240E+02, 1.751E+04
 1.394E+01, 9.902E-05, 1.299E+02, 1.754E+04
 1.396E+01, 9.893E-05, 1.216E+02, 1.757E+04
 1.398E+01, 9.911E-05, 1.359E+02, 1.760E+04
 1.400E+01, 9.877E-05, 1.329E+02, 1.763E+04
 1.402E+01, 9.855E-05, 1.101E+02, 1.765E+04
 1.404E+01, 9.889E-05, 1.238E+02, 1.768E+04
 1.406E+01, 9.910E-05, 1.397E+02, 1.771E+04
 1.408E+01, 9.886E-05, 1.299E+02, 1.774E+04
 1.410E+01, 9.908E-05, 1.200E+02, 1.777E+04
 1.412E+01, 9.912E-05, 1.399E+02, 1.780E+04
 1.414E+01, 9.937E-05, 1.413E+02, 1.784E+04
 1.416E+01, 9.865E-05, 1.234E+02, 1.787E+04
 1.418E+01, 9.910E-05, 1.330E+02, 1.790E+04
 1.420E+01, 9.918E-05, 1.417E+02, 1.794E+04
 1.422E+01, 9.860E-05, 1.098E+02, 1.797E+04
 1.424E+01, 9.883E-05, 1.145E+02, 1.800E+04
 1.426E+01, 9.898E-05, 1.249E+02, 1.803E+04
 1.428E+01, 9.898E-05, 1.201E+02, 1.806E+04
 1.430E+01, 9.887E-05, 1.184E+02, 1.809E+04
 1.432E+01, 9.886E-05, 1.304E+02, 1.812E+04
 1.434E+01, 9.914E-05, 1.236E+02, 1.815E+04
 1.436E+01, 9.900E-05, 1.203E+02, 1.818E+04
 1.438E+01, 9.892E-05, 1.151E+02, 1.821E+04
 1.440E+01, 9.898E-05, 1.067E+02, 1.823E+04
 1.442E+01, 9.907E-05, 1.279E+02, 1.826E+04
 1.444E+01, 9.881E-05, 1.328E+02, 1.829E+04
 1.446E+01, 9.915E-05, 1.153E+02, 1.832E+04
 1.448E+01, 9.879E-05, 1.146E+02, 1.835E+04
 1.450E+01, 9.894E-05, 1.158E+02, 1.838E+04
 1.452E+01, 9.907E-05, 1.287E+02, 1.841E+04
 1.454E+01, 9.909E-05, 1.298E+02, 1.844E+04
 1.456E+01, 9.884E-05, 1.180E+02, 1.847E+04
 1.458E+01, 9.897E-05, 1.243E+02, 1.851E+04
 1.460E+01, 9.882E-05, 1.152E+02, 1.854E+04
 1.462E+01, 9.912E-05, 1.336E+02, 1.857E+04
 1.464E+01, 9.910E-05, 1.319E+02, 1.860E+04
 1.466E+01, 9.919E-05, 1.346E+02, 1.863E+04
 1.468E+01, 9.912E-05, 1.460E+02, 1.866E+04
 1.470E+01, 9.893E-05, 1.348E+02, 1.870E+04
 1.472E+01, 9.880E-05, 1.400E+02, 1.873E+04
 1.474E+01, 9.889E-05, 1.371E+02, 1.876E+04
 1.476E+01, 9.909E-05, 1.392E+02, 1.879E+04
 1.478E+01, 9.880E-05, 1.361E+02, 1.882E+04
 1.480E+01, 9.894E-05, 1.347E+02, 1.885E+04
 1.482E+01, 9.894E-05, 1.149E+02, 1.888E+04
 1.484E+01, 9.886E-05, 1.228E+02, 1.891E+04
 1.486E+01, 9.866E-05, 1.208E+02, 1.894E+04
 1.488E+01, 9.897E-05, 1.143E+02, 1.898E+04
 1.490E+01, 9.893E-05, 1.223E+02, 1.900E+04
 1.492E+01, 9.889E-05, 1.152E+02, 1.903E+04
 1.494E+01, 9.909E-05, 1.415E+02, 1.907E+04
 1.496E+01, 9.898E-05, 1.233E+02, 1.910E+04
 1.498E+01, 9.925E-05, 1.223E+02, 1.913E+04
 1.500E+01, 9.900E-05, 1.164E+02, 1.916E+04
 1.502E+01, 9.903E-05, 1.082E+02, 1.919E+04
 1.504E+01, 9.890E-05, 1.056E+02, 1.921E+04
 1.506E+01, 9.915E-05, 1.106E+02, 1.924E+04
 1.508E+01, 9.881E-05, 1.249E+02, 1.928E+04
 1.510E+01, 9.884E-05, 1.159E+02, 1.931E+04
 1.512E+01, 9.868E-05, 1.222E+02, 1.935E+04
 1.514E+01, 9.897E-05, 1.166E+02, 1.938E+04
 1.516E+01, 9.901E-05, 1.373E+02, 1.941E+04
 1.518E+01, 9.892E-05, 1.225E+02, 1.944E+04
 1.520E+01, 9.878E-05, 1.241E+02, 1.948E+04
 1.522E+01, 9.881E-05, 1.297E+02, 1.951E+04
 1.524E+01, 9.886E-05, 1.287E+02, 1.954E+04
 1.526E+01, 9.896E-05, 1.438E+02, 1.957E+04
 1.528E+01, 9.903E-05, 1.341E+02, 1.960E+04
 1.530E+01, 9.918E-05, 1.469E+02, 1.963E+04
 1.532E+01, 9.899E-05, 1.255E+02, 1.966E+04
 1.534E+01, 9.867E-05, 1.313E+02, 1.969E+04
 1.536E+01, 9.908E-05, 1.269E+02, 1.972E+04
 1.538E+01, 9.881E-05, 1.208E+02, 1.975E+04
 1.540E+01, 9.907E-05, 1.233E+02, 1.978E+04
 1.542E+01, 9.893E-05, 1.179E+02, 1.981E+04
 1.544E+01, 9.901E-05, 1.113E+02, 1.984E+04
 1.546E+01, 9.894E-05, 1.157E+02, 1.987E+04
 1.548E+01, 9.900E-05, 1.237E+02, 1.990E+04
 1.550E+01, 9.867E-05, 1.238E+02, 1.993E+04
 1.552E+01, 9.886E-05, 1.205E+02, 1.996E+04
 1.554E+01, 9.910E-05, 1.153E+02, 2.000E+04
 1.556E+01, 9.904E-05, 1.331E+02, 2.003E+04
 1.558E+01, 9.893E-05, 1.346E+02, 2.006E+04
 1.560E+01, 9.895E-05, 1.324E+02, 2.009E+04
 1.562E+01, 9.887E-05, 1.318E+02, 2.013E+04
 1.564E+01, 9.894E-05, 1.234E+02, 2.016E+04
 1.566E+01, 9.873E-05, 1.213E+02, 2.019E+04
 1.568E+01, 9.905E-05, 1.228E+02, 2.022E+04
 1.570E+01, 9.870E-05, 1.237E+02, 2.025E+04
 1.572E+01, 9.907E-05, 1.295E+02, 2.029E+04
 1.574E+01, 9.886E-05, 1.176E+02, 2.032E+04
 1.576E+01, 9.885E-05, 1.166E+02, 2.035E+04
 1.578E+01, 9.895E-05, 1.338E+02, 2.039E+04
 1.580E+01, 9.906E-05, 1.232E+02, 2.042E+04
 1.582E+01, 9.859E-05, 1.117E+02, 2.045E+04
 1.584E+01, 9.893E-05, 1.226E+02, 2.048E+04
 1.586E+01, 9.887E-05, 1.339E+02, 2.051E+04
 1.588E+01, 9.883E-05, 1.286E+02, 2.054E+04
 1.590E+01, 9.906E-05, 1.317E+02, 2.057E+04
 1.592E+01, 9.914E-05, 1.320E+02, 2.060E+04
 1.594E+01, 9.899E-05, 1.174E+02, 2.063E+04
 1.596E+01, 9.879E-05, 1.087E+02, 2.066E+04
 1.598E+01, 9.887E-05, 1.110E+02, 2.069E+04
 1.600E+01, 9.894E-05, 1.193E+02, 2.073E+04
 1.602E+01, 9.925E-05, 1.134E+02, 2.075E+04
 1.604E+01, 9.928E-05, 1.269E+02, 2.079E+04
 1.606E+01, 9.905E-05, 1.325E+02, 2.082E+04
 1.608E+01, 9.903E-05, 1.203E+02, 2.085E+04
 1.610E+01, 9.886E-05, 1.168E+02, 2.089E+04
 1.612E+01, 9.868E-05, 1.105E+02, 2.092E+04
 1.614E+01, 9.884E-05, 1.240E+02, 2.094E+04
 1.616E+01, 9.885E-05, 1.207E+02, 2.097E+04
 1.618E+01, 9.890E-05, 1.216E+02, 2.100E+04
 1.620E+01, 9.896E-05, 1.084E+02, 2.103E+04
 1.622E+01, 9.891E-05, 1.231E+02, 2.106E+04
 1.624E+01, 9.910E-05, 1.226E+02, 2.110E+04
 1.626E+01, 9.885E-05, 1.220E+02, 2.113E+04
 1.628E+01, 9.885E-05, 1.194E+02, 2.116E+04
 1.630E+01, 9.890E-05, 1.158E+02, 2.119E+04
 1.632E+01, 9.903E-05, 1.264E+02, 2.122E+04
 1.634E+01, 9.900E-05, 1.447E+02, 2.125E+04
 1.636E+01, 9.907E-05, 1.288E+02, 2.129E+04
 1.638E+01, 9.914E-05, 1.293E+02, 2.132E+04
 1.640E+01, 9.886E-05, 1.252E+02, 2.136E+04
 1.642E+01, 9.880E-05, 1.324E+02, 2.139E+04
 1.644E+01, 9.878E-05, 1.230E+02, 2.142E+04
 1.646E+01, 9.870E-05, 1.281E+02, 2.145E+04
 1.648E+01, 9.925E-05, 1.291E+02, 2.148E+04
 1.650E+01, 9.873E-05, 1.103E+02, 2.151E+04
 1.652E+01, 9.890E-05, 1.314E+02, 2.154E+04
 1.654E+01, 9.921E-05, 1.233E+02, 2.157E+04
 1.656E+01, 9.898E-05, 1.056E+02, 2.160E+04
 1.658E+01, 9.905E-05, 1.231E+02, 2.162E+04
 1.660E+01, 9.905E-05, 1.168E+02, 2.165E+04
 1.662E+01, 9.929E-05, 1.230E+02, 2.167E+04
 1.664E+01, 9.915E-05, 1.173E+02, 2.170E+04
 1.666E+01, 9.907E-05, 1.094E+02, 2.172E+04
 1.668E+01, 9.920E-05, 1.142E+02, 2.175E+04
 1.670E+01, 9.888E-05, 1.222E+02, 2.178E+04
 1.672E+01, 9.837E-05, 1.114E+02, 2.180E+04
 1.674E+01, 9.956E-05, 1.195E+02, 2.183E+04
 1.676E+01, 9.891E-05, 1.254E+02, 2.185E+04
 1.678E+01, 9.901E-05, 1.367E+02, 2.188E+04
 1.680E+01, 9.916E-05, 1.263E+02, 2.190E+04
 1.682E+01, 9.902E-05, 1.285E+02, 2.193E+04
 1.684E+01, 9.899E-05, 1.269E+02, 2.196E+04
 1.686E+01, 9.896E-05, 1.293E+02, 2.199E+04
 1.688E+01, 9.908E-05, 1.468E+02, 2.203E+04
 1.690E+01, 9.917E-05, 1.323E+02, 2.206E+04
 1.692E+01, 9.908E-05, 1.336E+02, 2.209E+04
 1.694E+01, 9.907E-05, 1.373E+02, 2.212E+04
 1.696E+01, 9.907E-05, 1.275E+02, 2.215E+04
 1.698E+01, 9.901E-05, 1.616E+02, 2.219E+04
 1.700E+01, 9.915E-05, 1.337E+02, 2.223E+04
 1.702E+01, 9.880E-05, 1.295E+02, 2.226E+04
 1.704E+01, 9.903E-05, 1.261E+02, 2.229E+04
 1.706E+01, 9.887E-05, 1.334E+02, 2.232E+04
 1.708E+01, 9.906E-05, 1.412E+02, 2.236E+04
 1.710E+01, 9.912E-05, 1.434E+02, 2.239E+04
 1.712E+01, 9.931E-05, 1.311E+02, 2.242E+04
 1.714E+01, 9.879E-05, 1.241E+02, 2.245E+04
 1.716E+01, 9.883E-05, 1.207E+02, 2.248E+04
 1.718E+01, 9.899E-05, 1.178E+02, 2.251E+04
 1.720E+01, 9.873E-05, 1.207E+02, 2.254E+04
 1.722E+01, 9.902E-05, 1.236E+02, 2.257E+04
 1.724E+01, 9.908E-05, 1.162E+02, 2.260E+04
 1.726E+01, 9.892E-05, 1.106E+02, 2.263E+04
 1.728E+01, 9.888E-05, 1.055E+02, 2.266E+04
 1.730E+01, 9.886E-05, 1.101E+02, 2.269E+04
 1.732E+01, 9.918E-05, 1.294E+02, 2.273E+04
 1.734E+01, 9.910E-05, 1.200E+02, 2.276E+04
