s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","scarc-iter","scarc-res","scarc-rate"
 3.3672299E-001, 5.1785083E-002, 8.4241134E-006, 3.5000000E+000, 5.0570370E+002, 4.3000000E+001, 6.6584492E-009, 5.8034440E-001
 3.3864233E-001, 5.1720180E-002, 9.0172207E-006, 3.5000000E+000, 5.1010990E+002, 4.3000000E+001, 5.8959012E-009, 5.7740311E-001
 3.4056167E-001, 5.1655017E-002, 9.1985210E-006, 3.0000000E+000, 5.1386392E+002, 4.3000000E+001, 6.8640860E-009, 5.7841246E-001
 3.4248100E-001, 5.1589598E-002, 8.4700008E-006, 3.5000000E+000, 5.1781008E+002, 4.2500000E+001, 7.2683606E-009, 5.7696001E-001
 3.4440034E-001, 5.1523924E-002, 9.0659393E-006, 3.5000000E+000, 5.2201647E+002, 4.3000000E+001, 6.7879286E-009, 5.7913336E-001
 3.4631968E-001, 5.1457996E-002, 9.2477528E-006, 3.0000000E+000, 5.2614566E+002, 4.3000000E+001, 6.0678412E-009, 5.7666589E-001
 3.4823901E-001, 5.1391817E-002, 8.5152406E-006, 3.5000000E+000, 5.3044567E+002, 4.3000000E+001, 5.4998944E-009, 5.7748262E-001
 3.5015835E-001, 5.1325387E-002, 9.1141643E-006, 3.5000000E+000, 5.3484640E+002, 4.3000000E+001, 7.8392194E-009, 5.8155705E-001
 3.5207769E-001, 5.1258708E-002, 9.2966815E-006, 3.0000000E+000, 5.3923858E+002, 4.3000000E+001, 5.1151486E-009, 5.7450742E-001
 3.5495669E-001, 5.1175000E-002, 8.3128829E-006, 3.6666667E+000, 5.4493642E+002, 4.3000000E+001, 6.8171480E-009, 5.8098333E-001
 3.5687603E-001, 5.1090934E-002, 8.5138474E-006, 3.5000000E+000, 5.5032687E+002, 4.2000000E+001, 8.5452113E-009, 5.7607503E-001
 3.5879537E-001, 5.1023398E-002, 8.4330768E-006, 3.5000000E+000, 5.5480087E+002, 4.2500000E+001, 7.6887674E-009, 5.7822140E-001
 3.6071470E-001, 5.0955621E-002, 8.4499630E-006, 3.5000000E+000, 5.5885015E+002, 4.3000000E+001, 6.1570065E-009, 5.7899225E-001
 3.6263404E-001, 5.0887604E-002, 8.4669578E-006, 3.5000000E+000, 5.6301760E+002, 4.3000000E+001, 6.9870832E-009, 5.8080374E-001
 3.6455338E-001, 5.0819348E-002, 9.2410332E-006, 3.0000000E+000, 5.6705828E+002, 4.3000000E+001, 7.9270583E-009, 5.8060823E-001
 3.6647271E-001, 5.0750857E-002, 8.8018722E-006, 3.5000000E+000, 5.7192938E+002, 4.2500000E+001, 6.8937800E-009, 5.7589154E-001
 3.6829606E-001, 5.0687936E-002, 7.8125178E-006, 3.5263230E+000, 5.7661116E+002, 4.3000000E+001, 5.3242713E-009, 5.7746112E-001
 3.7002341E-001, 5.0628721E-002, 8.5481419E-006, 3.0000000E+000, 5.8093679E+002, 4.3000000E+001, 6.6375557E-009, 5.7713082E-001
 3.7261444E-001, 5.0550917E-002, 8.4828693E-006, 3.0000000E+000, 5.8609236E+002, 4.3000000E+001, 4.3767161E-009, 5.7262173E-001
 3.7434179E-001, 5.0472840E-002, 8.6127649E-006, 3.0000000E+000, 5.9101275E+002, 4.3500000E+001, 4.4200571E-009, 5.7573349E-001
 3.7606915E-001, 5.0410164E-002, 8.6322149E-006, 3.0000000E+000, 5.9482574E+002, 4.3500000E+001, 5.3391044E-009, 5.7717852E-001
 3.7866018E-001, 5.0331550E-002, 8.6458783E-006, 3.0000000E+000, 6.0017445E+002, 4.3000000E+001, 4.7763197E-009, 5.7333152E-001
 3.8038753E-001, 5.0252671E-002, 8.6650150E-006, 3.0000000E+000, 6.0502355E+002, 4.3000000E+001, 6.8932382E-009, 5.7712622E-001
 3.8211488E-001, 5.0189357E-002, 8.6792966E-006, 3.0000000E+000, 6.0866708E+002, 4.3000000E+001, 4.4686877E-009, 5.7240049E-001
 3.8470591E-001, 5.0109954E-002, 8.6974771E-006, 3.0000000E+000, 6.1389091E+002, 4.3000000E+001, 4.6725431E-009, 5.7310647E-001
 3.8643327E-001, 5.0030291E-002, 8.7158700E-006, 3.0000000E+000, 6.1868225E+002, 4.3000000E+001, 5.1849051E-009, 5.7450300E-001
 3.8816062E-001, 4.9966354E-002, 8.7307022E-006, 3.0000000E+000, 6.2260043E+002, 4.3000000E+001, 7.0689745E-009, 5.7797647E-001
 3.9075165E-001, 4.9886179E-002, 8.7494048E-006, 3.0000000E+000, 6.2737107E+002, 4.3333333E+001, 4.6105536E-009, 5.7488663E-001
 3.9247900E-001, 4.9805750E-002, 8.7682627E-006, 3.0000000E+000, 6.3246725E+002, 4.3000000E+001, 5.5681264E-009, 5.7485236E-001
 3.9420636E-001, 4.9741207E-002, 8.7834721E-006, 3.0000000E+000, 6.3619229E+002, 4.3000000E+001, 6.2377135E-009, 5.7661467E-001
 3.9679738E-001, 4.9660278E-002, 8.8026375E-006, 3.0000000E+000, 6.4085083E+002, 4.3000000E+001, 4.8509620E-009, 5.7343725E-001
 3.9852474E-001, 4.9579102E-002, 8.8219560E-006, 3.0000000E+000, 6.4573971E+002, 4.3000000E+001, 4.7023679E-009, 5.7290272E-001
 4.0025209E-001, 4.9513966E-002, 8.8375324E-006, 3.0000000E+000, 6.5007336E+002, 4.3000000E+001, 4.7713906E-009, 5.7277635E-001
 4.0284312E-001, 4.9432303E-002, 8.8571525E-006, 3.0000000E+000, 6.5494045E+002, 4.3000000E+001, 4.9623853E-009, 5.7340624E-001
 4.0457047E-001, 4.9350399E-002, 8.8769193E-006, 3.0000000E+000, 6.5993023E+002, 4.3000000E+001, 5.4779316E-009, 5.7448519E-001
 4.0629783E-001, 4.9284685E-002, 8.8928473E-006, 3.0000000E+000, 6.6379830E+002, 4.3000000E+001, 3.9516301E-009, 5.7056633E-001
 4.0802518E-001, 4.9218809E-002, 8.9088708E-006, 3.0000000E+000, 6.6752648E+002, 4.3000000E+001, 5.8590195E-009, 5.7568249E-001
 4.1061621E-001, 4.9136229E-002, 8.9290345E-006, 3.0000000E+000, 6.7266654E+002, 4.3000000E+001, 6.2023782E-009, 5.7654316E-001
 4.1234356E-001, 4.9053416E-002, 8.9493269E-006, 3.0000000E+000, 6.7778811E+002, 4.3000000E+001, 5.8573317E-009, 5.7573960E-001
 4.1407092E-001, 4.8986981E-002, 8.9656584E-006, 3.0000000E+000, 6.8178915E+002, 4.3500000E+001, 4.4558233E-009, 5.7542744E-001
 4.1666195E-001, 4.8903709E-002, 8.9861869E-006, 3.0000000E+000, 6.8633742E+002, 4.3000000E+001, 4.7010467E-009, 5.7254109E-001
 4.1838930E-001, 4.8820211E-002, 9.0068219E-006, 3.0000000E+000, 6.9137988E+002, 4.3000000E+001, 5.2189491E-009, 5.7409424E-001
 4.2011665E-001, 4.8753233E-002, 9.0234094E-006, 3.0000000E+000, 6.9501489E+002, 4.3000000E+001, 5.3175031E-009, 5.7419262E-001
 4.2262032E-001, 4.8673634E-002, 8.6286270E-006, 3.0000000E+000, 7.0007094E+002, 4.3000000E+001, 5.4562843E-009, 5.7482329E-001
 4.2417296E-001, 4.8600486E-002, 7.5884038E-006, 3.0000000E+000, 7.0500744E+002, 4.3000000E+001, 4.7232041E-009, 5.7371805E-001
 4.2650193E-001, 4.8524659E-002, 7.4818842E-006, 3.0000000E+000, 7.0934867E+002, 4.3000000E+001, 5.5046025E-009, 5.7577905E-001
 4.2805457E-001, 4.8448658E-002, 7.3509472E-006, 3.0000000E+000, 7.1409008E+002, 4.3000000E+001, 4.8065269E-009, 5.7399567E-001
 4.3038353E-001, 4.8372458E-002, 7.3734133E-006, 3.0000000E+000, 7.1877846E+002, 4.3000000E+001, 5.4658298E-009, 5.7585039E-001
 4.3271249E-001, 4.8280784E-002, 7.3883915E-006, 3.0000000E+000, 7.2436348E+002, 4.3000000E+001, 4.9052265E-009, 5.7420874E-001
 4.3426513E-001, 4.8204194E-002, 7.4037107E-006, 3.0000000E+000, 7.2909845E+002, 4.3000000E+001, 4.6795180E-009, 5.7380553E-001
 4.3659409E-001, 4.8127413E-002, 7.4192491E-006, 3.0000000E+000, 7.3386582E+002, 4.3000000E+001, 5.8228202E-009, 5.7643607E-001
 4.3814673E-001, 4.8050465E-002, 7.4347158E-006, 3.0000000E+000, 7.3903869E+002, 4.3000000E+001, 4.7374549E-009, 5.7383802E-001
 4.4047569E-001, 4.7973328E-002, 7.4502495E-006, 3.0000000E+000, 7.4388220E+002, 4.3000000E+001, 5.3011597E-009, 5.7535179E-001
 4.4202833E-001, 4.7896029E-002, 7.4657777E-006, 3.0000000E+000, 7.4778283E+002, 4.3000000E+001, 5.4519522E-009, 5.7504227E-001
 4.4435729E-001, 4.7818545E-002, 7.4813187E-006, 3.0000000E+000, 7.5223834E+002, 4.3000000E+001, 5.4406290E-009, 5.7558548E-001
 4.4668625E-001, 4.7725345E-002, 7.4999845E-006, 3.0000000E+000, 7.5775581E+002, 4.3000000E+001, 5.9155219E-009, 5.7677047E-001
 4.4823889E-001, 4.7647497E-002, 7.5155516E-006, 3.0000000E+000, 7.6257757E+002, 4.3000000E+001, 7.1974526E-009, 5.7925517E-001
 4.5056785E-001, 4.7569471E-002, 7.5311244E-006, 3.0000000E+000, 7.6729711E+002, 4.3000000E+001, 6.2463860E-009, 5.7744699E-001
 4.5212049E-001, 4.7491289E-002, 7.2460769E-006, 3.0000000E+000, 7.7208087E+002, 4.3000000E+001, 4.2068123E-009, 5.7254516E-001
 4.5444945E-001, 4.7412933E-002, 7.5687328E-006, 3.0000000E+000, 7.7668526E+002, 4.3000000E+001, 5.6650896E-009, 5.7583876E-001
 4.5600209E-001, 4.7334425E-002, 7.5617577E-006, 3.0000000E+000, 7.8131802E+002, 4.3000000E+001, 5.3477952E-009, 5.7511666E-001
 4.5833105E-001, 4.7255746E-002, 7.5918944E-006, 3.0000000E+000, 7.8654231E+002, 4.3000000E+001, 4.6710166E-009, 5.7305263E-001
 4.6066001E-001, 4.7161128E-002, 7.6113801E-006, 3.0000000E+000, 7.9227657E+002, 4.3000000E+001, 5.7211198E-009, 5.7610107E-001
 4.6221265E-001, 4.7082111E-002, 7.7758198E-006, 3.0000000E+000, 7.9697155E+002, 4.3000000E+001, 4.9071540E-009, 5.7343821E-001
 4.6454161E-001, 4.7002930E-002, 7.6423264E-006, 3.0000000E+000, 8.0171136E+002, 4.3000000E+001, 5.3388862E-009, 5.7506335E-001
 4.6609425E-001, 4.6923605E-002, 7.5204049E-006, 3.0000000E+000, 8.0651647E+002, 4.3000000E+001, 4.8643151E-009, 5.7386185E-001
 4.6842321E-001, 4.6844118E-002, 7.6727221E-006, 3.0000000E+000, 8.1161344E+002, 4.3000000E+001, 4.4982578E-009, 5.7279123E-001
 4.7075217E-001, 4.6748542E-002, 7.6909208E-006, 3.0000000E+000, 8.1780759E+002, 4.3000000E+001, 6.0200007E-009, 5.7597062E-001
 4.7230481E-001, 4.6668737E-002, 7.6933878E-006, 3.0000000E+000, 8.2300881E+002, 4.3000000E+001, 5.8378517E-009, 5.7557983E-001
 4.7463377E-001, 4.6588776E-002, 7.7208838E-006, 3.0000000E+000, 8.2788521E+002, 4.3333333E+001, 3.7056219E-009, 5.7255911E-001
 4.7618641E-001, 4.6508681E-002, 7.6222741E-006, 3.0000000E+000, 8.3271252E+002, 4.3500000E+001, 3.8747886E-009, 5.7449158E-001
 4.7851537E-001, 4.6428433E-002, 7.8127144E-006, 3.0000000E+000, 8.3751570E+002, 4.3000000E+001, 4.2730676E-009, 5.7160830E-001
 4.8006801E-001, 4.6348053E-002, 7.7635796E-006, 3.0000000E+000, 8.4250558E+002, 4.2500000E+001, 6.9109941E-009, 5.7406668E-001
 4.8239698E-001, 4.6267525E-002, 7.7191864E-006, 3.0000000E+000, 8.4738501E+002, 4.3000000E+001, 6.4949879E-009, 5.7693115E-001
 4.8456975E-001, 4.6179204E-002, 8.6581975E-006, 2.6786472E+000, 8.5301209E+002, 4.2678647E+001, 6.8530315E-009, 5.7338046E-001
 4.8666443E-001, 4.6093270E-002, 9.1372717E-006, 2.3333333E+000, 8.5835998E+002, 4.2333333E+001, 6.0837569E-009, 5.6753548E-001
 4.8806088E-001, 4.6020470E-002, 8.7159801E-006, 2.5000000E+000, 8.6261883E+002, 4.2500000E+001, 7.5267085E-009, 5.7234612E-001
 4.9015557E-001, 4.5947556E-002, 8.4623423E-006, 2.6666667E+000, 8.6719928E+002, 4.2666667E+001, 7.6470360E-009, 5.7473078E-001
 4.9225025E-001, 4.5859923E-002, 9.1853773E-006, 2.3333333E+000, 8.7267773E+002, 4.2333333E+001, 8.6220791E-009, 5.7250349E-001
 4.9434493E-001, 4.5772140E-002, 8.4818804E-006, 2.6666667E+000, 8.7814497E+002, 4.2666667E+001, 8.1640311E-009, 5.7560959E-001
 4.9643961E-001, 4.5684209E-002, 9.2192375E-006, 2.3333333E+000, 8.8364402E+002, 4.3000000E+001, 3.3352089E-009, 5.6489461E-001
 4.9853429E-001, 4.5596132E-002, 8.5103248E-006, 2.6666667E+000, 8.8918410E+002, 4.3000000E+001, 4.4443797E-009, 5.6981034E-001
 5.0062897E-001, 4.5507910E-002, 9.2490475E-006, 2.3333333E+000, 8.9429244E+002, 4.3000000E+001, 3.8391637E-009, 5.6664074E-001
 5.0202543E-001, 4.5434287E-002, 8.8983614E-006, 2.5000000E+000, 8.9898672E+002, 4.3000000E+001, 4.5320700E-009, 5.6938122E-001
 5.0412011E-001, 4.5360560E-002, 8.5460346E-006, 2.6666667E+000, 9.0339369E+002, 4.3000000E+001, 4.6538820E-009, 5.7024349E-001
 5.0621479E-001, 4.5271964E-002, 8.0921563E-006, 2.6666667E+000, 9.0871897E+002, 4.3000000E+001, 4.6854348E-009, 5.7136607E-001
 5.0830947E-001, 4.5183233E-002, 8.1642269E-006, 2.6666667E+000, 9.1387717E+002, 4.3000000E+001, 4.5201883E-009, 5.7061934E-001
 5.1040415E-001, 4.5094367E-002, 8.1587536E-006, 2.6666667E+000, 9.1893796E+002, 4.3000000E+001, 4.2016034E-009, 5.6966961E-001
 5.1249883E-001, 4.5005369E-002, 8.1708889E-006, 2.6666667E+000, 9.2430188E+002, 4.3000000E+001, 5.5090386E-009, 5.7188407E-001
 5.1459351E-001, 4.4916241E-002, 8.1801696E-006, 2.6666667E+000, 9.2981785E+002, 4.2666667E+001, 6.0314971E-009, 5.7143290E-001
 5.1668819E-001, 4.4826985E-002, 8.1893255E-006, 2.6666667E+000, 9.3491607E+002, 4.3000000E+001, 5.2897930E-009, 5.7274815E-001
 5.1808465E-001, 4.4752512E-002, 8.4003393E-006, 2.5000000E+000, 9.3939962E+002, 4.3000000E+001, 4.5251194E-009, 5.7044701E-001
 5.2017933E-001, 4.4677948E-002, 8.2033685E-006, 2.6666667E+000, 9.4354109E+002, 4.3000000E+001, 5.3116456E-009, 5.7177389E-001
 5.2227401E-001, 4.4588361E-002, 8.2107418E-006, 2.6666667E+000, 9.4894919E+002, 4.2666667E+001, 8.7544515E-009, 5.7702980E-001
 5.2436869E-001, 4.4498655E-002, 8.2173924E-006, 2.6666667E+000, 9.5453275E+002, 4.3000000E+001, 6.0905319E-009, 5.7390967E-001
 5.2646337E-001, 4.4408830E-002, 8.2233377E-006, 2.6666667E+000, 9.5978521E+002, 4.3000000E+001, 7.3989479E-009, 5.7611773E-001
 5.2855805E-001, 4.4318890E-002, 8.2285991E-006, 2.6666667E+000, 9.6514923E+002, 4.2666667E+001, 7.8806268E-009, 5.7541303E-001
 5.3065273E-001, 4.4228836E-002, 8.2331976E-006, 2.6666667E+000, 9.7048370E+002, 4.3000000E+001, 6.0804343E-009, 5.7347036E-001
 5.3204919E-001, 4.4153708E-002, 7.3785324E-006, 3.0000000E+000, 9.7458371E+002, 4.3000000E+001, 6.6915493E-009, 5.7734245E-001
 5.3414387E-001, 4.4078498E-002, 8.2385725E-006, 2.6666667E+000, 9.7918544E+002, 4.3333333E+001, 4.5399506E-009, 5.7278380E-001
 5.3623855E-001, 4.3988151E-002, 8.2414813E-006, 2.6666667E+000, 9.8376424E+002, 4.2666667E+001, 8.4438490E-009, 5.7632844E-001
 5.3833323E-001, 4.3897697E-002, 8.2438376E-006, 2.6666667E+000, 9.8940822E+002, 4.3333333E+001, 4.2543655E-009, 5.7194606E-001
 5.4042791E-001, 4.3807139E-002, 8.2457073E-006, 2.6666667E+000, 9.9502785E+002, 4.3333333E+001, 5.9412157E-009, 5.7540125E-001
 5.4252259E-001, 4.3716480E-002, 8.2471768E-006, 2.6666667E+000, 1.0006703E+003, 4.3000000E+001, 5.3280586E-009, 5.7178882E-001
 5.4461728E-001, 4.3625721E-002, 8.2483513E-006, 2.6666667E+000, 1.0060896E+003, 4.3000000E+001, 4.9952109E-009, 5.7119462E-001
 5.4601373E-001, 4.3550015E-002, 8.9053929E-006, 2.5000000E+000, 1.0107431E+003, 4.3000000E+001, 4.4633570E-009, 5.6826421E-001
 5.4810841E-001, 4.3474239E-002, 8.2504920E-006, 2.6666667E+000, 1.0153789E+003, 4.3333333E+001, 5.2968568E-009, 5.7401551E-001
 5.5020309E-001, 4.3383224E-002, 8.2515310E-006, 2.6666667E+000, 1.0210170E+003, 4.3000000E+001, 5.6483185E-009, 5.7330046E-001
 5.5229777E-001, 4.3292117E-002, 8.2528146E-006, 2.6666667E+000, 1.0265572E+003, 4.3000000E+001, 4.7145247E-009, 5.7114013E-001
 5.5439245E-001, 4.3200920E-002, 8.2545341E-006, 2.6666667E+000, 1.0326400E+003, 4.3000000E+001, 5.0387276E-009, 5.7207666E-001
 5.5634646E-001, 4.3117644E-002, 8.3078631E-006, 2.3573303E+000, 1.0383311E+003, 4.3000000E+001, 5.5244374E-009, 5.7161877E-001
 5.5823014E-001, 4.3036701E-002, 8.6743207E-006, 2.3333333E+000, 1.0434525E+003, 4.3333333E+001, 4.1022419E-009, 5.6968393E-001
 5.6011381E-001, 4.2954478E-002, 8.7536948E-006, 2.3333333E+000, 1.0481752E+003, 4.3000000E+001, 5.0502317E-009, 5.6950042E-001
 5.6262538E-001, 4.2858465E-002, 8.2184784E-006, 2.2500000E+000, 1.0539531E+003, 4.3000000E+001, 4.6545961E-009, 5.6871877E-001
 5.6450905E-001, 4.2762369E-002, 8.2188732E-006, 2.3333333E+000, 1.0593919E+003, 4.3333333E+001, 4.3673262E-009, 5.7083934E-001
 5.6639273E-001, 4.2679932E-002, 8.2081833E-006, 2.3333333E+000, 1.0645330E+003, 4.3333333E+001, 4.9884437E-009, 5.7272737E-001
 5.6827640E-001, 4.2597434E-002, 8.2211822E-006, 2.3333333E+000, 1.0690319E+003, 4.3333333E+001, 5.0485635E-009, 5.7280319E-001
 5.7016008E-001, 4.2514876E-002, 8.2304874E-006, 2.3333333E+000, 1.0737283E+003, 4.3333333E+001, 4.8927301E-009, 5.7229480E-001
 5.7204375E-001, 4.2432262E-002, 8.2428323E-006, 2.3333333E+000, 1.0783887E+003, 4.3333333E+001, 6.0613156E-009, 5.7513101E-001
 5.7455532E-001, 4.2335806E-002, 8.5123418E-006, 2.2500000E+000, 1.0840507E+003, 4.3250000E+001, 5.8012147E-009, 5.7364987E-001
 5.7643899E-001, 4.2239282E-002, 8.2790540E-006, 2.3333333E+000, 1.0898661E+003, 4.3333333E+001, 5.6520795E-009, 5.7438112E-001
 5.7832267E-001, 4.2156489E-002, 8.2978519E-006, 2.3333333E+000, 1.0946907E+003, 4.3333333E+001, 5.8558239E-009, 5.7430412E-001
 5.8020634E-001, 4.2073647E-002, 8.3186743E-006, 2.3333333E+000, 1.0992448E+003, 4.3333333E+001, 6.8867498E-009, 5.7662947E-001
 5.8209002E-001, 4.1990758E-002, 8.3415598E-006, 2.3333333E+000, 1.1040267E+003, 4.3333333E+001, 6.9768658E-009, 5.7702683E-001
 5.8460158E-001, 4.1893996E-002, 8.0561282E-006, 2.5000000E+000, 1.1095707E+003, 4.3250000E+001, 6.2493232E-009, 5.7524201E-001
 5.8648526E-001, 4.1797178E-002, 8.4030264E-006, 2.3333333E+000, 1.1153453E+003, 4.3000000E+001, 7.5289747E-009, 5.7558088E-001
 5.8836893E-001, 4.1714146E-002, 8.4325366E-006, 2.3333333E+000, 1.1206783E+003, 4.3666667E+001, 5.1037527E-009, 5.7368179E-001
 5.9025261E-001, 4.1631077E-002, 8.4638122E-006, 2.3333333E+000, 1.1253682E+003, 4.3333333E+001, 6.4207125E-009, 5.7535432E-001
 5.9213628E-001, 4.1547972E-002, 8.4966689E-006, 2.3333333E+000, 1.1303854E+003, 4.3666667E+001, 4.6569199E-009, 5.7309209E-001
 5.9401995E-001, 4.1464834E-002, 7.7327315E-006, 2.3333333E+000, 1.1349841E+003, 4.3333333E+001, 7.1586838E-009, 5.7801499E-001
 5.9653152E-001, 4.1367801E-002, 7.6378285E-006, 2.5000000E+000, 1.1407305E+003, 4.3500000E+001, 6.3955790E-009, 5.7804324E-001
 5.9841520E-001, 4.1270733E-002, 7.4155227E-006, 2.6666667E+000, 1.1461539E+003, 4.3333333E+001, 5.9857696E-009, 5.7558152E-001
 6.0029887E-001, 4.1187505E-002, 7.9377159E-006, 2.3333333E+000, 1.1510276E+003, 4.3666667E+001, 5.2811754E-009, 5.7423249E-001
 6.0218254E-001, 4.1104257E-002, 7.4853352E-006, 2.6666667E+000, 1.1559430E+003, 4.3333333E+001, 3.8588166E-009, 5.6985583E-001
 6.0406622E-001, 4.1020991E-002, 8.0052287E-006, 2.3333333E+000, 1.1608879E+003, 4.3000000E+001, 6.0594033E-009, 5.7112038E-001
 6.0657778E-001, 4.0923829E-002, 7.8004736E-006, 2.5000000E+000, 1.1669770E+003, 4.3000000E+001, 6.1120049E-009, 5.7167756E-001
 6.0846146E-001, 4.0826652E-002, 8.8227018E-006, 2.3333333E+000, 1.1727396E+003, 4.3333333E+001, 5.0452939E-009, 5.6967536E-001
 6.1034513E-001, 4.0743350E-002, 7.6935330E-006, 2.6666667E+000, 1.1781038E+003, 4.3000000E+001, 9.2017064E-009, 5.7980725E-001
 6.1222881E-001, 4.0660043E-002, 8.4100615E-006, 2.3333333E+000, 1.1836403E+003, 4.3000000E+001, 7.5990758E-009, 5.7492068E-001
 6.1411248E-001, 4.0576735E-002, 7.6714034E-006, 2.6666667E+000, 1.1885907E+003, 4.3000000E+001, 8.1026543E-009, 5.7809889E-001
 6.1662405E-001, 4.0479545E-002, 8.0797574E-006, 2.5000000E+000, 1.1942025E+003, 4.2750000E+001, 6.5811718E-009, 5.7086665E-001
 6.1850772E-001, 4.0382360E-002, 8.4943231E-006, 2.3333333E+000, 1.1999980E+003, 4.3000000E+001, 8.3669783E-009, 5.7664780E-001
 6.2039140E-001, 4.0299066E-002, 7.7397092E-006, 2.6666667E+000, 1.2053166E+003, 4.3000000E+001, 5.7403270E-009, 5.7229176E-001
 6.2227507E-001, 4.0215781E-002, 8.5365313E-006, 2.3333333E+000, 1.2105441E+003, 4.3333333E+001, 4.2760008E-009, 5.6911960E-001
 6.2415875E-001, 4.0132504E-002, 7.7715902E-006, 2.6666667E+000, 1.2158244E+003, 4.3333333E+001, 6.4278225E-009, 5.7640370E-001
 6.2604242E-001, 4.0049237E-002, 8.5698714E-006, 2.3333333E+000, 1.2207335E+003, 4.3000000E+001, 7.8886850E-009, 5.7528429E-001
 6.2855399E-001, 3.9952103E-002, 8.1919580E-006, 2.5000000E+000, 1.2266321E+003, 4.3500000E+001, 7.4301187E-009, 5.7916404E-001
 6.3043766E-001, 3.9854978E-002, 7.8083182E-006, 2.6666667E+000, 1.2329565E+003, 4.3666667E+001, 6.0169584E-009, 5.7817097E-001
 6.3232134E-001, 3.9771734E-002, 8.6076980E-006, 2.3333333E+000, 1.2382041E+003, 4.3333333E+001, 7.9131430E-009, 5.7786244E-001
 6.3420501E-001, 3.9688490E-002, 7.8226844E-006, 2.6666667E+000, 1.2436498E+003, 4.3333333E+001, 5.8533851E-009, 5.7530349E-001
 6.3608869E-001, 3.9605242E-002, 8.6216902E-006, 2.3333333E+000, 1.2483724E+003, 4.3000000E+001, 7.5410100E-009, 5.7468886E-001
 6.3860025E-001, 3.9508106E-002, 8.2307363E-006, 2.5000000E+000, 1.2543261E+003, 4.3500000E+001, 7.1594035E-009, 5.7887821E-001
 6.4035831E-001, 3.9417625E-002, 7.8002502E-006, 2.3571510E+000, 1.2603504E+003, 4.3000000E+001, 7.0212163E-009, 5.7439405E-001
 6.4205355E-001, 3.9343389E-002, 9.2166015E-006, 2.0000000E+000, 1.2648131E+003, 4.3000000E+001, 8.4399934E-009, 5.7413016E-001
 6.4431388E-001, 3.9255831E-002, 8.9938640E-006, 2.0000000E+000, 1.2702789E+003, 4.3000000E+001, 8.4251651E-009, 5.7453469E-001
 6.4600913E-001, 3.9168231E-002, 9.0107494E-006, 2.0000000E+000, 1.2755886E+003, 4.3000000E+001, 9.2750771E-009, 5.7579695E-001
 6.4826946E-001, 3.9080578E-002, 9.0058243E-006, 2.0000000E+000, 1.2805071E+003, 4.3000000E+001, 9.6305827E-009, 5.7630148E-001
 6.5052979E-001, 3.8980333E-002, 9.0060154E-006, 2.0000000E+000, 1.2860951E+003, 4.3000000E+001, 9.2128499E-009, 5.7563606E-001
 6.5222504E-001, 3.8892548E-002, 9.0051244E-006, 2.0000000E+000, 1.2912380E+003, 4.3000000E+001, 8.9193343E-009, 5.7525038E-001
 6.5448537E-001, 3.8804687E-002, 9.0040977E-006, 2.0000000E+000, 1.2965587E+003, 4.3250000E+001, 6.9633657E-009, 5.7240779E-001
 6.5618062E-001, 3.8716754E-002, 9.0029552E-006, 2.0000000E+000, 1.3017224E+003, 4.3666667E+001, 4.7271867E-009, 5.6927047E-001
 6.5844095E-001, 3.8628739E-002, 9.0018849E-006, 2.0000000E+000, 1.3064507E+003, 4.3750000E+001, 4.3966960E-009, 5.6891982E-001
 6.6013619E-001, 3.8540652E-002, 9.0008467E-006, 2.0000000E+000, 1.3116258E+003, 4.3333333E+001, 7.0042610E-009, 5.7262523E-001
 6.6239652E-001, 3.8452488E-002, 8.9997373E-006, 2.0000000E+000, 1.3166273E+003, 4.3750000E+001, 4.2212134E-009, 5.6850157E-001
 6.6409177E-001, 3.8364262E-002, 8.9985058E-006, 2.0000000E+000, 1.3215109E+003, 4.3333333E+001, 7.4069587E-009, 5.7321105E-001
 6.6635210E-001, 3.8275977E-002, 8.9971617E-006, 2.0000000E+000, 1.3267733E+003, 4.3500000E+001, 5.5491929E-009, 5.7030776E-001
 6.6804735E-001, 3.8187651E-002, 8.9957852E-006, 2.0000000E+000, 1.3326090E+003, 4.3000000E+001, 7.3844428E-009, 5.7264934E-001
 6.7030768E-001, 3.8099297E-002, 8.9944554E-006, 2.0000000E+000, 1.3380956E+003, 4.3000000E+001, 6.9013941E-009, 5.7164590E-001
 6.7200292E-001, 3.8010933E-002, 8.9932209E-006, 2.0000000E+000, 1.3438140E+003, 4.3000000E+001, 7.5316647E-009, 5.7284703E-001
 6.7426325E-001, 3.7922579E-002, 8.9921268E-006, 2.0000000E+000, 1.3493129E+003, 4.3000000E+001, 6.9925624E-009, 5.7184087E-001
 6.7652358E-001, 3.7821639E-002, 8.9910742E-006, 2.0000000E+000, 1.3549734E+003, 4.3000000E+001, 7.3592909E-009, 5.7253706E-001
 6.7821883E-001, 3.7733369E-002, 8.9903611E-006, 2.0000000E+000, 1.3601953E+003, 4.3000000E+001, 6.8237072E-009, 5.7153226E-001
 6.8047916E-001, 3.7645173E-002, 8.9898926E-006, 2.0000000E+000, 1.3648928E+003, 4.3000000E+001, 6.8173781E-009, 5.7144380E-001
 6.8217441E-001, 3.7557062E-002, 8.9896664E-006, 2.0000000E+000, 1.3700799E+003, 4.3000000E+001, 7.4636039E-009, 5.7266313E-001
