s,Pa,m/s,,s
Time,"pres","error","iter","cpu"
 1.1122299E+000, 2.0750505E-002, 1.6653345E-017, 1.0000000E+000, 2.7132009E+003
 1.1142882E+000, 2.0635442E-002, 2.7755576E-017, 1.0000000E+000, 2.7214965E+003
 1.1163464E+000, 2.0505791E-002, 5.5511151E-017, 1.0000000E+000, 2.7303545E+003
 1.1184047E+000, 2.0360828E-002, 1.6653345E-017, 1.0000000E+000, 2.7393235E+003
 1.1200513E+000, 2.0217263E-002, 0.0000000E+000, 1.0000000E+000, 2.7489919E+003
 1.1221096E+000, 2.0060746E-002, 2.2204460E-017, 1.0000000E+000, 2.7563877E+003
 1.1241679E+000, 1.9873064E-002, 2.2204460E-017, 1.0000000E+000, 2.7611548E+003
 1.1262261E+000, 1.9671772E-002, 1.1449175E-017, 1.0000000E+000, 2.7647863E+003
 1.1282844E+000, 1.9458545E-002, 0.0000000E+000, 1.0000000E+000, 2.7747175E+003
 1.1303427E+000, 1.9235435E-002, 0.0000000E+000, 1.0000000E+000, 2.7841194E+003
 1.1324010E+000, 1.9004676E-002, 1.3877788E-018, 1.0000000E+000, 2.7915593E+003
 1.1340476E+000, 1.8792278E-002, 2.7755576E-017, 1.0000000E+000, 2.7994531E+003
 1.1361058E+000, 1.8576500E-002, 3.3306691E-017, 1.0000000E+000, 2.8070048E+003
 1.1381641E+000, 1.8333646E-002, 6.9388939E-018, 1.0000000E+000, 2.8167161E+003
 1.1402224E+000, 1.8086763E-002, 5.5511151E-018, 1.0000000E+000, 2.8255472E+003
 1.1422807E+000, 1.7833070E-002, 2.2551405E-017, 1.0000000E+000, 2.8353656E+003
 1.1443389E+000, 1.7567234E-002, 3.3306691E-017, 1.0000000E+000, 2.8448828E+003
 1.1463972E+000, 1.7281259E-002, 2.7755576E-017, 1.0000000E+000, 2.8538982E+003
 1.1480438E+000, 1.6998859E-002, 2.7755576E-017, 1.0000000E+000, 2.8621592E+003
 1.1501021E+000, 1.6682512E-002, 2.7755576E-017, 1.0000000E+000, 2.8699591E+003
 1.1521604E+000, 1.6284287E-002, 2.2204460E-017, 1.0000000E+000, 2.8789588E+003
 1.1542186E+000, 1.5829855E-002, 2.2204460E-017, 1.0000000E+000, 2.8898672E+003
 1.1562769E+000, 1.5318422E-002, 2.7755576E-018, 1.0000000E+000, 2.8988165E+003
 1.1583352E+000, 1.4754151E-002, 1.1102230E-017, 1.0000000E+000, 2.9074836E+003
 1.1603934E+000, 1.4140311E-002, 2.2204460E-017, 1.0000000E+000, 2.9155537E+003
 1.1620401E+000, 1.3540735E-002, 2.0816682E-017, 1.0000000E+000, 2.9240031E+003
 1.1640983E+000, 1.2873794E-002, 2.2204460E-017, 1.0000000E+000, 2.9334096E+003
 1.1661566E+000, 1.2019120E-002, 2.7755576E-017, 1.0000000E+000, 2.9416943E+003
 1.1682149E+000, 1.0994886E-002, 2.7755576E-017, 1.0000000E+000, 2.9440208E+003
 1.1702731E+000, 9.7599678E-003, 1.1102230E-017, 1.0000000E+000, 2.9501459E+003
 1.1723314E+000, 8.2912109E-003, 8.0491169E-017, 1.0000000E+000, 2.9598665E+003
 1.1743897E+000, 6.5800433E-003, 1.1102230E-017, 1.0000000E+000, 2.9694349E+003
 1.1760363E+000, 4.8341854E-003, 2.7755576E-017, 1.0000000E+000, 2.9774791E+003
 1.1780946E+000, 2.8805306E-003, 6.6613381E-017, 1.0000000E+000, 2.9846362E+003
 1.1801528E+000, 4.7675048E-004, 8.8817842E-017, 1.0000000E+000, 2.9934740E+003
 1.1822111E+000,-2.1751213E-003, 9.9920072E-017, 1.0000000E+000, 3.0020356E+003
 1.1842694E+000,-5.0632742E-003, 9.9920072E-017, 1.0000000E+000, 3.0110191E+003
 1.1863277E+000,-8.1595273E-003, 8.8817842E-017, 1.0000000E+000, 3.0209782E+003
 1.1883859E+000,-1.1415589E-002, 6.6613381E-017, 1.0000000E+000, 3.0308900E+003
 1.1900325E+000,-1.4426172E-002, 8.3266727E-017, 1.0000000E+000, 3.0376758E+003
 1.1920908E+000,-1.7450237E-002, 2.2204460E-017, 1.0000000E+000, 3.0453970E+003
 1.1941491E+000,-2.0744541E-002, 6.6613381E-017, 1.0000000E+000, 3.0540920E+003
 1.1962074E+000,-2.3886049E-002, 1.1102230E-016, 1.0000000E+000, 3.0625042E+003
 1.1982656E+000,-2.6806389E-002, 6.6613381E-017, 1.0000000E+000, 3.0708156E+003
 1.2003239E+000,-2.9469416E-002, 8.8817842E-017, 1.0000000E+000, 3.0795628E+003
 1.2023822E+000,-3.1879757E-002, 7.7715612E-017, 1.0000000E+000, 3.0879192E+003
 1.2040288E+000,-3.3872499E-002, 5.5511151E-017, 1.0000000E+000, 3.0955421E+003
 1.2060871E+000,-3.5752278E-002, 5.5511151E-017, 1.0000000E+000, 3.1030258E+003
 1.2081453E+000,-3.7812409E-002, 5.5511151E-017, 1.0000000E+000, 3.1115942E+003
 1.2102036E+000,-3.9977433E-002, 5.5511151E-017, 1.0000000E+000, 3.1206269E+003
 1.2122619E+000,-4.2434611E-002, 5.5511151E-017, 1.0000000E+000, 3.1300014E+003
 1.2143202E+000,-4.5407355E-002, 4.5796700E-017, 1.0000000E+000, 3.1399119E+003
 1.2163784E+000,-4.9074962E-002, 4.4408921E-017, 1.0000000E+000, 3.1487330E+003
 1.2180250E+000,-5.2979947E-002, 5.5511151E-017, 1.0000000E+000, 3.1568244E+003
 1.2200833E+000,-5.7379434E-002, 2.2204460E-017, 1.0000000E+000, 3.1635060E+003
 1.2221416E+000,-6.2684518E-002, 2.2204460E-017, 1.0000000E+000, 3.1720376E+003
 1.2241999E+000,-6.8400676E-002, 3.3306691E-017, 1.0000000E+000, 3.1801433E+003
 1.2262581E+000,-7.4563406E-002, 5.5511151E-017, 1.0000000E+000, 3.1881544E+003
 1.2283164E+000,-8.1197874E-002, 5.5511151E-017, 1.0000000E+000, 3.1963861E+003
 1.2303747E+000,-8.8264042E-002, 4.4408921E-017, 1.0000000E+000, 3.2067251E+003
 1.2320213E+000,-9.4875085E-002, 5.5511151E-017, 1.0000000E+000, 3.2138490E+003
 1.2340796E+000,-1.0157259E-001, 5.5511151E-017, 1.0000000E+000, 3.2153885E+003
 1.2361378E+000,-1.0892581E-001, 5.5511151E-017, 1.0000000E+000, 3.2214205E+003
 1.2381542E+000,-1.1596424E-001, 6.6844272E-017, 1.0000000E+000, 3.2303263E+003
 1.2400028E+000,-1.2231855E-001, 1.1102230E-016, 1.0000000E+000, 3.2406163E+003
 1.2422211E+000,-1.2787299E-001, 8.3266727E-017, 1.0000000E+000, 3.2513394E+003
 1.2440697E+000,-1.3225551E-001, 9.9920072E-017, 1.0000000E+000, 3.2621521E+003
 1.2462880E+000,-1.3510592E-001, 1.1102230E-016, 1.0000000E+000, 3.2714862E+003
 1.2481366E+000,-1.3633481E-001, 6.6613381E-017, 1.0000000E+000, 3.2814345E+003
 1.2503550E+000,-1.3577950E-001, 6.0137081E-017, 1.0000000E+000, 3.2905167E+003
 1.2522036E+000,-1.3361704E-001, 4.1633363E-017, 1.0000000E+000, 3.3003416E+003
 1.2540522E+000,-1.3036710E-001, 5.5511151E-017, 1.0000000E+000, 3.3068970E+003
 1.2562705E+000,-1.2570890E-001, 3.7007434E-017, 1.0000000E+000, 3.3136522E+003
 1.2581191E+000,-1.2038412E-001, 6.3837824E-017, 1.0000000E+000, 3.3237428E+003
 1.2603374E+000,-1.1488715E-001, 6.4763010E-017, 1.0000000E+000, 3.3352123E+003
 1.2621860E+000,-1.0973996E-001, 9.9920072E-017, 1.0000000E+000, 3.3447397E+003
 1.2640346E+000,-1.0577200E-001, 6.6613381E-017, 1.0000000E+000, 3.3536102E+003
 1.2662530E+000,-1.0254178E-001, 9.2518585E-018, 1.0000000E+000, 3.3649679E+003
 1.2681016E+000,-1.0067365E-001, 5.5511151E-017, 1.0000000E+000, 3.3755987E+003
 1.2703199E+000,-1.0037080E-001, 5.0885222E-017, 1.0000000E+000, 3.3858461E+003
 1.2721685E+000,-1.0151310E-001, 2.7755576E-018, 1.0000000E+000, 3.3903161E+003
 1.2740171E+000,-1.0375569E-001, 1.6653345E-017, 1.0000000E+000, 3.3968197E+003
 1.2762354E+000,-1.0741168E-001, 3.7007434E-017, 1.0000000E+000, 3.4058668E+003
 1.2780840E+000,-1.1213606E-001, 2.4980018E-017, 1.0000000E+000, 3.4160149E+003
 1.2803024E+000,-1.1777957E-001, 1.8503717E-017, 1.0000000E+000, 3.4259945E+003
 1.2821510E+000,-1.2396788E-001, 4.7184479E-017, 1.0000000E+000, 3.4371668E+003
 1.2843693E+000,-1.3036733E-001, 2.7755576E-017, 1.0000000E+000, 3.4478009E+003
 1.2862179E+000,-1.3669568E-001, 7.7715612E-017, 1.0000000E+000, 3.4557376E+003
 1.2880665E+000,-1.4220280E-001, 4.1633363E-017, 1.0000000E+000, 3.4583026E+003
 1.2902848E+000,-1.4776047E-001, 5.0885222E-017, 1.0000000E+000, 3.4600309E+003
 1.2921334E+000,-1.5253996E-001, 6.6613381E-017, 1.0000000E+000, 3.4670168E+003
 1.2943518E+000,-1.5613727E-001, 2.5442611E-017, 1.0000000E+000, 3.4772507E+003
 1.2962004E+000,-1.5829111E-001, 3.4694470E-017, 1.0000000E+000, 3.4870323E+003
 1.2980490E+000,-1.5870110E-001, 4.5796700E-017, 1.0000000E+000, 3.4948353E+003
 1.3002673E+000,-1.5729491E-001, 8.3266727E-017, 1.0000000E+000, 3.5041503E+003
 1.3021159E+000,-1.5404182E-001, 3.3306691E-017, 1.0000000E+000, 3.5132742E+003
 1.3043342E+000,-1.4904180E-001, 5.0885222E-017, 1.0000000E+000, 3.5222124E+003
 1.3061828E+000,-1.4278807E-001, 6.1062266E-017, 1.0000000E+000, 3.5308261E+003
 1.3080314E+000,-1.3643293E-001, 6.9388939E-017, 1.0000000E+000, 3.5389097E+003
 1.3102498E+000,-1.2932953E-001, 6.0137081E-017, 1.0000000E+000, 3.5470264E+003
 1.3120984E+000,-1.2270902E-001, 7.7715612E-017, 1.0000000E+000, 3.5555077E+003
 1.3143167E+000,-1.1717682E-001, 7.8640798E-017, 1.0000000E+000, 3.5642655E+003
 1.3161653E+000,-1.1306955E-001, 5.5511151E-017, 1.0000000E+000, 3.5725559E+003
 1.3180139E+000,-1.1083469E-001, 4.9960036E-017, 1.0000000E+000, 3.5801232E+003
 1.3201205E+000,-1.1001578E-001, 1.6313429E-017, 1.0000000E+000, 3.5888208E+003
 1.3221154E+000,-1.1092320E-001, 1.3877788E-017, 1.0000000E+000, 3.5994289E+003
 1.3241102E+000,-1.1354178E-001, 6.4763010E-017, 1.0000000E+000, 3.6087629E+003
 1.3261051E+000,-1.1767879E-001, 9.4831550E-017, 1.0000000E+000, 3.6184699E+003
 1.3280999E+000,-1.2327576E-001, 5.5511151E-017, 1.0000000E+000, 3.6293693E+003
 1.3300948E+000,-1.3032428E-001, 8.3266727E-017, 1.0000000E+000, 3.6409176E+003
 1.3320897E+000,-1.3886694E-001, 3.7007434E-017, 1.0000000E+000, 3.6516068E+003
 1.3340845E+000,-1.4895901E-001, 5.5511151E-017, 1.0000000E+000, 3.6618003E+003
 1.3360794E+000,-1.6059729E-001, 6.4763010E-017, 1.0000000E+000, 3.6727137E+003
 1.3380743E+000,-1.7365580E-001, 3.7007434E-017, 1.0000000E+000, 3.6833309E+003
 1.3400691E+000,-1.8783101E-001, 1.3877788E-017, 1.0000000E+000, 3.6937651E+003
 1.3420640E+000,-2.0257026E-001, 8.3266727E-017, 1.0000000E+000, 3.7041468E+003
 1.3440588E+000,-2.1703681E-001, 1.0408341E-017, 1.0000000E+000, 3.7133917E+003
 1.3460537E+000,-2.3020144E-001, 2.7755576E-017, 1.0000000E+000, 3.7239765E+003
 1.3480486E+000,-2.4103735E-001, 4.6259293E-017, 1.0000000E+000, 3.7344233E+003
 1.3500434E+000,-2.4869945E-001, 3.0068540E-017, 1.0000000E+000, 3.7445436E+003
 1.3520383E+000,-2.5260623E-001, 9.7144515E-017, 1.0000000E+000, 3.7540715E+003
 1.3540332E+000,-2.5243379E-001, 8.7892656E-017, 1.0000000E+000, 3.7656838E+003
 1.3560280E+000,-2.4808277E-001, 7.8640798E-017, 1.0000000E+000, 3.7768053E+003
 1.3580229E+000,-2.3967456E-001, 9.7144515E-017, 1.0000000E+000, 3.7866935E+003
 1.3600178E+000,-2.2759810E-001, 1.1102230E-016, 1.0000000E+000, 3.7989909E+003
 1.3620126E+000,-2.1257940E-001, 1.0177044E-016, 1.0000000E+000, 3.8100072E+003
 1.3640075E+000,-1.9569507E-001, 9.7144515E-017, 1.0000000E+000, 3.8204609E+003
 1.3660931E+000,-1.7741333E-001, 1.5860329E-017, 1.0000000E+000, 3.8323874E+003
 1.3681788E+000,-1.5994417E-001, 2.5773035E-017, 1.0000000E+000, 3.8448591E+003
 1.3702644E+000,-1.4412352E-001, 2.7755576E-017, 1.0000000E+000, 3.8552279E+003
 1.3720521E+000,-1.3125980E-001, 1.8503717E-017, 1.0000000E+000, 3.8645732E+003
 1.3741377E+000,-1.2033354E-001, 1.9825411E-017, 1.0000000E+000, 3.8752129E+003
 1.3762234E+000,-1.1066913E-001, 1.9825411E-017, 1.0000000E+000, 3.8869114E+003
 1.3780111E+000,-1.0363457E-001, 9.2518585E-018, 1.0000000E+000, 3.8983768E+003
 1.3800967E+000,-9.8529116E-002, 1.5860329E-017, 1.0000000E+000, 3.9097109E+003
 1.3821823E+000,-9.5161771E-002, 3.5685740E-017, 1.0000000E+000, 3.9216599E+003
 1.3842680E+000,-9.4203832E-002, 2.7755576E-017, 1.0000000E+000, 3.9333652E+003
 1.3860557E+000,-9.5668044E-002, 3.7007434E-017, 1.0000000E+000, 3.9451857E+003
 1.3881413E+000,-9.9699793E-002, 8.3266727E-017, 1.0000000E+000, 3.9569866E+003
 1.3902269E+000,-1.0693853E-001, 8.7231809E-017, 1.0000000E+000, 3.9700393E+003
 1.3920146E+000,-1.1632057E-001, 5.5511151E-017, 1.0000000E+000, 3.9814525E+003
 1.3941003E+000,-1.2809523E-001, 3.9650822E-017, 1.0000000E+000, 3.9922849E+003
 1.3961859E+000,-1.4270132E-001, 2.3790493E-017, 1.0000000E+000, 4.0053646E+003
 1.3982715E+000,-1.5823811E-001, 3.5685740E-017, 1.0000000E+000, 4.0180521E+003
 1.4000592E+000,-1.7226447E-001, 1.3877788E-017, 1.0000000E+000, 4.0286398E+003
 1.4021449E+000,-1.8459754E-001, 7.3354021E-017, 1.0000000E+000, 4.0380142E+003
 1.4042305E+000,-1.9483627E-001, 2.6764305E-017, 1.0000000E+000, 4.0504241E+003
 1.4060182E+000,-2.0070616E-001, 3.3537987E-017, 1.0000000E+000, 4.0637063E+003
 1.4081038E+000,-2.0239075E-001, 7.9301645E-018, 1.0000000E+000, 4.0747935E+003
 1.4100689E+000,-1.9950536E-001, 6.6032116E-017, 1.0000000E+000, 4.0791419E+003
 1.4122113E+000,-1.9141642E-001, 6.5919492E-017, 1.0000000E+000, 4.0916773E+003
 1.4140859E+000,-1.7878403E-001, 6.3441316E-017, 1.0000000E+000, 4.1043781E+003
 1.4162284E+000,-1.6153065E-001, 6.9388939E-017, 1.0000000E+000, 4.1176946E+003
 1.4181030E+000,-1.4028709E-001, 5.3528610E-017, 1.0000000E+000, 4.1316064E+003
 1.4202454E+000,-1.1556104E-001, 1.7455655E-017, 1.0000000E+000, 4.1446613E+003
 1.4221201E+000,-8.8458071E-002, 3.2711928E-017, 1.0000000E+000, 4.1565639E+003
 1.4242625E+000,-6.0235104E-002, 1.7347235E-018, 1.0000000E+000, 4.1669875E+003
 1.4261371E+000,-3.2464244E-002, 1.9825411E-017, 1.0000000E+000, 4.1785797E+003
 1.4280117E+000,-8.2118965E-003, 1.9825411E-017, 1.0000000E+000, 4.1902429E+003
 1.4301542E+000, 1.5161896E-002, 2.0816682E-017, 1.0000000E+000, 4.2028148E+003
 1.4320288E+000, 3.5788441E-002, 4.7580987E-017, 1.0000000E+000, 4.2158517E+003
 1.4341712E+000, 5.3871600E-002, 5.5511151E-017, 1.0000000E+000, 4.2272379E+003
 1.4360458E+000, 6.9919026E-002, 3.9650822E-017, 1.0000000E+000, 4.2393496E+003
 1.4381883E+000, 8.3968854E-002, 5.5511151E-017, 1.0000000E+000, 4.2525727E+003
 1.4400629E+000, 9.5645547E-002, 5.5511151E-017, 1.0000000E+000, 4.2647019E+003
 1.4422053E+000, 1.0467395E-001, 3.1225023E-017, 1.0000000E+000, 4.2773603E+003
 1.4440799E+000, 1.0984691E-001, 3.9650822E-017, 1.0000000E+000, 4.2898674E+003
 1.4462224E+000, 1.1054298E-001, 4.1633363E-017, 1.0000000E+000, 4.3016678E+003
 1.4480970E+000, 1.0665215E-001, 6.3441316E-017, 1.0000000E+000, 4.3132010E+003
 1.4502394E+000, 9.8128889E-002, 9.7144515E-017, 1.0000000E+000, 4.3249402E+003
 1.4521141E+000, 8.5466164E-002, 5.5511151E-017, 1.0000000E+000, 4.3381037E+003
 1.4542565E+000, 6.8774609E-002, 7.6327833E-017, 1.0000000E+000, 4.3511837E+003
 1.4561311E+000, 4.8275136E-002, 3.5685740E-017, 1.0000000E+000, 4.3644288E+003
 1.4580057E+000, 2.5705927E-002, 8.3266727E-017, 1.0000000E+000, 4.3765059E+003
 1.4601482E+000,-1.4905899E-003, 8.3266727E-017, 1.0000000E+000, 4.3889206E+003
 1.4620228E+000,-3.0459759E-002, 5.5511151E-017, 1.0000000E+000, 4.3956453E+003
 1.4641652E+000,-5.9688622E-002, 7.6327833E-017, 1.0000000E+000, 4.4031905E+003
 1.4660398E+000,-8.7701243E-002, 9.5161974E-017, 1.0000000E+000, 4.4156526E+003
 1.4681823E+000,-1.1301577E-001, 1.0148132E-016, 1.0000000E+000, 4.4288694E+003
 1.4700569E+000,-1.3451027E-001, 3.7668281E-017, 1.0000000E+000, 4.4409058E+003
 1.4721993E+000,-1.5098402E-001, 1.1102230E-016, 1.0000000E+000, 4.4554946E+003
 1.4740739E+000,-1.6202863E-001, 7.5336562E-017, 1.0000000E+000, 4.4703075E+003
 1.4762164E+000,-1.6713761E-001, 3.8163916E-017, 1.0000000E+000, 4.4825103E+003
 1.4780910E+000,-1.6665497E-001, 3.5685740E-017, 1.0000000E+000, 4.4965958E+003
 1.4802334E+000,-1.6075866E-001, 5.0306981E-017, 1.0000000E+000, 4.5095053E+003
 1.4821081E+000,-1.5043109E-001, 4.7580987E-017, 1.0000000E+000, 4.5223071E+003
 1.4842505E+000,-1.3658303E-001, 5.5511151E-017, 1.0000000E+000, 4.5353384E+003
 1.4861251E+000,-1.2060258E-001, 5.5511151E-017, 1.0000000E+000, 4.5492983E+003
 1.4882675E+000,-1.0371569E-001, 5.5511151E-017, 1.0000000E+000, 4.5630394E+003
 1.4901422E+000,-8.7205446E-002, 5.5511151E-017, 1.0000000E+000, 4.5762107E+003
 1.4920168E+000,-7.3113840E-002, 5.5511151E-017, 1.0000000E+000, 4.5880981E+003
 1.4941592E+000,-6.0036258E-002, 4.8572257E-017, 1.0000000E+000, 4.5999420E+003
 1.4960338E+000,-4.9054463E-002, 5.5511151E-017, 1.0000000E+000, 4.6114388E+003
 1.4981763E+000,-4.0041660E-002, 5.5511151E-017, 1.0000000E+000, 4.6264862E+003
 1.5000509E+000,-3.2675683E-002, 5.5511151E-017, 1.0000000E+000, 4.6412639E+003
 1.5021933E+000,-2.6927041E-002, 5.5511151E-017, 1.0000000E+000, 4.6553248E+003
 1.5040679E+000,-2.2819471E-002, 5.5511151E-017, 1.0000000E+000, 4.6692311E+003
 1.5062104E+000,-2.0708098E-002, 1.0408341E-016, 1.0000000E+000, 4.6810614E+003
 1.5080850E+000,-2.0868856E-002, 6.7406398E-017, 1.0000000E+000, 4.6942351E+003
 1.5102274E+000,-2.3808494E-002, 8.3266727E-017, 1.0000000E+000, 4.7071540E+003
 1.5121020E+000,-2.9750932E-002, 6.7406398E-017, 1.0000000E+000, 4.7190462E+003
 1.5142445E+000,-3.9098761E-002, 8.6736174E-017, 1.0000000E+000, 4.7321222E+003
 1.5161191E+000,-5.1860780E-002, 1.0309214E-016, 1.0000000E+000, 4.7472852E+003
 1.5182615E+000,-6.8168071E-002, 1.0408341E-016, 1.0000000E+000, 4.7604880E+003
 1.5201094E+000,-8.7362458E-002, 1.1906742E-016, 1.0000000E+000, 4.7744426E+003
 1.5220375E+000,-1.0780382E-001, 9.7144515E-017, 1.0000000E+000, 4.7881474E+003
 1.5242067E+000,-1.3001657E-001, 1.0485440E-016, 1.0000000E+000, 4.8040667E+003
 1.5261348E+000,-1.5129813E-001, 8.3266727E-017, 1.0000000E+000, 4.8171669E+003
 1.5280630E+000,-1.6901982E-001, 8.3266727E-017, 1.0000000E+000, 4.8307244E+003
 1.5302322E+000,-1.8387726E-001, 7.4014868E-017, 1.0000000E+000, 4.8448426E+003
 1.5321603E+000,-1.9354816E-001, 8.3266727E-017, 1.0000000E+000, 4.8610503E+003
 1.5340885E+000,-1.9710634E-001, 7.9797280E-017, 1.0000000E+000, 4.8755073E+003
 1.5360166E+000,-1.9528196E-001, 5.5511151E-017, 1.0000000E+000, 4.8882194E+003
 1.5381858E+000,-1.8793572E-001, 5.5511151E-017, 1.0000000E+000, 4.9024974E+003
 1.5401139E+000,-1.7623546E-001, 4.1633363E-017, 1.0000000E+000, 4.9183780E+003
 1.5420421E+000,-1.6250708E-001, 5.2041704E-017, 1.0000000E+000, 4.9344385E+003
 1.5441389E+000,-1.4739744E-001, 5.5511151E-017, 1.0000000E+000, 4.9499813E+003
 1.5462599E+000,-1.3176836E-001, 4.8572257E-017, 1.0000000E+000, 4.9649051E+003
 1.5481157E+000,-1.1873747E-001, 5.5511151E-017, 1.0000000E+000, 4.9797425E+003
 1.5502367E+000,-1.0810694E-001, 5.5511151E-017, 1.0000000E+000, 4.9937245E+003
 1.5520926E+000,-9.9913199E-002, 5.5511151E-017, 1.0000000E+000, 5.0068800E+003
 1.5542135E+000,-9.4138229E-002, 5.5511151E-017, 1.0000000E+000, 5.0191250E+003
 1.5560694E+000,-9.0370858E-002, 8.7231809E-017, 1.0000000E+000, 5.0310577E+003
 1.5581903E+000,-8.8265341E-002, 1.1796120E-016, 1.0000000E+000, 5.0436641E+003
 1.5600462E+000,-8.7422906E-002, 4.5598446E-017, 1.0000000E+000, 5.0582921E+003
 1.5621671E+000,-8.7833350E-002, 4.8572257E-017, 1.0000000E+000, 5.0740901E+003
 1.5640230E+000,-8.9564752E-002, 5.5511151E-017, 1.0000000E+000, 5.0871001E+003
 1.5661440E+000,-9.2740975E-002, 6.9388939E-017, 1.0000000E+000, 5.0998941E+003
 1.5682649E+000,-9.7405336E-002, 6.9388939E-017, 1.0000000E+000, 5.1140285E+003
 1.5701208E+000,-1.0236213E-001, 7.9301645E-017, 1.0000000E+000, 5.1288244E+003
 1.5722417E+000,-1.0691156E-001, 5.5511151E-017, 1.0000000E+000, 5.1414681E+003
 1.5740976E+000,-1.0986794E-001, 7.9301645E-017, 1.0000000E+000, 5.1557259E+003
 1.5762185E+000,-1.0979883E-001, 9.0205621E-017, 1.0000000E+000, 5.1696088E+003
 1.5780744E+000,-1.0585015E-001, 1.1102230E-016, 1.0000000E+000, 5.1838612E+003
 1.5801953E+000,-9.7657515E-002, 9.0205621E-017, 1.0000000E+000, 5.1982525E+003
 1.5820512E+000,-8.6089926E-002, 9.5161974E-017, 1.0000000E+000, 5.2124683E+003
 1.5841722E+000,-7.2095620E-002, 6.9388939E-017, 1.0000000E+000, 5.2270557E+003
 1.5860280E+000,-5.6694266E-002, 9.5161974E-017, 1.0000000E+000, 5.2394413E+003
 1.5881490E+000,-4.0659549E-002, 9.7144515E-017, 1.0000000E+000, 5.2516767E+003
 1.5900048E+000,-2.4972249E-002, 1.0309214E-016, 1.0000000E+000, 5.2638251E+003
 1.5921258E+000,-1.0874142E-002, 8.3266727E-017, 1.0000000E+000, 5.2750768E+003
 1.5942467E+000, 1.0857518E-003, 6.2450045E-017, 1.0000000E+000, 5.2887014E+003
 1.5961026E+000, 8.3871937E-003, 5.5511151E-017, 1.0000000E+000, 5.3008401E+003
 1.5982235E+000, 1.1156330E-002, 5.5511151E-017, 1.0000000E+000, 5.3110015E+003
 1.6000794E+000, 9.4969589E-003, 5.5511151E-017, 1.0000000E+000, 5.3206623E+003
 1.6022004E+000, 3.5252367E-003, 5.5511151E-017, 1.0000000E+000, 5.3364574E+003
 1.6040562E+000,-6.0569231E-003, 6.3441316E-017, 1.0000000E+000, 5.3483878E+003
 1.6061772E+000,-1.8810618E-002, 8.3266727E-017, 1.0000000E+000, 5.3595143E+003
 1.6080330E+000,-3.4062756E-002, 7.1371480E-017, 1.0000000E+000, 5.3706371E+003
 1.6101540E+000,-5.1479013E-002, 9.7144515E-017, 1.0000000E+000, 5.3834867E+003
 1.6120098E+000,-7.0650743E-002, 8.7231809E-017, 1.0000000E+000, 5.3970527E+003
 1.6141308E+000,-9.1405436E-002, 7.6327833E-017, 1.0000000E+000, 5.4112069E+003
 1.6162517E+000,-1.1493110E-001, 9.0205621E-017, 1.0000000E+000, 5.4249827E+003
 1.6181076E+000,-1.3784812E-001, 8.7231809E-017, 1.0000000E+000, 5.4379369E+003
 1.6202286E+000,-1.6084056E-001, 9.0205621E-017, 1.0000000E+000, 5.4515027E+003
 1.6220844E+000,-1.8279118E-001, 7.9301645E-017, 1.0000000E+000, 5.4624355E+003
 1.6242054E+000,-2.0213301E-001, 6.2450045E-017, 1.0000000E+000, 5.4742079E+003
 1.6262191E+000,-2.1794409E-001, 9.0575058E-017, 1.0000000E+000, 5.4876642E+003
 1.6281256E+000,-2.2710742E-001, 9.7144515E-017, 1.0000000E+000, 5.5035049E+003
 1.6300322E+000,-2.2940394E-001, 9.0205621E-017, 1.0000000E+000, 5.5185562E+003
 1.6321770E+000,-2.2435513E-001, 6.1679057E-017, 1.0000000E+000, 5.5329052E+003
 1.6340836E+000,-2.1209880E-001, 7.6327833E-017, 1.0000000E+000, 5.5478817E+003
 1.6362284E+000,-1.9345003E-001, 5.5511151E-017, 1.0000000E+000, 5.5613929E+003
 1.6381350E+000,-1.7031603E-001, 6.9388939E-017, 1.0000000E+000, 5.5770550E+003
 1.6400415E+000,-1.4609830E-001, 6.9388939E-017, 1.0000000E+000, 5.5901253E+003
 1.6421863E+000,-1.1963024E-001, 1.0485440E-016, 1.0000000E+000, 5.5990228E+003
 1.6440929E+000,-9.3914764E-002, 9.7144515E-017, 1.0000000E+000, 5.6087726E+003
 1.6462377E+000,-7.0179878E-002, 6.7846963E-017, 1.0000000E+000, 5.6257720E+003
 1.6481443E+000,-4.9171761E-002, 5.8980598E-017, 1.0000000E+000, 5.6430412E+003
 1.6500508E+000,-3.2514394E-002, 4.8572257E-017, 1.0000000E+000, 5.6589184E+003
 1.6521956E+000,-1.8669809E-002, 6.1679057E-017, 1.0000000E+000, 5.6750150E+003
 1.6541022E+000,-9.2671510E-003, 5.5511151E-017, 1.0000000E+000, 5.6892950E+003
 1.6561755E+000,-5.0950629E-003, 5.2320855E-017, 1.0000000E+000, 5.7040674E+003
 1.6580106E+000,-6.1760288E-003, 5.5511151E-017, 1.0000000E+000, 5.7183507E+003
 1.6601078E+000,-1.2802718E-002, 9.7144515E-017, 1.0000000E+000, 5.7315253E+003
 1.6622050E+000,-2.5470412E-002, 5.5511151E-017, 1.0000000E+000, 5.7460754E+003
 1.6640400E+000,-4.1854441E-002, 7.1371480E-017, 1.0000000E+000, 5.7598800E+003
 1.6661372E+000,-6.1566184E-002, 5.5511151E-017, 1.0000000E+000, 5.7728249E+003
 1.6682344E+000,-8.4517037E-002, 5.5511151E-017, 1.0000000E+000, 5.7876483E+003
