s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","scarc-iter","scarc-res","scarc-rate"
 3.3014414E-001, 5.2005575E-002, 5.4175792E-005, 1.0000000E+000, 1.8472090E+002, 4.9000000E+001, 6.0515081E-009, 5.8258097E-001
 3.3206327E-001, 5.1941576E-002, 5.2887852E-005, 1.0000000E+000, 1.8645206E+002, 4.9000000E+001, 6.4634313E-009, 5.8332278E-001
 3.3494196E-001, 5.1861193E-002, 5.3342334E-005, 1.0000000E+000, 1.8877266E+002, 4.9000000E+001, 7.4297125E-009, 5.8489124E-001
 3.3686108E-001, 5.1780428E-002, 5.4256075E-005, 1.0000000E+000, 1.9098102E+002, 4.9000000E+001, 7.8146241E-009, 5.8539789E-001
 3.3878021E-001, 5.1715513E-002, 5.4411713E-005, 1.0000000E+000, 1.9302878E+002, 4.9000000E+001, 8.3381136E-009, 5.8609756E-001
 3.4069933E-001, 5.1650339E-002, 5.4300673E-005, 1.0000000E+000, 1.9486777E+002, 4.9000000E+001, 9.1038120E-009, 5.8708154E-001
 3.4261846E-001, 5.1584909E-002, 5.4326287E-005, 1.0000000E+000, 1.9637665E+002, 5.0000000E+001, 7.8314314E-009, 5.9109102E-001
 3.4453758E-001, 5.1519224E-002, 5.4548278E-005, 1.0000000E+000, 1.9818474E+002, 5.1000000E+001, 6.4283170E-009, 5.9525851E-001
 3.4645671E-001, 5.1453285E-002, 5.4798314E-005, 1.0000000E+000, 2.0000563E+002, 5.1000000E+001, 7.1491131E-009, 5.9642913E-001
 3.4837583E-001, 5.1387095E-002, 5.4964637E-005, 1.0000000E+000, 2.0182207E+002, 5.1000000E+001, 7.8685894E-009, 5.9748324E-001
 3.5029496E-001, 5.1320655E-002, 5.5075755E-005, 1.0000000E+000, 2.0365687E+002, 5.1000000E+001, 7.8053923E-009, 5.9731092E-001
 3.5221409E-001, 5.1253966E-002, 5.5202379E-005, 1.0000000E+000, 2.0536052E+002, 5.1000000E+001, 6.9218836E-009, 5.9558521E-001
 3.5413321E-001, 5.1187030E-002, 5.5367362E-005, 1.0000000E+000, 2.0721877E+002, 5.2000000E+001, 3.6117733E-009, 5.9424245E-001
 3.5605234E-001, 5.1119849E-002, 5.5548332E-005, 1.0000000E+000, 2.0898575E+002, 5.2000000E+001, 4.4947353E-009, 5.9668491E-001
 3.5893102E-001, 5.1035518E-002, 5.5764589E-005, 1.0000000E+000, 2.1125617E+002, 5.2000000E+001, 5.8137582E-009, 5.9953766E-001
 3.6085015E-001, 5.0950834E-002, 5.5973064E-005, 1.0000000E+000, 2.1366389E+002, 5.2000000E+001, 7.3858111E-009, 6.0224520E-001
 3.6276927E-001, 5.0882808E-002, 5.6144006E-005, 1.0000000E+000, 2.1603467E+002, 5.2000000E+001, 8.7986431E-009, 6.0421054E-001
 3.6468840E-001, 5.0814543E-002, 5.6319221E-005, 1.0000000E+000, 2.1785578E+002, 5.2500000E+001, 6.2183172E-009, 6.0061094E-001
 3.6660753E-001, 5.0746043E-002, 5.6494276E-005, 1.0000000E+000, 2.1976357E+002, 5.3000000E+001, 2.7492063E-009, 5.9661467E-001
 3.6843065E-001, 5.0683115E-002, 4.9365752E-005, 1.0000000E+000, 2.2166483E+002, 5.3000000E+001, 2.8869932E-009, 5.9764787E-001
 3.7015778E-001, 5.0623895E-002, 4.2856944E-005, 1.0000000E+000, 2.2388709E+002, 5.3000000E+001, 2.5269165E-009, 5.9677941E-001
 3.7274847E-001, 5.0546082E-002, 4.6261464E-005, 1.0000000E+000, 2.2629993E+002, 5.3000000E+001, 3.2756416E-009, 5.9954072E-001
 3.7447560E-001, 5.0467998E-002, 4.8408232E-005, 1.0000000E+000, 2.2875854E+002, 5.3000000E+001, 4.0541213E-009, 6.0190310E-001
 3.7620272E-001, 5.0405315E-002, 4.7949654E-005, 1.0000000E+000, 2.3051446E+002, 5.3000000E+001, 4.3341201E-009, 6.0261013E-001
 3.7879341E-001, 5.0326695E-002, 4.6290080E-005, 1.0000000E+000, 2.3342678E+002, 5.3000000E+001, 4.5659573E-009, 6.0316373E-001
 3.8052054E-001, 5.0247809E-002, 4.6274102E-005, 1.0000000E+000, 2.3589659E+002, 5.3000000E+001, 5.1143802E-009, 6.0439356E-001
 3.8224767E-001, 5.0184489E-002, 4.6986431E-005, 1.0000000E+000, 2.3765245E+002, 5.3000000E+001, 5.7618177E-009, 6.0568949E-001
 3.8483836E-001, 5.0105079E-002, 4.7345693E-005, 1.0000000E+000, 2.3993629E+002, 5.3000000E+001, 6.6436896E-009, 6.0723780E-001
 3.8656549E-001, 5.0025409E-002, 4.7255760E-005, 1.0000000E+000, 2.4202357E+002, 5.3000000E+001, 7.6814110E-009, 6.0884424E-001
 3.8829261E-001, 4.9961468E-002, 4.7272274E-005, 1.0000000E+000, 2.4388000E+002, 5.3000000E+001, 8.7605439E-009, 6.1030315E-001
 3.9001974E-001, 4.9897352E-002, 4.7454806E-005, 1.0000000E+000, 2.4587323E+002, 5.3500000E+001, 6.3276078E-009, 6.0746307E-001
 3.9261043E-001, 4.9816953E-002, 4.7694278E-005, 1.0000000E+000, 2.4839524E+002, 5.4000000E+001, 3.4725809E-009, 6.0530642E-001
 3.9433756E-001, 4.9736303E-002, 4.7831829E-005, 1.0000000E+000, 2.5084248E+002, 5.4000000E+001, 4.2755229E-009, 6.0759567E-001
 3.9606468E-001, 4.9671584E-002, 4.7914058E-005, 1.0000000E+000, 2.5267743E+002, 5.4000000E+001, 5.0314984E-009, 6.0938067E-001
 3.9865538E-001, 4.9590439E-002, 4.8057872E-005, 1.0000000E+000, 2.5499304E+002, 5.4000000E+001, 6.1401064E-009, 6.1155554E-001
 4.0038250E-001, 4.9509048E-002, 4.8227602E-005, 1.0000000E+000, 2.5745115E+002, 5.4000000E+001, 7.4370825E-009, 6.1368152E-001
 4.0210963E-001, 4.9443741E-002, 4.8357826E-005, 1.0000000E+000, 2.5980021E+002, 5.4000000E+001, 8.6495404E-009, 6.1535074E-001
 4.0470032E-001, 4.9361867E-002, 4.8510939E-005, 1.0000000E+000, 2.6235903E+002, 5.4666667E+001, 4.5207361E-009, 6.0828748E-001
 4.0642745E-001, 4.9279754E-002, 4.8666225E-005, 1.0000000E+000, 2.6479412E+002, 5.5000000E+001, 2.2613107E-009, 6.0573048E-001
 4.0815457E-001, 4.9213874E-002, 4.8793864E-005, 1.0000000E+000, 2.6668885E+002, 5.5000000E+001, 2.5938036E-009, 6.0719793E-001
 4.1074526E-001, 4.9131290E-002, 4.8951397E-005, 1.0000000E+000, 2.6934016E+002, 5.5000000E+001, 3.0141589E-009, 6.0879567E-001
 4.1247239E-001, 4.9048473E-002, 4.9104705E-005, 1.0000000E+000, 2.7162885E+002, 5.5000000E+001, 3.4060750E-009, 6.1010192E-001
 4.1419952E-001, 4.8982035E-002, 4.9225713E-005, 1.0000000E+000, 2.7386776E+002, 5.5000000E+001, 3.6615577E-009, 6.1086105E-001
 4.1679021E-001, 4.8898760E-002, 4.9377080E-005, 1.0000000E+000, 2.7639412E+002, 5.5000000E+001, 3.8558240E-009, 6.1138057E-001
 4.1851734E-001, 4.8815258E-002, 4.9528379E-005, 1.0000000E+000, 2.7911164E+002, 5.5000000E+001, 3.9302434E-009, 6.1153880E-001
 4.2024446E-001, 4.8748278E-002, 4.9648807E-005, 1.0000000E+000, 2.8108739E+002, 5.5000000E+001, 4.0484239E-009, 6.1182373E-001
 4.2274781E-001, 4.8668676E-002, 4.5545733E-005, 1.0000000E+000, 2.8365787E+002, 5.5000000E+001, 4.6449061E-009, 6.1365200E-001
 4.2430025E-001, 4.8595525E-002, 3.7624462E-005, 1.0000000E+000, 2.8651630E+002, 5.5000000E+001, 5.8269230E-009, 6.1700465E-001
 4.2662891E-001, 4.8519696E-002, 4.0561834E-005, 1.0000000E+000, 2.8901461E+002, 5.5000000E+001, 6.8968168E-009, 6.1881296E-001
 4.2818135E-001, 4.8443692E-002, 4.2323408E-005, 1.0000000E+000, 2.9122077E+002, 5.5000000E+001, 8.4528982E-009, 6.2103496E-001
 4.3051002E-001, 4.8367490E-002, 4.1573401E-005, 1.0000000E+000, 2.9370805E+002, 5.5666667E+001, 4.6548723E-009, 6.1491885E-001
 4.3206246E-001, 4.8291117E-002, 4.0260445E-005, 1.0000000E+000, 2.9619324E+002, 5.6000000E+001, 2.4140791E-009, 6.1242972E-001
 4.3439112E-001, 4.8214550E-002, 4.0559735E-005, 1.0000000E+000, 2.9872507E+002, 5.6000000E+001, 2.8255862E-009, 6.1410066E-001
 4.3671978E-001, 4.8122438E-002, 4.1224042E-005, 1.0000000E+000, 3.0162338E+002, 5.6000000E+001, 3.4008232E-009, 6.1607513E-001
 4.3827222E-001, 4.8045489E-002, 4.1214726E-005, 1.0000000E+000, 3.0373801E+002, 5.6000000E+001, 3.9125965E-009, 6.1758457E-001
 4.4060088E-001, 4.7968351E-002, 4.1137521E-005, 1.0000000E+000, 3.0608777E+002, 5.6000000E+001, 4.4156759E-009, 6.1887709E-001
 4.4215332E-001, 4.7891050E-002, 4.1269169E-005, 1.0000000E+000, 3.0841241E+002, 5.6000000E+001, 4.6715351E-009, 6.1946306E-001
 4.4448198E-001, 4.7813565E-002, 4.1439414E-005, 1.0000000E+000, 3.1084008E+002, 5.6000000E+001, 3.7633289E-009, 6.1691872E-001
 4.4603442E-001, 4.7735920E-002, 4.1521117E-005, 1.0000000E+000, 3.1323647E+002, 5.6000000E+001, 5.6413777E-009, 6.2145510E-001
 4.4836308E-001, 4.7658094E-002, 4.1576385E-005, 1.0000000E+000, 3.1583455E+002, 5.6000000E+001, 6.6569317E-009, 6.2325062E-001
 4.5069175E-001, 4.7564488E-002, 4.1688488E-005, 1.0000000E+000, 3.1870310E+002, 5.6000000E+001, 7.6029791E-009, 6.2469061E-001
 4.5224419E-001, 4.7486307E-002, 4.1794887E-005, 1.0000000E+000, 3.2111387E+002, 5.6000000E+001, 8.5231704E-009, 6.2592599E-001
 4.5457285E-001, 4.7407950E-002, 4.1889577E-005, 1.0000000E+000, 3.2374165E+002, 5.6000000E+001, 9.5891115E-009, 6.2720071E-001
 4.5612529E-001, 4.7329442E-002, 4.1981882E-005, 1.0000000E+000, 3.2631179E+002, 5.7000000E+001, 2.3267229E-009, 6.1680269E-001
 4.5845395E-001, 4.7250763E-002, 4.2078645E-005, 1.0000000E+000, 3.2894638E+002, 5.7000000E+001, 2.4488855E-009, 6.1731752E-001
 4.6000639E-001, 4.7171935E-002, 4.2175199E-005, 1.0000000E+000, 3.3139886E+002, 5.7000000E+001, 2.4459988E-009, 6.1726591E-001
 4.6233505E-001, 4.7092940E-002, 4.2267445E-005, 1.0000000E+000, 3.3385121E+002, 5.7000000E+001, 2.5492449E-009, 6.1767485E-001
 4.6466371E-001, 4.6997948E-002, 4.2375210E-005, 1.0000000E+000, 3.3670619E+002, 5.7000000E+001, 2.4592878E-009, 6.1723578E-001
 4.6621615E-001, 4.6918623E-002, 4.2464650E-005, 1.0000000E+000, 3.3904658E+002, 5.7000000E+001, 2.1538551E-009, 6.1576181E-001
 4.6854481E-001, 4.6839137E-002, 4.2553558E-005, 1.0000000E+000, 3.4180360E+002, 5.7000000E+001, 2.2496645E-009, 6.1618188E-001
 4.7009725E-001, 4.6759511E-002, 4.2641491E-005, 1.0000000E+000, 3.4416112E+002, 5.7000000E+001, 2.5833859E-009, 6.1765503E-001
 4.7242592E-001, 4.6679727E-002, 4.2728319E-005, 1.0000000E+000, 3.4644988E+002, 5.7000000E+001, 3.1346847E-009, 6.1970903E-001
 4.7475458E-001, 4.6583799E-002, 4.2831149E-005, 1.0000000E+000, 3.4940066E+002, 5.7000000E+001, 3.5762975E-009, 6.2110597E-001
 4.7630702E-001, 4.6503705E-002, 4.2915443E-005, 1.0000000E+000, 3.5189298E+002, 5.7000000E+001, 3.7689355E-009, 6.2164475E-001
 4.7863568E-001, 4.6423458E-002, 4.2998172E-005, 1.0000000E+000, 3.5414658E+002, 5.7000000E+001, 3.6900729E-009, 6.2137680E-001
 4.8018812E-001, 4.6343080E-002, 4.3079577E-005, 1.0000000E+000, 3.5656657E+002, 5.7000000E+001, 3.7185422E-009, 6.2142384E-001
 4.8251678E-001, 4.6262554E-002, 4.3159541E-005, 1.0000000E+000, 3.5890517E+002, 5.7000000E+001, 3.9623021E-009, 6.2207056E-001
 4.8468929E-001, 4.6174235E-002, 3.5704595E-005, 1.0000000E+000, 3.6220918E+002, 5.7000000E+001, 4.3355473E-009, 6.2377195E-001
 4.8608557E-001, 4.6102853E-002, 3.4123298E-005, 1.0000000E+000, 3.6503669E+002, 5.7000000E+001, 3.4147530E-009, 6.2146293E-001
 4.8818000E-001, 4.6030069E-002, 3.5834080E-005, 1.0000000E+000, 3.6750863E+002, 5.7000000E+001, 2.8520532E-009, 6.1928023E-001
 4.9027443E-001, 4.5942591E-002, 3.6458423E-005, 1.0000000E+000, 3.7056026E+002, 5.7000000E+001, 3.8375805E-009, 6.2271339E-001
 4.9236887E-001, 4.5854960E-002, 3.4983383E-005, 1.0000000E+000, 3.7358870E+002, 5.7000000E+001, 4.7038137E-009, 6.2491285E-001
 4.9446330E-001, 4.5767179E-002, 3.5022188E-005, 1.0000000E+000, 3.7632710E+002, 5.7000000E+001, 5.6692114E-009, 6.2694348E-001
 4.9655773E-001, 4.5679250E-002, 3.5548203E-005, 1.0000000E+000, 3.7941358E+002, 5.7000000E+001, 6.6397472E-009, 6.2863545E-001
 4.9865216E-001, 4.5591175E-002, 3.5467930E-005, 1.0000000E+000, 3.8252513E+002, 5.7000000E+001, 7.5418054E-009, 6.3001372E-001
 5.0004844E-001, 4.5517672E-002, 3.5389573E-005, 1.0000000E+000, 3.8517629E+002, 5.7000000E+001, 8.0489717E-009, 6.3070632E-001
 5.0214287E-001, 4.5444064E-002, 3.5495121E-005, 1.0000000E+000, 3.8785471E+002, 5.7000000E+001, 8.6353638E-009, 6.3145309E-001
 5.0423730E-001, 4.5355610E-002, 3.5596934E-005, 1.0000000E+000, 3.9058510E+002, 5.7000000E+001, 8.9361063E-009, 6.3179639E-001
 5.0633173E-001, 4.5267018E-002, 3.5608263E-005, 1.0000000E+000, 3.9339124E+002, 5.7000000E+001, 8.8787458E-009, 6.3168925E-001
 5.0842616E-001, 4.5178289E-002, 3.5640784E-005, 1.0000000E+000, 3.9625248E+002, 5.7000000E+001, 8.6954675E-009, 6.3142269E-001
 5.1052059E-001, 4.5089427E-002, 3.5700024E-005, 1.0000000E+000, 3.9923770E+002, 5.7000000E+001, 8.6224970E-009, 6.3129382E-001
 5.1261502E-001, 4.5000432E-002, 3.5748185E-005, 1.0000000E+000, 4.0221365E+002, 5.7000000E+001, 8.7811228E-009, 6.3146018E-001
 5.1401131E-001, 4.4926174E-002, 3.5784418E-005, 1.0000000E+000, 4.0474761E+002, 5.7000000E+001, 9.0622458E-009, 6.3178043E-001
 5.1610574E-001, 4.4851821E-002, 3.5824141E-005, 1.0000000E+000, 4.0713770E+002, 5.7000000E+001, 9.4760308E-009, 6.3224563E-001
 5.1820017E-001, 4.4762485E-002, 3.5870491E-005, 1.0000000E+000, 4.1041406E+002, 5.7666667E+001, 4.7808951E-009, 6.2524918E-001
 5.2029460E-001, 4.4673025E-002, 3.5911357E-005, 1.0000000E+000, 4.1331101E+002, 5.8000000E+001, 2.3842401E-009, 6.2221450E-001
 5.2238903E-001, 4.4583443E-002, 3.5949520E-005, 1.0000000E+000, 4.1650043E+002, 5.8000000E+001, 2.5643401E-009, 6.2296483E-001
 5.2448346E-001, 4.4493740E-002, 3.5986612E-005, 1.0000000E+000, 4.1954364E+002, 5.8000000E+001, 2.7258835E-009, 6.2359040E-001
 5.2657789E-001, 4.4403920E-002, 3.6021964E-005, 1.0000000E+000, 4.2236212E+002, 5.8000000E+001, 2.8656347E-009, 6.2409750E-001
 5.2867232E-001, 4.4313984E-002, 3.6055468E-005, 1.0000000E+000, 4.2512859E+002, 5.8000000E+001, 2.9884132E-009, 6.2451871E-001
 5.3006861E-001, 4.4238954E-002, 3.6082130E-005, 1.0000000E+000, 4.2766444E+002, 5.8000000E+001, 3.0813854E-009, 6.2482396E-001
 5.3216304E-001, 4.4163840E-002, 3.6107406E-005, 1.0000000E+000, 4.3007839E+002, 5.8000000E+001, 3.1643922E-009, 6.2508545E-001
 5.3425747E-001, 4.4073605E-002, 3.6136017E-005, 1.0000000E+000, 4.3294624E+002, 5.8000000E+001, 3.2477555E-009, 6.2533663E-001
 5.3635190E-001, 4.3983263E-002, 3.6162943E-005, 1.0000000E+000, 4.3594963E+002, 5.8000000E+001, 3.3089332E-009, 6.2550919E-001
 5.3844633E-001, 4.3892815E-002, 3.6188542E-005, 1.0000000E+000, 4.3904869E+002, 5.8000000E+001, 3.3486581E-009, 6.2560966E-001
 5.4054076E-001, 4.3802262E-002, 3.6213115E-005, 1.0000000E+000, 4.4197883E+002, 5.8000000E+001, 3.3739552E-009, 6.2566301E-001
 5.4263519E-001, 4.3711608E-002, 3.6236973E-005, 1.0000000E+000, 4.4476657E+002, 5.8000000E+001, 3.3956079E-009, 6.2570458E-001
 5.4403148E-001, 4.3635989E-002, 3.6256555E-005, 1.0000000E+000, 4.4712466E+002, 5.8000000E+001, 3.4175406E-009, 6.2575148E-001
 5.4612591E-001, 4.3560298E-002, 3.6276086E-005, 1.0000000E+000, 4.4921386E+002, 5.8000000E+001, 3.4464783E-009, 6.2582011E-001
 5.4822034E-001, 4.3469383E-002, 3.6299785E-005, 1.0000000E+000, 4.5210365E+002, 5.8000000E+001, 3.4888048E-009, 6.2592531E-001
 5.5031477E-001, 4.3378374E-002, 3.6324186E-005, 1.0000000E+000, 4.5517226E+002, 5.8000000E+001, 3.5357742E-009, 6.2604341E-001
 5.5240920E-001, 4.3287273E-002, 3.6349785E-005, 1.0000000E+000, 4.5823106E+002, 5.8000000E+001, 3.5821199E-009, 6.2615796E-001
 5.5450363E-001, 4.3196083E-002, 3.6377143E-005, 1.0000000E+000, 4.6128721E+002, 5.8000000E+001, 3.6227642E-009, 6.2625390E-001
 5.5645742E-001, 4.3112811E-002, 3.0060690E-005, 1.0000000E+000, 4.6449802E+002, 5.8000000E+001, 3.3990238E-009, 6.2627369E-001
 5.5834089E-001, 4.3031873E-002, 2.8969608E-005, 1.0000000E+000, 4.6778095E+002, 5.8000000E+001, 3.2782106E-009, 6.2627452E-001
 5.6022437E-001, 4.2949655E-002, 3.0553687E-005, 1.0000000E+000, 4.7089095E+002, 5.8000000E+001, 3.3280297E-009, 6.2639797E-001
 5.6210784E-001, 4.2867370E-002, 3.0175752E-005, 1.0000000E+000, 4.7427431E+002, 5.8000000E+001, 3.3541474E-009, 6.2645833E-001
 5.6461914E-001, 4.2771288E-002, 2.9218342E-005, 1.0000000E+000, 4.7764848E+002, 5.8000000E+001, 3.4357193E-009, 6.2671129E-001
 5.6650261E-001, 4.2675126E-002, 2.9693171E-005, 1.0000000E+000, 4.8131822E+002, 5.8000000E+001, 3.5810355E-009, 6.2712503E-001
 5.6838608E-001, 4.2592633E-002, 2.9759234E-005, 1.0000000E+000, 4.8395717E+002, 5.8000000E+001, 3.7192671E-009, 6.2750829E-001
 5.7026956E-001, 4.2510081E-002, 2.9643492E-005, 1.0000000E+000, 4.8683392E+002, 5.8000000E+001, 3.8421470E-009, 6.2783825E-001
 5.7215303E-001, 4.2427472E-002, 2.9732193E-005, 1.0000000E+000, 4.8995715E+002, 5.8000000E+001, 3.9451437E-009, 6.2809913E-001
 5.7403650E-001, 4.2344808E-002, 2.9828567E-005, 1.0000000E+000, 4.9315280E+002, 5.8000000E+001, 4.0322356E-009, 6.2830888E-001
 5.7654780E-001, 4.2248297E-002, 2.9863140E-005, 1.0000000E+000, 4.9680319E+002, 5.8000000E+001, 4.1225303E-009, 6.2851834E-001
 5.7843128E-001, 4.2151719E-002, 2.9934972E-005, 1.0000000E+000, 5.0045009E+002, 5.8000000E+001, 4.2097943E-009, 6.2871390E-001
 5.8031475E-001, 4.2068884E-002, 3.0018416E-005, 1.0000000E+000, 5.0343616E+002, 5.8000000E+001, 4.2880713E-009, 6.2888541E-001
 5.8219822E-001, 4.1986001E-002, 3.0099203E-005, 1.0000000E+000, 5.0674912E+002, 5.8000000E+001, 4.3742770E-009, 6.2907246E-001
 5.8408170E-001, 4.1903073E-002, 3.0188752E-005, 1.0000000E+000, 5.0956482E+002, 5.8000000E+001, 4.4705056E-009, 6.2927901E-001
 5.8659299E-001, 4.1806268E-002, 3.0305008E-005, 1.0000000E+000, 5.1296976E+002, 5.8000000E+001, 4.5940150E-009, 6.2953927E-001
 5.8847647E-001, 4.1709411E-002, 3.0425772E-005, 1.0000000E+000, 5.1643188E+002, 5.8000000E+001, 4.7250215E-009, 6.2980879E-001
 5.9035994E-001, 4.1626349E-002, 3.0534472E-005, 1.0000000E+000, 5.1932297E+002, 5.8000000E+001, 4.8417269E-009, 6.3004247E-001
 5.9224341E-001, 4.1543251E-002, 3.0648907E-005, 1.0000000E+000, 5.2203759E+002, 5.8000000E+001, 4.9618384E-009, 6.3027699E-001
 5.9412689E-001, 4.1460121E-002, 3.0767916E-005, 1.0000000E+000, 5.2482732E+002, 5.8000000E+001, 5.0842357E-009, 6.3050982E-001
 5.9601036E-001, 4.1376960E-002, 3.0890690E-005, 1.0000000E+000, 5.2796868E+002, 5.8000000E+001, 5.2051103E-009, 6.3073311E-001
 5.9852166E-001, 4.1279905E-002, 3.1037723E-005, 1.0000000E+000, 5.3153251E+002, 5.8000000E+001, 5.3314560E-009, 6.3095632E-001
 6.0040513E-001, 4.1182818E-002, 3.1186929E-005, 1.0000000E+000, 5.3503582E+002, 5.8000000E+001, 5.4185902E-009, 6.3109549E-001
 6.0228860E-001, 4.1099578E-002, 3.1315413E-005, 1.0000000E+000, 5.3802697E+002, 5.8000000E+001, 5.4794538E-009, 6.3118527E-001
 6.0417208E-001, 4.1016321E-002, 3.1443424E-005, 1.0000000E+000, 5.4100388E+002, 5.8000000E+001, 5.5427865E-009, 6.3127913E-001
 6.0605555E-001, 4.0933049E-002, 3.1569954E-005, 1.0000000E+000, 5.4411181E+002, 5.8000000E+001, 5.5668501E-009, 6.3129567E-001
 6.0856685E-001, 4.0835884E-002, 3.1714157E-005, 1.0000000E+000, 5.4739821E+002, 5.8000000E+001, 5.5177036E-009, 6.3116421E-001
 6.1045032E-001, 4.0738710E-002, 3.1853459E-005, 1.0000000E+000, 5.5082716E+002, 5.8000000E+001, 5.3668541E-009, 6.3082880E-001
 6.1233380E-001, 4.0655413E-002, 3.1967429E-005, 1.0000000E+000, 5.5385080E+002, 5.8000000E+001, 5.2335973E-009, 6.3052803E-001
 6.1421727E-001, 4.0572115E-002, 3.2075480E-005, 1.0000000E+000, 5.5667197E+002, 5.8000000E+001, 5.3050188E-009, 6.3064829E-001
 6.1610074E-001, 4.0488818E-002, 3.2176777E-005, 1.0000000E+000, 5.5966963E+002, 5.8000000E+001, 5.5391848E-009, 6.3109236E-001
 6.1861204E-001, 4.0391645E-002, 3.2285235E-005, 1.0000000E+000, 5.6325048E+002, 5.8000000E+001, 5.7807135E-009, 6.3152868E-001
 6.2049551E-001, 4.0294480E-002, 3.2383254E-005, 1.0000000E+000, 5.6673402E+002, 5.8000000E+001, 5.9651900E-009, 6.3184440E-001
 6.2237899E-001, 4.0211205E-002, 3.2457937E-005, 1.0000000E+000, 5.6954103E+002, 5.8000000E+001, 6.0962458E-009, 6.3205946E-001
 6.2426246E-001, 4.0127939E-002, 3.2524066E-005, 1.0000000E+000, 5.7212442E+002, 5.8000000E+001, 6.1978141E-009, 6.3221883E-001
 6.2614593E-001, 4.0044683E-002, 3.2581663E-005, 1.0000000E+000, 5.7514908E+002, 5.8000000E+001, 6.2714010E-009, 6.3232770E-001
 6.2802941E-001, 3.9961436E-002, 3.2630890E-005, 1.0000000E+000, 5.7812080E+002, 5.8000000E+001, 6.3261406E-009, 6.3240348E-001
 6.3054070E-001, 3.9864324E-002, 3.2677911E-005, 1.0000000E+000, 5.8134231E+002, 5.8000000E+001, 6.3828217E-009, 6.3247952E-001
 6.3242418E-001, 3.9767218E-002, 3.2715169E-005, 1.0000000E+000, 5.8450247E+002, 5.8000000E+001, 6.4517795E-009, 6.3257628E-001
 6.3430765E-001, 3.9683985E-002, 3.2739453E-005, 1.0000000E+000, 5.8739041E+002, 5.8000000E+001, 6.5382995E-009, 6.3270453E-001
 6.3619112E-001, 3.9600748E-002, 3.2757597E-005, 1.0000000E+000, 5.9038417E+002, 5.8000000E+001, 6.6628245E-009, 6.3289360E-001
 6.3807460E-001, 3.9517501E-002, 3.2770338E-005, 1.0000000E+000, 5.9318910E+002, 5.8000000E+001, 6.8337574E-009, 6.3315345E-001
 6.4046030E-001, 3.9426004E-002, 2.8592960E-005, 1.0000000E+000, 5.9656604E+002, 5.8000000E+001, 6.7452418E-009, 6.3353709E-001
 6.4215539E-001, 3.9338920E-002, 2.6092649E-005, 1.0000000E+000, 6.0003130E+002, 5.8000000E+001, 6.6639791E-009, 6.3399730E-001
 6.4441551E-001, 3.9251370E-002, 2.7546135E-005, 1.0000000E+000, 6.0350628E+002, 5.8000000E+001, 6.9256865E-009, 6.3437846E-001
 6.4611059E-001, 3.9163780E-002, 2.6703870E-005, 1.0000000E+000, 6.0666794E+002, 5.8000000E+001, 7.2375644E-009, 6.3485515E-001
 6.4837071E-001, 3.9076135E-002, 2.6295011E-005, 1.0000000E+000, 6.1006306E+002, 5.8000000E+001, 7.5407769E-009, 6.3529915E-001
 6.5006580E-001, 3.8988434E-002, 2.6690295E-005, 1.0000000E+000, 6.1357669E+002, 5.8000000E+001, 7.8342180E-009, 6.3569102E-001
 6.5232591E-001, 3.8900663E-002, 2.6554149E-005, 1.0000000E+000, 6.1732928E+002, 5.8000000E+001, 8.1439981E-009, 6.3609855E-001
 6.5402100E-001, 3.8812823E-002, 2.6497416E-005, 1.0000000E+000, 6.2068458E+002, 5.8000000E+001, 8.4372859E-009, 6.3646929E-001
 6.5628112E-001, 3.8724904E-002, 2.6547585E-005, 1.0000000E+000, 6.2414295E+002, 5.8000000E+001, 8.7184995E-009, 6.3680779E-001
 6.5854123E-001, 3.8624331E-002, 2.6506226E-005, 1.0000000E+000, 6.2798046E+002, 5.8000000E+001, 9.0473524E-009, 6.3719179E-001
 6.6023632E-001, 3.8536249E-002, 2.6489515E-005, 1.0000000E+000, 6.3146024E+002, 5.8000000E+001, 9.3326016E-009, 6.3751275E-001
 6.6249644E-001, 3.8448091E-002, 2.6486980E-005, 1.0000000E+000, 6.3472207E+002, 5.8000000E+001, 9.5977491E-009, 6.3779927E-001
 6.6419152E-001, 3.8359871E-002, 2.6476185E-005, 1.0000000E+000, 6.3805250E+002, 5.8000000E+001, 9.8348838E-009, 6.3804634E-001
 6.6645164E-001, 3.8271592E-002, 2.6470383E-005, 1.0000000E+000, 6.4155225E+002, 5.8750000E+001, 4.7674037E-009, 6.3221067E-001
 6.6814673E-001, 3.8183273E-002, 2.6464964E-005, 1.0000000E+000, 6.4499596E+002, 5.9000000E+001, 3.0899535E-009, 6.3038779E-001
 6.7040684E-001, 3.8094925E-002, 2.6456807E-005, 1.0000000E+000, 6.4850735E+002, 5.9000000E+001, 3.1514941E-009, 6.3057655E-001
 6.7210193E-001, 3.8006568E-002, 2.6449240E-005, 1.0000000E+000, 6.5202477E+002, 5.9000000E+001, 3.2132590E-009, 6.3076203E-001
 6.7436205E-001, 3.7918221E-002, 2.6442517E-005, 1.0000000E+000, 6.5539510E+002, 5.9000000E+001, 3.2750670E-009, 6.3094335E-001
 6.7605713E-001, 3.7829903E-002, 2.6436308E-005, 1.0000000E+000, 6.5889741E+002, 5.9000000E+001, 3.3370771E-009, 6.3112156E-001
