s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","scarc-iter","scarc-res","scarc-rate"
 3.2616185E-001, 5.2137522E-002, 0.0000000E+000, 1.0000000E+000, 1.0809750E+003, 4.6000000E+001, 2.5373028E-009, 5.5245908E-001
 3.2808119E-001, 5.2074069E-002, 0.0000000E+000, 1.0000000E+000, 1.0915456E+003, 4.6000000E+001, 2.9165084E-009, 5.5406097E-001
 3.3000053E-001, 5.2010348E-002, 0.0000000E+000, 1.0000000E+000, 1.0941223E+003, 4.6000000E+001, 3.3301952E-009, 5.5558736E-001
 3.3287954E-001, 5.1930310E-002, 0.0000000E+000, 1.0000000E+000, 1.1035853E+003, 4.6000000E+001, 3.8879653E-009, 5.5736017E-001
 3.3479888E-001, 5.1849888E-002, 0.0000000E+000, 1.0000000E+000, 1.1225689E+003, 4.6000000E+001, 4.4553945E-009, 5.5893023E-001
 3.3671821E-001, 5.1785245E-002, 0.0000000E+000, 1.0000000E+000, 1.1395543E+003, 4.6000000E+001, 4.7566472E-009, 5.5965457E-001
 3.3863755E-001, 5.1720341E-002, 0.0000000E+000, 1.0000000E+000, 1.1535904E+003, 4.6000000E+001, 4.1628185E-009, 5.5795517E-001
 3.4055689E-001, 5.1655180E-002, 0.0000000E+000, 1.0000000E+000, 1.1642931E+003, 4.6000000E+001, 5.9162249E-009, 5.6214296E-001
 3.4247623E-001, 5.1589761E-002, 0.0000000E+000, 1.0000000E+000, 1.1804832E+003, 4.6000000E+001, 6.9428816E-009, 5.6404419E-001
 3.4439556E-001, 5.1524088E-002, 0.0000000E+000, 1.0000000E+000, 1.1969395E+003, 4.6000000E+001, 7.7512679E-009, 5.6532212E-001
 3.4631490E-001, 5.1458161E-002, 0.0000000E+000, 1.0000000E+000, 1.2149681E+003, 4.6000000E+001, 8.6273545E-009, 5.6656437E-001
 3.4823424E-001, 5.1391982E-002, 0.0000000E+000, 1.0000000E+000, 1.2310367E+003, 4.6000000E+001, 9.6500056E-009, 5.6787002E-001
 3.5015358E-001, 5.1325552E-002, 0.0000000E+000, 1.0000000E+000, 1.2411015E+003, 4.7000000E+001, 4.8528976E-009, 5.6632515E-001
 3.5207292E-001, 5.1258874E-002, 0.0000000E+000, 1.0000000E+000, 1.2428632E+003, 4.7000000E+001, 5.7341976E-009, 5.6826656E-001
 3.5495192E-001, 5.1175167E-002, 0.0000000E+000, 1.0000000E+000, 1.2474043E+003, 4.7000000E+001, 7.0088377E-009, 5.7059350E-001
 3.5687126E-001, 5.1091102E-002, 0.0000000E+000, 1.0000000E+000, 1.2666559E+003, 4.7000000E+001, 8.4260500E-009, 5.7275842E-001
 3.5879060E-001, 5.1023566E-002, 0.0000000E+000, 1.0000000E+000, 1.2843621E+003, 4.7000000E+001, 9.6438731E-009, 5.7433399E-001
 3.6070994E-001, 5.0955789E-002, 0.0000000E+000, 1.0000000E+000, 1.3009693E+003, 4.8000000E+001, 2.4711855E-009, 5.6469085E-001
 3.6262928E-001, 5.0887773E-002, 0.0000000E+000, 1.0000000E+000, 1.3129794E+003, 4.8000000E+001, 2.7147257E-009, 5.6572722E-001
 3.6454861E-001, 5.0819518E-002, 0.0000000E+000, 1.0000000E+000, 1.3148214E+003, 4.8000000E+001, 3.0131260E-009, 5.6688719E-001
 3.6646795E-001, 5.0751027E-002, 0.0000000E+000, 1.0000000E+000, 1.3238198E+003, 4.8000000E+001, 3.3865304E-009, 5.6819808E-001
 3.6829130E-001, 5.0688107E-002, 0.0000000E+000, 1.0000000E+000, 1.3419194E+003, 4.8000000E+001, 3.6716143E-009, 5.6968430E-001
 3.7001865E-001, 5.0628893E-002, 0.0000000E+000, 1.0000000E+000, 1.3617537E+003, 4.8000000E+001, 3.9725018E-009, 5.7121074E-001
 3.7260967E-001, 5.0551089E-002, 0.0000000E+000, 1.0000000E+000, 1.3804593E+003, 4.8000000E+001, 4.7961269E-009, 5.7336296E-001
 3.7433702E-001, 5.0473013E-002, 0.0000000E+000, 1.0000000E+000, 1.3904641E+003, 4.8000000E+001, 5.8861084E-009, 5.7575079E-001
 3.7606437E-001, 5.0410337E-002, 0.0000000E+000, 1.0000000E+000, 1.4068672E+003, 4.8000000E+001, 7.0367179E-009, 5.7783356E-001
 3.7865539E-001, 5.0331725E-002, 0.0000000E+000, 1.0000000E+000, 1.4297969E+003, 4.8000000E+001, 8.9665911E-009, 5.8065578E-001
 3.8038274E-001, 5.0252847E-002, 0.0000000E+000, 1.0000000E+000, 1.4517325E+003, 4.9000000E+001, 3.3524401E-009, 5.7541591E-001
 3.8211009E-001, 5.0189533E-002, 0.0000000E+000, 1.0000000E+000, 1.4693775E+003, 4.9000000E+001, 4.0496646E-009, 5.7757708E-001
 3.8470112E-001, 5.0110130E-002, 0.0000000E+000, 1.0000000E+000, 1.4909549E+003, 4.9000000E+001, 5.2668286E-009, 5.8058150E-001
 3.8642847E-001, 5.0030468E-002, 0.0000000E+000, 1.0000000E+000, 1.5117492E+003, 4.9000000E+001, 6.8238637E-009, 5.8361464E-001
 3.8815581E-001, 4.9966532E-002, 0.0000000E+000, 1.0000000E+000, 1.5173613E+003, 4.9000000E+001, 8.2984245E-009, 5.8589430E-001
 3.9074684E-001, 4.9886358E-002, 0.0000000E+000, 1.0000000E+000, 1.5301373E+003, 4.9666667E+001, 4.6903276E-009, 5.8052793E-001
 3.9247419E-001, 4.9805930E-002, 0.0000000E+000, 1.0000000E+000, 1.5532662E+003, 5.0000000E+001, 2.5314365E-009, 5.7816781E-001
 3.9420154E-001, 4.9741387E-002, 0.0000000E+000, 1.0000000E+000, 1.5703815E+003, 5.0000000E+001, 2.8385652E-009, 5.7943847E-001
 3.9679256E-001, 4.9660459E-002, 0.0000000E+000, 1.0000000E+000, 1.5846019E+003, 5.0000000E+001, 3.3452377E-009, 5.8126532E-001
 3.9851991E-001, 4.9579284E-002, 0.0000000E+000, 1.0000000E+000, 1.5874336E+003, 5.0000000E+001, 3.9931857E-009, 5.8327169E-001
 4.0024726E-001, 4.9514149E-002, 0.0000000E+000, 1.0000000E+000, 1.5956565E+003, 5.0000000E+001, 4.5496186E-009, 5.8474666E-001
 4.0283829E-001, 4.9432486E-002, 0.0000000E+000, 1.0000000E+000, 1.6178267E+003, 5.0000000E+001, 4.9246632E-009, 5.8555730E-001
 4.0456564E-001, 4.9350583E-002, 0.0000000E+000, 1.0000000E+000, 1.6369588E+003, 5.0000000E+001, 6.8670359E-009, 5.8943950E-001
 4.0629298E-001, 4.9284870E-002, 0.0000000E+000, 1.0000000E+000, 1.6417207E+003, 5.0000000E+001, 8.2642986E-009, 5.9158120E-001
 4.0802033E-001, 4.9218994E-002, 0.0000000E+000, 1.0000000E+000, 1.6493365E+003, 5.0500000E+001, 6.3123628E-009, 5.8995804E-001
 4.1061136E-001, 4.9136415E-002, 0.0000000E+000, 1.0000000E+000, 1.6707373E+003, 5.1000000E+001, 3.6026988E-009, 5.8794133E-001
 4.1233871E-001, 4.9053603E-002, 0.0000000E+000, 1.0000000E+000, 1.6929028E+003, 5.1000000E+001, 4.0910135E-009, 5.8935324E-001
 4.1406606E-001, 4.8987168E-002, 0.0000000E+000, 1.0000000E+000, 1.7046265E+003, 5.1000000E+001, 4.5656556E-009, 5.9057490E-001
 4.1665708E-001, 4.8903897E-002, 0.0000000E+000, 1.0000000E+000, 1.7066293E+003, 5.1000000E+001, 5.2820162E-009, 5.9219706E-001
 4.1838443E-001, 4.8820400E-002, 0.0000000E+000, 1.0000000E+000, 1.7167537E+003, 5.1000000E+001, 6.1412904E-009, 5.9389926E-001
 4.2011178E-001, 4.8753422E-002, 0.0000000E+000, 1.0000000E+000, 1.7342485E+003, 5.1000000E+001, 6.9636563E-009, 5.9531778E-001
 4.2261545E-001, 4.8673824E-002, 0.0000000E+000, 1.0000000E+000, 1.7580844E+003, 5.1000000E+001, 7.9125560E-009, 5.9714327E-001
 4.2416809E-001, 4.8600676E-002, 0.0000000E+000, 1.0000000E+000, 1.7809982E+003, 5.1000000E+001, 8.5549004E-009, 5.9886728E-001
 4.2649705E-001, 4.8524850E-002, 0.0000000E+000, 1.0000000E+000, 1.8034376E+003, 5.1000000E+001, 9.6267570E-009, 6.0020452E-001
 4.2804969E-001, 4.8448849E-002, 0.0000000E+000, 1.0000000E+000, 1.8194440E+003, 5.1000000E+001, 9.3776423E-009, 5.9984184E-001
 4.3037865E-001, 4.8372650E-002, 0.0000000E+000, 1.0000000E+000, 1.8288677E+003, 5.1666667E+001, 6.6809063E-009, 5.9951302E-001
 4.3270761E-001, 4.8280976E-002, 0.0000000E+000, 1.0000000E+000, 1.8563077E+003, 5.2000000E+001, 6.7786577E-009, 6.0188233E-001
 4.3426025E-001, 4.8204387E-002, 0.0000000E+000, 1.0000000E+000, 1.8775010E+003, 5.2000000E+001, 7.9078651E-009, 6.0363257E-001
 4.3658921E-001, 4.8127606E-002, 0.0000000E+000, 1.0000000E+000, 1.8859035E+003, 5.2000000E+001, 9.0430014E-009, 6.0513965E-001
 4.3814186E-001, 4.8050658E-002, 0.0000000E+000, 1.0000000E+000, 1.9076530E+003, 5.2500000E+001, 6.9920650E-009, 6.0396512E-001
 4.4047082E-001, 4.7973522E-002, 0.0000000E+000, 1.0000000E+000, 1.9334442E+003, 5.3000000E+001, 4.2935280E-009, 6.0229116E-001
 4.4202346E-001, 4.7896223E-002, 0.0000000E+000, 1.0000000E+000, 1.9557265E+003, 5.3000000E+001, 4.5976337E-009, 6.0302573E-001
 4.4435242E-001, 4.7818739E-002, 0.0000000E+000, 1.0000000E+000, 1.9796552E+003, 5.3000000E+001, 4.9167143E-009, 6.0374333E-001
 4.4668138E-001, 4.7725540E-002, 0.0000000E+000, 1.0000000E+000, 2.0074642E+003, 5.3000000E+001, 5.3497034E-009, 6.0465113E-001
 4.4823402E-001, 4.7647692E-002, 0.0000000E+000, 1.0000000E+000, 2.0299622E+003, 5.3000000E+001, 5.8840092E-009, 6.0569450E-001
 4.5056298E-001, 4.7569666E-002, 0.0000000E+000, 1.0000000E+000, 2.0521941E+003, 5.3000000E+001, 6.5608625E-009, 6.0689634E-001
 4.5211562E-001, 4.7491486E-002, 0.0000000E+000, 1.0000000E+000, 2.0747637E+003, 5.3000000E+001, 6.9196873E-009, 6.0746530E-001
 4.5444458E-001, 4.7413130E-002, 0.0000000E+000, 1.0000000E+000, 2.0966328E+003, 5.3000000E+001, 7.4135740E-009, 6.0821000E-001
 4.5677354E-001, 4.7318895E-002, 0.0000000E+000, 1.0000000E+000, 2.1200685E+003, 5.3000000E+001, 8.1421521E-009, 6.0923496E-001
 4.5832618E-001, 4.7240195E-002, 0.0000000E+000, 1.0000000E+000, 2.1320581E+003, 5.3000000E+001, 8.7830247E-009, 6.1006625E-001
 4.6065514E-001, 4.7161326E-002, 0.0000000E+000, 1.0000000E+000, 2.1545338E+003, 5.3000000E+001, 9.4421371E-009, 6.1085552E-001
 4.6220778E-001, 4.7082310E-002, 0.0000000E+000, 1.0000000E+000, 2.1775316E+003, 5.4000000E+001, 7.9138809E-009, 6.1396296E-001
 4.6453674E-001, 4.7003128E-002, 0.0000000E+000, 1.0000000E+000, 2.1932997E+003, 5.5000000E+001, 5.9501118E-009, 6.1662447E-001
 4.6608938E-001, 4.6923804E-002, 0.0000000E+000, 1.0000000E+000, 2.1992613E+003, 5.5000000E+001, 5.6729162E-009, 6.1604639E-001
 4.6841834E-001, 4.6844317E-002, 0.0000000E+000, 1.0000000E+000, 2.2215511E+003, 5.5000000E+001, 4.8837400E-009, 6.1432670E-001
 4.7074731E-001, 4.6748742E-002, 0.0000000E+000, 1.0000000E+000, 2.2507813E+003, 5.5000000E+001, 6.0606579E-009, 6.1665153E-001
 4.7229995E-001, 4.6668937E-002, 0.0000000E+000, 1.0000000E+000, 2.2613168E+003, 5.5000000E+001, 7.4132190E-009, 6.1892230E-001
 4.7462891E-001, 4.6588977E-002, 0.0000000E+000, 1.0000000E+000, 2.2703417E+003, 5.5000000E+001, 8.0304807E-009, 6.1978482E-001
 4.7618155E-001, 4.6508882E-002, 0.0000000E+000, 1.0000000E+000, 2.2931398E+003, 5.5000000E+001, 8.3147791E-009, 6.2013926E-001
 4.7851051E-001, 4.6428634E-002, 0.0000000E+000, 1.0000000E+000, 2.3165568E+003, 5.5000000E+001, 8.2298097E-009, 6.1998373E-001
 4.8006315E-001, 4.6348255E-002, 0.0000000E+000, 1.0000000E+000, 2.3307943E+003, 5.5000000E+001, 7.7717831E-009, 6.1929876E-001
 4.8239211E-001, 4.6267727E-002, 0.0000000E+000, 1.0000000E+000, 2.3555724E+003, 5.5000000E+001, 7.1071891E-009, 6.1825270E-001
 4.8456489E-001, 4.6179407E-002, 0.0000000E+000, 1.0000000E+000, 2.3742357E+003, 5.5000000E+001, 6.8237458E-009, 6.1851704E-001
 4.8665957E-001, 4.6093472E-002, 0.0000000E+000, 1.0000000E+000, 2.3821992E+003, 5.5000000E+001, 7.1312322E-009, 6.1940076E-001
 4.8805603E-001, 4.6020673E-002, 0.0000000E+000, 1.0000000E+000, 2.4043666E+003, 5.5000000E+001, 7.0963063E-009, 6.1931151E-001
 4.9015071E-001, 4.5947758E-002, 0.0000000E+000, 1.0000000E+000, 2.4287074E+003, 5.5000000E+001, 7.5475991E-009, 6.1996691E-001
 4.9224540E-001, 4.5860126E-002, 0.0000000E+000, 1.0000000E+000, 2.4431677E+003, 5.5000000E+001, 8.4667687E-009, 6.2122454E-001
 4.9434008E-001, 4.5772343E-002, 0.0000000E+000, 1.0000000E+000, 2.4605646E+003, 5.5000000E+001, 9.1031054E-009, 6.2200670E-001
 4.9643477E-001, 4.5684412E-002, 0.0000000E+000, 1.0000000E+000, 2.4912224E+003, 5.5000000E+001, 9.3539005E-009, 6.2227441E-001
 4.9852945E-001, 4.5596335E-002, 0.0000000E+000, 1.0000000E+000, 2.5114033E+003, 5.5000000E+001, 9.6053195E-009, 6.2253571E-001
 5.0062414E-001, 4.5508114E-002, 0.0000000E+000, 1.0000000E+000, 2.5160419E+003, 5.5000000E+001, 9.6476155E-009, 6.2254626E-001
 5.0202060E-001, 4.5434490E-002, 0.0000000E+000, 1.0000000E+000, 2.5345943E+003, 5.5000000E+001, 9.1990223E-009, 6.2197195E-001
 5.0411528E-001, 4.5360764E-002, 0.0000000E+000, 1.0000000E+000, 2.5591231E+003, 5.5000000E+001, 7.2417843E-009, 6.1911682E-001
 5.0620997E-001, 4.5272168E-002, 0.0000000E+000, 1.0000000E+000, 2.5842926E+003, 5.5333333E+001, 6.8686362E-009, 6.1856613E-001
 5.0830465E-001, 4.5183437E-002, 2.7755576E-017, 1.0000000E+000, 2.6037989E+003, 5.6000000E+001, 2.4176707E-009, 6.1237540E-001
 5.1039934E-001, 4.5094571E-002, 2.7755576E-017, 1.0000000E+000, 2.6324120E+003, 5.6000000E+001, 2.5062365E-009, 6.1273295E-001
 5.1249402E-001, 4.5005573E-002, 2.7755576E-017, 1.0000000E+000, 2.6522536E+003, 5.6000000E+001, 2.5844592E-009, 6.1303353E-001
 5.1458871E-001, 4.4916446E-002, 2.7755576E-017, 1.0000000E+000, 2.6578972E+003, 5.6000000E+001, 2.6589782E-009, 6.1330935E-001
 5.1668339E-001, 4.4827190E-002, 2.7755576E-017, 1.0000000E+000, 2.6809512E+003, 5.6000000E+001, 2.7266632E-009, 6.1354974E-001
 5.1807985E-001, 4.4752717E-002, 2.7755576E-017, 1.0000000E+000, 2.7032685E+003, 5.6000000E+001, 2.7680587E-009, 6.1368610E-001
 5.2017453E-001, 4.4678152E-002, 2.7755576E-017, 1.0000000E+000, 2.7192984E+003, 5.6000000E+001, 2.7734110E-009, 6.1367866E-001
 5.2226922E-001, 4.4588566E-002, 2.7755576E-017, 1.0000000E+000, 2.7375455E+003, 5.6000000E+001, 2.6697585E-009, 6.1322609E-001
 5.2436391E-001, 4.4498860E-002, 2.7755576E-017, 1.0000000E+000, 2.7638623E+003, 5.6000000E+001, 2.4160171E-009, 6.1209603E-001
 5.2645859E-001, 4.4409035E-002, 2.7755576E-017, 1.0000000E+000, 2.7893912E+003, 5.6000000E+001, 2.2805081E-009, 6.1143785E-001
 5.2855328E-001, 4.4319095E-002, 2.7755576E-017, 1.0000000E+000, 2.8026342E+003, 5.6000000E+001, 2.4992962E-009, 6.1239791E-001
 5.3064796E-001, 4.4229041E-002, 2.7755576E-017, 1.0000000E+000, 2.8136869E+003, 5.6000000E+001, 2.8649665E-009, 6.1386508E-001
 5.3204442E-001, 4.4153913E-002, 2.7755576E-017, 1.0000000E+000, 2.8356377E+003, 5.6000000E+001, 3.0669590E-009, 6.1459017E-001
 5.3413910E-001, 4.4078704E-002, 3.7007434E-017, 1.0000000E+000, 2.8574922E+003, 5.6000000E+001, 3.1883281E-009, 6.1499009E-001
 5.3623379E-001, 4.3988356E-002, 2.7755576E-017, 1.0000000E+000, 2.8782171E+003, 5.6000000E+001, 3.3034435E-009, 6.1534906E-001
 5.3832847E-001, 4.3897903E-002, 3.7007434E-017, 1.0000000E+000, 2.8844033E+003, 5.6000000E+001, 3.4129061E-009, 6.1567698E-001
 5.4042316E-001, 4.3807345E-002, 2.7755576E-017, 1.0000000E+000, 2.9063087E+003, 5.6000000E+001, 3.5263759E-009, 6.1600669E-001
 5.4251784E-001, 4.3716686E-002, 2.7755576E-017, 1.0000000E+000, 2.9325097E+003, 5.6000000E+001, 3.6442011E-009, 6.1633877E-001
 5.4461253E-001, 4.3625926E-002, 2.7755576E-017, 1.0000000E+000, 2.9450003E+003, 5.6000000E+001, 3.7614448E-009, 6.1665827E-001
 5.4600899E-001, 4.3550221E-002, 2.7755576E-017, 1.0000000E+000, 2.9527312E+003, 5.6000000E+001, 3.8531777E-009, 6.1689987E-001
 5.4810367E-001, 4.3474445E-002, 3.7007434E-017, 1.0000000E+000, 2.9751056E+003, 5.6000000E+001, 3.9329410E-009, 6.1710173E-001
 5.5019836E-001, 4.3383430E-002, 3.7007434E-017, 1.0000000E+000, 2.9949300E+003, 5.6000000E+001, 4.0085917E-009, 6.1728350E-001
 5.5229304E-001, 4.3292323E-002, 2.7755576E-017, 1.0000000E+000, 3.0132001E+003, 5.5333333E+001, 6.0157093E-009, 6.1711848E-001
 5.5438773E-001, 4.3201126E-002, 3.7007434E-017, 1.0000000E+000, 3.0402749E+003, 5.4000000E+001, 9.8304839E-009, 6.1645094E-001
 5.5634174E-001, 4.3117849E-002, 2.7755576E-017, 1.0000000E+000, 3.0580782E+003, 5.4000000E+001, 9.0492692E-009, 6.1624006E-001
 5.5822542E-001, 4.3036907E-002, 2.7755576E-017, 1.0000000E+000, 3.0753068E+003, 5.4000000E+001, 8.5808964E-009, 6.1605731E-001
 5.6010909E-001, 4.2954684E-002, 3.7007434E-017, 1.0000000E+000, 3.1036741E+003, 5.4000000E+001, 8.4763893E-009, 6.1589177E-001
 5.6262066E-001, 4.2858672E-002, 2.7755576E-017, 1.0000000E+000, 3.1358102E+003, 5.4000000E+001, 8.3709165E-009, 6.1571880E-001
 5.6450434E-001, 4.2762576E-002, 1.8503717E-017, 1.0000000E+000, 3.1669296E+003, 5.4000000E+001, 8.2847020E-009, 6.1557050E-001
 5.6638801E-001, 4.2680138E-002, 2.7755576E-017, 1.0000000E+000, 3.1837538E+003, 5.4000000E+001, 8.2325623E-009, 6.1547233E-001
 5.6827169E-001, 4.2597640E-002, 1.8503717E-017, 1.0000000E+000, 3.1864568E+003, 5.4000000E+001, 8.2052357E-009, 6.1540795E-001
 5.7015537E-001, 4.2515083E-002, 2.7755576E-017, 1.0000000E+000, 3.2062449E+003, 5.4000000E+001, 8.2068752E-009, 6.1538341E-001
 5.7203904E-001, 4.2432468E-002, 1.8503717E-017, 1.0000000E+000, 3.2335891E+003, 5.4000000E+001, 8.2044454E-009, 6.1535258E-001
 5.7455061E-001, 4.2336013E-002, 2.0816682E-017, 1.0000000E+000, 3.2650717E+003, 5.4000000E+001, 8.3237179E-009, 6.1548488E-001
 5.7643429E-001, 4.2239488E-002, 1.8503717E-017, 1.0000000E+000, 3.2978325E+003, 5.4000000E+001, 8.4505054E-009, 6.1562420E-001
 5.7831796E-001, 4.2156696E-002, 1.8503717E-017, 1.0000000E+000, 3.3245563E+003, 5.4000000E+001, 8.5962936E-009, 6.1579029E-001
 5.8020164E-001, 4.2073854E-002, 9.2518585E-018, 1.0000000E+000, 3.3388471E+003, 5.4000000E+001, 8.7762521E-009, 6.1599707E-001
 5.8208532E-001, 4.1990965E-002, 1.8503717E-017, 1.0000000E+000, 3.3654409E+003, 5.4000000E+001, 8.9924636E-009, 6.1624463E-001
 5.8459688E-001, 4.1894202E-002, 6.9388939E-018, 1.0000000E+000, 3.3882065E+003, 5.4000000E+001, 9.2960962E-009, 6.1658745E-001
 5.8648056E-001, 4.1797384E-002, 2.7755576E-017, 1.0000000E+000, 3.4081283E+003, 5.4000000E+001, 9.6566775E-009, 6.1698578E-001
 5.8836424E-001, 4.1714353E-002, 1.8503717E-017, 1.0000000E+000, 3.4338025E+003, 5.4666667E+001, 9.5957154E-009, 6.2050836E-001
 5.9024791E-001, 4.1631283E-002, 2.7755576E-017, 1.0000000E+000, 3.4598709E+003, 5.5333333E+001, 8.2613206E-009, 6.2194468E-001
 5.9213159E-001, 4.1548178E-002, 2.7755576E-017, 1.0000000E+000, 3.4862407E+003, 5.6000000E+001, 5.2493866E-009, 6.2083007E-001
 5.9401526E-001, 4.1465041E-002, 2.7755576E-017, 1.0000000E+000, 3.5094767E+003, 5.6000000E+001, 5.2609556E-009, 6.2082249E-001
 5.9652683E-001, 4.1368008E-002, 2.0816682E-017, 1.0000000E+000, 3.5306205E+003, 5.6000000E+001, 5.2584214E-009, 6.2077964E-001
 5.9841051E-001, 4.1270940E-002, 2.7755576E-017, 1.0000000E+000, 3.5624422E+003, 5.6000000E+001, 5.2436787E-009, 6.2071100E-001
 6.0029419E-001, 4.1187712E-002, 2.7755576E-017, 1.0000000E+000, 3.5884973E+003, 5.6000000E+001, 5.2268186E-009, 6.2064330E-001
 6.0217786E-001, 4.1104464E-002, 1.8503717E-017, 1.0000000E+000, 3.6146909E+003, 5.6000000E+001, 5.2116552E-009, 6.2057938E-001
 6.0406154E-001, 4.1021197E-002, 1.8503717E-017, 1.0000000E+000, 3.6401341E+003, 5.6000000E+001, 5.2029819E-009, 6.2052961E-001
 6.0657311E-001, 4.0924035E-002, 2.0816682E-017, 1.0000000E+000, 3.6698495E+003, 5.6000000E+001, 5.2114084E-009, 6.2051173E-001
 6.0845678E-001, 4.0826858E-002, 9.2518585E-018, 1.0000000E+000, 3.7003312E+003, 5.6000000E+001, 5.2544041E-009, 6.2056785E-001
 6.1034046E-001, 4.0743556E-002, 2.7755576E-017, 1.0000000E+000, 3.7268504E+003, 5.6000000E+001, 5.3332514E-009, 6.2070380E-001
 6.1222414E-001, 4.0660249E-002, 1.8503717E-017, 1.0000000E+000, 3.7534210E+003, 5.6000000E+001, 5.4589598E-009, 6.2093385E-001
 6.1410781E-001, 4.0576941E-002, 9.2518585E-018, 1.0000000E+000, 3.7801739E+003, 5.6000000E+001, 5.6220869E-009, 6.2123316E-001
 6.1661938E-001, 4.0479751E-002, 2.0816682E-017, 1.0000000E+000, 3.8130995E+003, 5.6000000E+001, 5.8501235E-009, 6.2164354E-001
 6.1850306E-001, 4.0382566E-002, 9.2518585E-018, 1.0000000E+000, 3.8433760E+003, 5.6000000E+001, 6.1003846E-009, 6.2208020E-001
 6.2038673E-001, 4.0299272E-002, 9.2518585E-018, 1.0000000E+000, 3.8710974E+003, 5.6000000E+001, 6.3183343E-009, 6.2244669E-001
 6.2227041E-001, 4.0215986E-002, 1.8503717E-017, 1.0000000E+000, 3.8975047E+003, 5.6000000E+001, 6.5221280E-009, 6.2277715E-001
 6.2415409E-001, 4.0132709E-002, 1.8503717E-017, 1.0000000E+000, 3.9243894E+003, 5.6000000E+001, 6.6927343E-009, 6.2304289E-001
 6.2603776E-001, 4.0049441E-002, 1.8503717E-017, 1.0000000E+000, 3.9511092E+003, 5.6000000E+001, 6.8128888E-009, 6.2322029E-001
 6.2854933E-001, 3.9952307E-002, 2.0816682E-017, 1.0000000E+000, 3.9812552E+003, 5.6000000E+001, 6.8964657E-009, 6.2333288E-001
 6.3043301E-001, 3.9855183E-002, 9.2518585E-018, 1.0000000E+000, 4.0113347E+003, 5.6000000E+001, 7.0113070E-009, 6.2349439E-001
 6.3231668E-001, 3.9771938E-002, 1.8503717E-017, 1.0000000E+000, 4.0379801E+003, 5.6000000E+001, 7.2347167E-009, 6.2382489E-001
 6.3420036E-001, 3.9688694E-002, 9.2518585E-018, 1.0000000E+000, 4.0642924E+003, 5.6000000E+001, 7.5513058E-009, 6.2428407E-001
 6.3608403E-001, 3.9605445E-002, 9.2518585E-018, 1.0000000E+000, 4.0904264E+003, 5.6000000E+001, 7.8657136E-009, 6.2472159E-001
 6.3859560E-001, 3.9508310E-002, 1.3877788E-017, 1.0000000E+000, 4.1193188E+003, 5.6000000E+001, 8.1175044E-009, 6.2505323E-001
 6.4035366E-001, 3.9417829E-002, 9.9129484E-018, 1.0000000E+000, 4.1479494E+003, 5.6000000E+001, 7.7914770E-009, 6.2532024E-001
 6.4204890E-001, 3.9343593E-002, 2.7755576E-017, 1.0000000E+000, 4.1738491E+003, 5.6000000E+001, 7.5599853E-009, 6.2540029E-001
 6.4430923E-001, 3.9256034E-002, 1.3877788E-017, 1.0000000E+000, 4.2013520E+003, 5.6000000E+001, 7.5712081E-009, 6.2539849E-001
 6.4600447E-001, 3.9168435E-002, 1.8503717E-017, 1.0000000E+000, 4.2292486E+003, 5.6000000E+001, 7.5277972E-009, 6.2531567E-001
 6.4826480E-001, 3.9080783E-002, 2.7755576E-017, 1.0000000E+000, 4.2582586E+003, 5.6000000E+001, 7.4397456E-009, 6.2516531E-001
 6.5052512E-001, 3.8980537E-002, 1.3877788E-017, 1.0000000E+000, 4.2857142E+003, 5.6000000E+001, 7.3195912E-009, 6.2496151E-001
 6.5222037E-001, 3.8892752E-002, 1.8503717E-017, 1.0000000E+000, 4.2986718E+003, 5.6000000E+001, 7.2369874E-009, 6.2481522E-001
 6.5448069E-001, 3.8804892E-002, 2.7755576E-017, 1.0000000E+000, 4.3273734E+003, 5.6000000E+001, 7.2332879E-009, 6.2478930E-001
 6.5617594E-001, 3.8716959E-002, 1.8503717E-017, 1.0000000E+000, 4.3572604E+003, 5.6000000E+001, 7.3511133E-009, 6.2494876E-001
 6.5843626E-001, 3.8628944E-002, 6.9388939E-018, 1.0000000E+000, 4.3861423E+003, 5.6000000E+001, 7.6363247E-009, 6.2535150E-001
 6.6013151E-001, 3.8540857E-002, 2.7755576E-017, 1.0000000E+000, 4.4161900E+003, 5.6000000E+001, 8.0687663E-009, 6.2594545E-001
 6.6239183E-001, 3.8452693E-002, 2.7755576E-017, 1.0000000E+000, 4.4450830E+003, 5.6000000E+001, 8.6188046E-009, 6.2665950E-001
 6.6408707E-001, 3.8364467E-002, 9.2518585E-018, 1.0000000E+000, 4.4742501E+003, 5.6000000E+001, 9.2217163E-009, 6.2739539E-001
 6.6634740E-001, 3.8276183E-002, 2.0816682E-017, 1.0000000E+000, 4.5033662E+003, 5.6250000E+001, 8.5557587E-009, 6.2743170E-001
 6.6804264E-001, 3.8187857E-002, 1.8503717E-017, 1.0000000E+000, 4.5336520E+003, 5.7000000E+001, 5.0561250E-009, 6.2586966E-001
 6.7030297E-001, 3.8099503E-002, 2.0816682E-017, 1.0000000E+000, 4.5647458E+003, 5.7000000E+001, 5.1725012E-009, 6.2609636E-001
 6.7256330E-001, 3.7998517E-002, 1.3877788E-017, 1.0000000E+000, 4.5986136E+003, 5.7000000E+001, 5.3253455E-009, 6.2638959E-001
