s,m3/s,m3/s,m3/s,m3/s,m/s,
Time,flow_in,flow_out,in_net,out_net,error,iter
 4.22659771787470E+000, 9.99522497478292E-001, 9.99522497478287E-001, 9.99522497478292E-001, 9.99522497478287E-001, 2.22044604925031E-016, 1.00000000000000E+000
 4.28327067685523E+000, 9.99573654902011E-001, 9.99573654902032E-001, 9.99573654902011E-001, 9.99573654902032E-001, 2.22044604925031E-016, 1.00000000000000E+000
 4.33994363583577E+000, 9.99619332598095E-001, 9.99619332598098E-001, 9.99619332598095E-001, 9.99619332598098E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.39661659481631E+000, 9.99660117315979E-001, 9.99660117315987E-001, 9.99660117315979E-001, 9.99660117315987E-001, 2.22044604925031E-016, 1.00000000000000E+000
 4.45328955379685E+000, 9.99696533021010E-001, 9.99696533021015E-001, 9.99696533021010E-001, 9.99696533021015E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.50996251277739E+000, 9.99729047603832E-001, 9.99729047603864E-001, 9.99729047603832E-001, 9.99729047603864E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.56663547175793E+000, 9.99758078874561E-001, 9.99758078874565E-001, 9.99758078874561E-001, 9.99758078874565E-001, 2.22044604925031E-016, 1.00000000000000E+000
 4.62330843073847E+000, 9.99783999917607E-001, 9.99783999917613E-001, 9.99783999917607E-001, 9.99783999917613E-001, 2.22044604925031E-016, 1.00000000000000E+000
 4.67998138971900E+000, 9.99807143875048E-001, 9.99807143875058E-001, 9.99807143875048E-001, 9.99807143875058E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.73665434869954E+000, 9.99827808219341E-001, 9.99827808219344E-001, 9.99827808219341E-001, 9.99827808219344E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.79332730768008E+000, 9.99846258569668E-001, 9.99846258569665E-001, 9.99846258569668E-001, 9.99846258569665E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.85000026666062E+000, 9.99862732100545E-001, 9.99862732100535E-001, 9.99862732100545E-001, 9.99862732100535E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.90667322564116E+000, 9.99877440586126E-001, 9.99877440586114E-001, 9.99877440586126E-001, 9.99877440586114E-001, 4.44089209850063E-016, 1.00000000000000E+000
 4.96334618462170E+000, 9.99890573119053E-001, 9.99890573119042E-001, 9.99890573119053E-001, 9.99890573119042E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.02001914360223E+000, 9.99902298538563E-001, 9.99902298538553E-001, 9.99902298538563E-001, 9.99902298538553E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.07669210258277E+000, 9.99912767598898E-001, 9.99912767598889E-001, 9.99912767598898E-001, 9.99912767598889E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.13336506156331E+000, 9.99922114905738E-001, 9.99922114905727E-001, 9.99922114905738E-001, 9.99922114905727E-001, 2.22044604925031E-016, 1.00000000000000E+000
 5.19003802054385E+000, 9.99930460645430E-001, 9.99930460645419E-001, 9.99930460645430E-001, 9.99930460645419E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.24671097952439E+000, 9.99937912129176E-001, 9.99937912129165E-001, 9.99937912129176E-001, 9.99937912129165E-001, 2.22044604925031E-016, 1.00000000000000E+000
 5.29762440876236E+000, 9.99944565171930E-001, 9.99944565171926E-001, 9.99944565171930E-001, 9.99944565171926E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.34853783800034E+000, 9.99949931909619E-001, 9.99949931909613E-001, 9.99949931909619E-001, 9.99949931909613E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.39945126723832E+000, 9.99954779096272E-001, 9.99954779096266E-001, 9.99954779096272E-001, 9.99954779096266E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.45036469647630E+000, 9.99959157027187E-001, 9.99959157027181E-001, 9.99959157027187E-001, 9.99959157027181E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.50127812571427E+000, 9.99963111129210E-001, 9.99963111129203E-001, 9.99963111129210E-001, 9.99963111129203E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.55219155495225E+000, 9.99966682431909E-001, 9.99966682431977E-001, 9.99966682431909E-001, 9.99966682431977E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.60819632711402E+000, 9.99969907993175E-001, 9.99969907993252E-001, 9.99969907993175E-001, 9.99969907993252E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.66980157649198E+000, 9.99973096627984E-001, 9.99973096628005E-001, 9.99973096627984E-001, 9.99973096628005E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.73140682586993E+000, 9.99976215295806E-001, 9.99976215295788E-001, 9.99976215295806E-001, 9.99976215295788E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.79301207524788E+000, 9.99978972448102E-001, 9.99978972448139E-001, 9.99978972448102E-001, 9.99978972448139E-001, 4.44089209850063E-016, 1.00000000000000E+000
