s,m3/s,m3/s,m3/s,m3/s,m/s,
Time,flow_in,flow_out,in_net,out_net,error,iter
 8.36667748564721E+000, 1.00056766968803E+000, 7.98635934075547E-001, 1.00056766968803E+000, 7.98635934075547E-001, 5.69678348254040E-002, 2.00000000000000E+000
 8.42807612480421E+000, 1.00052276536964E+000, 8.07095016182075E-001, 1.00052276536964E+000, 8.07095016182075E-001, 5.48348804996866E-002, 2.00000000000000E+000
 8.48947476396120E+000, 1.00050560883525E+000, 8.15228600364122E-001, 1.00050560883525E+000, 8.15228600364122E-001, 5.90531470915673E-002, 2.00000000000000E+000
 8.55087340311819E+000, 1.00041839191293E+000, 8.23163801350614E-001, 1.00041839191293E+000, 8.23163801350614E-001, 6.89137925228928E-002, 2.00000000000000E+000
 8.61227204227518E+000, 1.00028861837009E+000, 8.30828082012172E-001, 1.00028861837009E+000, 8.30828082012172E-001, 6.81496716494659E-002, 2.00000000000000E+000
 8.67367068143217E+000, 1.00008017075555E+000, 8.38184880650766E-001, 1.00008017075555E+000, 8.38184880650766E-001, 9.20280847700712E-002, 2.00000000000000E+000
 8.72442600108055E+000, 9.99902431171453E-001, 8.43929196786813E-001, 9.99902431171453E-001, 8.43929196786813E-001, 8.96110123384410E-002, 1.00000000000000E+000
 8.77518132072894E+000, 9.99623528315386E-001, 8.49436527940657E-001, 9.99623528315386E-001, 8.49436527940657E-001, 7.46872706439057E-002, 2.00000000000000E+000
 8.82593664037732E+000, 9.99313516392814E-001, 8.54537771427378E-001, 9.99313516392814E-001, 8.54537771427378E-001, 8.13423400189133E-002, 1.00000000000000E+000
 8.87669196002571E+000, 9.98920962122483E-001, 8.59184500417089E-001, 9.98920962122483E-001, 8.59184500417089E-001, 5.00239280296040E-002, 2.00000000000000E+000
 8.92744727967409E+000, 9.98489567322352E-001, 8.63410356702181E-001, 9.98489567322352E-001, 8.63410356702181E-001, 8.64782342581691E-002, 1.00000000000000E+000
 8.97820259932248E+000, 9.98074031576723E-001, 8.67100233856155E-001, 9.98074031576723E-001, 8.67100233856155E-001, 5.41879821182182E-002, 2.00000000000000E+000
 9.02895791897086E+000, 9.97640475246376E-001, 8.70408909072482E-001, 9.97640475246376E-001, 8.70408909072482E-001, 8.31596631497964E-002, 1.00000000000000E+000
 9.07971323861925E+000, 9.97261470364439E-001, 8.73042376878877E-001, 9.97261470364439E-001, 8.73042376878877E-001, 5.27621813756570E-002, 2.00000000000000E+000
 9.13046855826763E+000, 9.96879690719602E-001, 8.75329343792475E-001, 9.96879690719602E-001, 8.75329343792475E-001, 8.45336828170644E-002, 1.00000000000000E+000
 9.18629940988085E+000, 9.96582146413115E-001, 8.77168964044108E-001, 9.96582146413115E-001, 8.77168964044108E-001, 4.54521805872049E-002, 2.00000000000000E+000
 9.24213026149408E+000, 9.96436164719776E-001, 8.78405479711084E-001, 9.96436164719776E-001, 8.78405479711084E-001, 6.45379229690861E-002, 2.00000000000000E+000
 9.30354419826862E+000, 9.96289675300574E-001, 8.79124740680105E-001, 9.96289675300574E-001, 8.79124740680105E-001, 6.06878706694963E-002, 2.00000000000000E+000
 9.36495813504317E+000, 9.96183190222558E-001, 8.79259232425415E-001, 9.96183190222558E-001, 8.79259232425415E-001, 8.25976580315035E-002, 2.00000000000000E+000
 9.42637207181772E+000, 9.96123250979308E-001, 8.78879838499054E-001, 9.96123250979308E-001, 8.78879838499054E-001, 6.53259624335983E-002, 2.00000000000000E+000
 9.48778600859226E+000, 9.96148810907490E-001, 8.78008335019135E-001, 9.96148810907490E-001, 8.78008335019135E-001, 8.94007405934920E-002, 2.00000000000000E+000
 9.54919994536681E+000, 9.96214114358577E-001, 8.76815808432717E-001, 9.96214114358577E-001, 8.76815808432717E-001, 5.92317561451082E-002, 2.00000000000000E+000
 9.61061388214135E+000, 9.96280555860475E-001, 8.75412912064700E-001, 9.96280555860475E-001, 8.75412912064700E-001, 7.54581920026567E-002, 2.00000000000000E+000
 9.67202781891590E+000, 9.96332130582901E-001, 8.73951669745947E-001, 9.96332130582901E-001, 8.73951669745947E-001, 4.97320361065412E-002, 2.00000000000000E+000
 9.73344175569044E+000, 9.96337039463411E-001, 8.72484436187045E-001, 9.96337039463411E-001, 8.72484436187045E-001, 4.06392512648631E-002, 2.00000000000000E+000
 9.78760781581239E+000, 9.96346867068510E-001, 8.71202821728053E-001, 9.96346867068510E-001, 8.71202821728053E-001, 9.61263904102057E-002, 1.00000000000000E+000
 9.84177387593433E+000, 9.96406030508540E-001, 8.70030248776542E-001, 9.96406030508540E-001, 8.70030248776542E-001, 5.54588685827660E-002, 2.00000000000000E+000
