Emissivity of a 10 m long gas column with H2O vapor volume fraction of 0.002
T(K),emissivity,
3.00E+02,0.10075709
4.00E+02,0.09117822
5.00E+02,0.08558989
6.00E+02,0.07846804
8.00E+02,0.06388890
1.00E+03,0.05184949
1.20E+03,0.04210258
1.60E+03,0.02765895
2.00E+03,0.01825592
2.27E+03,0.013886
