Time1,OH1,TMP1
0.008128716669398918,5.602839982395372e-09,1200.75621712613
0.00826240334744396,5.6669975664807635e-09,1200.7780999017457
0.008396090025489003,5.7317686046975565e-09,1200.8002373562813
0.008529776703534046,5.797161707271303e-09,1200.8226319984483
0.00866346338157909,5.8631854945650095e-09,1200.845286376051
0.008797150059624132,5.929848599712325e-09,1200.8682030755615
0.008930836737669175,5.9971597161565185e-09,1200.8913847219017
0.009137021242488772,6.1022641213350655e-09,1200.9276632980145
0.00934320574730837,6.2089633095148835e-09,1200.964588394303
0.009549390252127967,6.317290397219451e-09,1201.0021701816897
0.009755574756947565,6.427279164754654e-09,1201.040419054567
0.009961759261767162,6.538964123494933e-09,1201.0793456350361
0.01016794376658676,6.652380574677315e-09,1201.118960777467
0.010478216921842,6.826396466324923e-09,1201.1798971397475
0.010788490077097241,7.004542385401127e-09,1201.242456781393
0.011098763232352482,7.186950158200437e-09,1201.3066798359507
0.011409036387607723,7.373756722065734e-09,1201.3726077811252
0.011719309542862964,7.56510439615433e-09,1201.4402834928262
0.012029582698118204,7.761141264214737e-09,1201.5097513019414
0.012339855853373445,7.96202141220424e-09,1201.5810570544566
0.012650129008628686,8.167905307493057e-09,1201.654248175401
0.012960402163883927,8.378960105331319e-09,1201.7293737366026
0.013270675319139167,8.595360062990618e-09,1201.8064845280762
0.013580948474394408,8.81728687774278e-09,1201.8856331333432
0.013891221629649649,9.0449301584875e-09,1201.9668740089887
0.01420149478490489,9.278487812061869e-09,1202.0502635689602
0.01451176794016013,9.518166578911693e-09,1202.1358602736884
0.014822041095415371,9.764182459411987e-09,1202.2237247244886
0.015132314250670612,1.0016761339530036e-08,1202.3139197633297
0.015442587405925853,1.0276139455332067e-08,1202.406510578724
0.01575286056118109,1.0542564140097789e-08,1202.5015648177334
0.01606313371643633,1.0816294308168657e-08,1202.599152705127
0.01637340687169157,1.1097601377005826e-08,1202.6993471693322
0.01668368002694681,1.1386769746220896e-08,1202.8022239767954
0.016993953182202048,1.1684097874990125e-08,1202.9078618741414
0.017304226337457287,1.1989898918638379e-08,1203.0163427398022
0.017614499492712526,1.2304501931713435e-08,1203.127751744728
0.017924772647967765,1.2628252425894818e-08,1203.2421775244406
0.018235045803223004,1.2961513960845853e-08,1203.3597123614306
0.018545318958478243,1.3304668839995939e-08,1203.4804523803753
0.018855592113733482,1.365811997855399e-08,1203.6044977551987
0.01916586526898872,1.4022291168533973e-08,1203.731952932226
0.01947613842424396,1.4397629801294636e-08,1203.8629268671918
0.0197864115794992,1.4784607687601463e-08,1203.9975332780934
0.020096684734754438,1.518372292652925e-08,1204.1358909179282
0.020406957890009677,1.5595501399010867e-08,1204.278123865778
0.020717231045264916,1.602049991591119e-08,1204.4243618383591
0.020937683612687417,1.633082087003661e-08,1204.5307735401602
0.021158136180109918,1.6648333677740517e-08,1204.6393260469563
0.02137858874753242,1.697326927611444e-08,1204.7500716382067
0.02159904131495492,1.7305868717518252e-08,1204.8630643484914
0.02181949388237742,1.7646382026067913e-08,1204.9783600449523
