s,m/s,,s
Time,error,iter,cputime
 6.3038368E+000, 2.8454949E-003, 1.2610000E+003, 2.3718132E+003
 6.3400129E+000, 1.9405578E-003, 1.8770000E+003, 2.3861308E+003
 6.3641304E+000, 1.4805375E-003, 1.7245000E+003, 2.3982143E+003
 6.3989152E+000, 1.6113837E-003, 1.4692539E+003, 2.4141190E+003
 6.4202500E+000, 9.9953400E-004, 6.9450000E+002, 2.4279158E+003
 6.4522521E+000, 1.2875211E-003, 1.2093333E+003, 2.4399806E+003
 6.4842542E+000, 2.7248281E-003, 1.9703333E+003, 2.4561284E+003
 6.5162564E+000, 1.5676538E-003, 1.8023333E+003, 2.4718431E+003
 6.5482585E+000, 1.0716523E-003, 1.2066667E+003, 2.4861704E+003
 6.5802606E+000, 1.4584430E-003, 1.4790000E+003, 2.5020749E+003
 6.6026621E+000, 1.1479915E-003, 1.0754762E+003, 2.5141620E+003
 6.6378644E+000, 1.0334641E-003, 8.1833333E+002, 2.5222956E+003
 6.6613327E+000, 1.4976468E-003, 1.3730000E+003, 2.5302176E+003
 6.6965350E+000, 1.6519033E-003, 2.0000000E+003, 2.5461340E+003
 6.7200032E+000, 1.7379318E-003, 1.9830000E+003, 2.5600474E+003
 6.7515788E+000, 9.9904498E-004, 2.4633333E+002, 2.5685958E+003
 6.7831544E+000, 1.0243389E-003, 1.3633333E+003, 2.5810952E+003
 6.8147299E+000, 1.3137137E-003, 1.6413333E+003, 2.5957622E+003
 6.8463055E+000, 2.2957599E-003, 2.0000000E+003, 2.6131613E+003
 6.8810386E+000, 1.6320886E-003, 1.4596667E+003, 2.6332064E+003
 6.9041940E+000, 1.0544703E-003, 1.0350000E+003, 2.6446415E+003
 6.9389271E+000, 1.1536322E-003, 9.2666667E+002, 2.6526383E+003
 6.9620826E+000, 9.9985664E-004, 2.1900000E+002, 2.6578966E+003
 6.9968157E+000, 1.0346151E-003, 7.9400000E+002, 2.6644325E+003
 7.0315488E+000, 9.9951138E-004, 5.0700000E+002, 2.6719643E+003
 7.0547042E+000, 1.6971372E-003, 2.0000000E+003, 2.6847510E+003
 7.0894374E+000, 1.1423512E-003, 1.3596667E+003, 2.6947157E+003
 7.1125928E+000, 1.0294328E-003, 1.8060000E+003, 2.7086871E+003
 7.1473259E+000, 1.0811134E-003, 1.2916667E+003, 2.7187528E+003
 7.1704813E+000, 1.2218114E-003, 2.0000000E+003, 2.7263990E+003
 7.2052144E+000, 1.0186067E-003, 7.9366667E+002, 2.7355181E+003
 7.2399476E+000, 1.7336382E-003, 1.3986667E+003, 2.7486881E+003
 7.2631030E+000, 9.9930532E-004, 4.5550000E+002, 2.7582027E+003
 7.2978361E+000, 1.1730860E-003, 1.0263333E+003, 2.7626633E+003
 7.3209915E+000, 1.5422580E-003, 2.0000000E+003, 2.7759649E+003
 7.3557246E+000, 1.9132644E-003, 1.7330000E+003, 2.7903002E+003
 7.3904578E+000, 9.9990822E-004, 1.8666667E+003, 2.8071723E+003
 7.4136132E+000, 9.9953659E-004, 6.8850000E+002, 2.8144907E+003
 7.4483463E+000, 1.5419187E-003, 1.1100000E+003, 2.8253365E+003
 7.4715017E+000, 1.7560209E-003, 1.3920000E+003, 2.8349797E+003
 7.5062348E+000, 1.0161039E-003, 8.8300000E+002, 2.8414914E+003
 7.5409680E+000, 1.7634736E-003, 2.0000000E+003, 2.8512801E+003
 7.5641234E+000, 9.9916522E-004, 2.7050000E+002, 2.8601717E+003
 7.5988565E+000, 1.8575184E-003, 1.4936667E+003, 2.8727407E+003
 7.6220119E+000, 1.4946152E-003, 2.0000000E+003, 2.8865263E+003
 7.6567450E+000, 9.9852553E-004, 9.8700000E+002, 2.8997822E+003
 7.6914782E+000, 1.0008873E-003, 8.7633333E+002, 2.9104414E+003
 7.7146336E+000, 2.3560618E-003, 1.2255000E+003, 2.9223891E+003
 7.7493667E+000, 1.4691075E-003, 1.6813333E+003, 2.9315535E+003
 7.7725221E+000, 9.9864688E-004, 9.4300000E+002, 2.9415439E+003
 7.8072552E+000, 1.5849433E-003, 1.4613333E+003, 2.9501486E+003
 7.8304107E+000, 1.8346664E-003, 1.6300000E+003, 2.9618950E+003
 7.8639591E+000, 9.9939275E-004, 6.0807990E+002, 2.9712153E+003
 7.8951382E+000, 9.9398245E-004, 7.3700000E+002, 2.9781088E+003
 7.9263173E+000, 9.9992920E-004, 1.1000000E+003, 2.9855683E+003
 7.9574964E+000, 1.0398686E-003, 7.6900000E+002, 2.9953417E+003
 7.9886755E+000, 1.3695000E-003, 1.2046667E+003, 3.0039423E+003
 8.0198546E+000, 1.0345158E-003, 7.6133333E+002, 3.0151872E+003
 8.0406407E+000, 1.1600425E-003, 1.0760000E+003, 3.0200870E+003
 8.0718198E+000, 1.7417478E-003, 1.3800000E+003, 3.0258851E+003
 8.1029989E+000, 1.5380835E-003, 1.5000000E+003, 3.0419746E+003
 8.1341780E+000, 1.1779164E-003, 6.8733333E+002, 3.0482389E+003
 8.1653571E+000, 1.1795029E-003, 9.9900000E+002, 3.0583880E+003
 8.1965362E+000, 1.2404867E-003, 1.3856667E+003, 3.0716486E+003
 8.2277153E+000, 2.0302611E-003, 2.0000000E+003, 3.0889875E+003
 8.2588944E+000, 1.3017463E-003, 1.3950000E+003, 3.1040357E+003
 8.2911128E+000, 1.8803120E-003, 2.0000000E+003, 3.1204536E+003
 8.3139775E+000, 9.9933795E-004, 4.8900000E+002, 3.1312657E+003
