s,m3/s,m3/s
Time,VDOT_IN,VDOT_OUT
 2.49875888330229E+000,-6.31412002335180E+000, 6.31412002335183E+000
 2.50561950010917E+000,-6.31528260912123E+000, 6.31528260912125E+000
 2.51248011691605E+000,-6.31642956002952E+000, 6.31642956002951E+000
 2.52345710380705E+000,-6.31823267783927E+000, 6.31823267783930E+000
 2.53100378229461E+000,-6.31944984609669E+000, 6.31944984609671E+000
 2.53855046078218E+000,-6.32064900893055E+000, 6.32064900893053E+000
 2.54609713926974E+000,-6.32183042935162E+000, 6.32183042935160E+000
 2.55364381775731E+000,-6.32299436662766E+000, 6.32299436662767E+000
 2.56119049624487E+000,-6.32414107633371E+000, 6.32414107633371E+000
 2.56873717473244E+000,-6.32527081040167E+000, 6.32527081040168E+000
 2.57628385322000E+000,-6.32638381716970E+000, 6.32638381716971E+000
 2.58760387095135E+000,-6.32802249816115E+000, 6.32802249816117E+000
 2.59515054943891E+000,-6.32909475001088E+000, 6.32909475001086E+000
 2.60269722792648E+000,-6.33015111613873E+000, 6.33015111613875E+000
 2.61024390641404E+000,-6.33119182930363E+000, 6.33119182930362E+000
 2.61779058490160E+000,-6.33221711893057E+000, 6.33221711893055E+000
 2.62533726338917E+000,-6.33322721115639E+000, 6.33322721115641E+000
 2.63288394187673E+000,-6.33422232887477E+000, 6.33422232887475E+000
 2.64043062036430E+000,-6.33520269178021E+000, 6.33520269178019E+000
 2.65175063809564E+000,-6.33664604369232E+000, 6.33664604369230E+000
 2.65929731658321E+000,-6.33759046013051E+000, 6.33759046013050E+000
 2.66684399507077E+000,-6.33852086612328E+000, 6.33852086612329E+000
 2.67439067355834E+000,-6.33943746750476E+000, 6.33943746750478E+000
 2.68193735204590E+000,-6.34034046714457E+000, 6.34034046714454E+000
 2.68948403053347E+000,-6.34123006498864E+000, 6.34123006498866E+000
 2.69703070902103E+000,-6.34210645810005E+000, 6.34210645810007E+000
 2.70457738750860E+000,-6.34296984069851E+000, 6.34296984069851E+000
 2.71212406599616E+000,-6.34382040419989E+000, 6.34382040419987E+000
 2.72344408372751E+000,-6.34507262557242E+000, 6.34507262557244E+000
 2.73099076221507E+000,-6.34589196072553E+000, 6.34589196072551E+000
 2.73853744070264E+000,-6.34669912521449E+000, 6.34669912521451E+000
 2.74608411919020E+000,-6.34749429831260E+000, 6.34749429831261E+000
 2.75363079767776E+000,-6.34827765669713E+000, 6.34827765669716E+000
 2.76117747616533E+000,-6.34904937448590E+000, 6.34904937448588E+000
 2.76872415465289E+000,-6.34980962327270E+000, 6.34980962327273E+000
 2.77627083314046E+000,-6.35055857216319E+000, 6.35055857216316E+000
 2.78759085087180E+000,-6.35166117208155E+000, 6.35166117208155E+000
 2.79513752935937E+000,-6.35238259505017E+000, 6.35238259505019E+000
 2.80268420784693E+000,-6.35309329089416E+000, 6.35309329089420E+000
 2.80980479128995E+000,-6.35375416669890E+000, 6.35375416669888E+000
 2.81649927968842E+000,-6.35436703167581E+000, 6.35436703167584E+000
 2.82654101228612E+000,-6.35527118758319E+000, 6.35527118758320E+000
 2.83323550068459E+000,-6.35586401807361E+000, 6.35586401807363E+000
 2.84327723328229E+000,-6.35673861381446E+000, 6.35673861381445E+000
 2.85030644610069E+000,-6.35734053291620E+000, 6.35734053291623E+000
 2.85767038333900E+000,-6.35796216389303E+000, 6.35796216389303E+000
 2.86540251743923E+000,-6.35860516135404E+000, 6.35860516135405E+000
 2.87350284840138E+000,-6.35926826523950E+000, 6.35926826523949E+000
 2.88160317936353E+000,-6.35992078023259E+000, 6.35992078023257E+000
 2.88970351032567E+000,-6.36056287436327E+000, 6.36056287436327E+000
 2.89738566482371E+000,-6.36116234305350E+000, 6.36116234305349E+000
 2.90464964285765E+000,-6.36172082086461E+000, 6.36172082086464E+000
 2.91590880881024E+000,-6.36257067893894E+000, 6.36257067893895E+000
 2.92389918464757E+000,-6.36316236579546E+000, 6.36316236579544E+000
 2.93188956048490E+000,-6.36374472577131E+000, 6.36374472577133E+000
 2.93987993632223E+000,-6.36431790505459E+000, 6.36431790505462E+000
 2.94787031215955E+000,-6.36488204756814E+000, 6.36488204756813E+000
 2.95586068799688E+000,-6.36543729500380E+000, 6.36543729500377E+000
 2.96385106383421E+000,-6.36598378685636E+000, 6.36598378685637E+000
 2.97184143967153E+000,-6.36652166045692E+000, 6.36652166045690E+000
 2.97893571966370E+000,-6.36699209963938E+000, 6.36699209963936E+000
 2.98602999965587E+000,-6.36745594504018E+000, 6.36745594504020E+000
 2.99312427964804E+000,-6.36791328860907E+000, 6.36791328860905E+000
 3.00021855964020E+000,-6.36836422102645E+000, 6.36836422102642E+000
 3.01085997962846E+000,-6.36902879403029E+000, 6.36902879403027E+000
 3.01795425962062E+000,-6.36946408712188E+000, 6.36946408712186E+000
 3.02504853961279E+000,-6.36989327669518E+000, 6.36989327669520E+000
 3.03214281960496E+000,-6.37031644792888E+000, 6.37031644792890E+000
 3.04278423959321E+000,-6.37094010382704E+000, 6.37094010382705E+000
 3.04987851958538E+000,-6.37134859418007E+000, 6.37134859418007E+000
 3.05697279957755E+000,-6.37175135515014E+000, 6.37175135515015E+000
