s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 3.0200000E-001, 2.8908192E-001, 3.3711782E-001,-9.8704107E-001, 9.9998996E-006, 5.1000000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0400000E-001, 2.8741806E-001, 3.3528733E-001,-9.8812701E-001, 9.9595142E-006, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0600000E-001, 2.8575312E-001, 3.3345624E-001,-9.8778734E-001, 9.8889857E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0800000E-001, 2.8408756E-001, 3.3162379E-001,-9.8922331E-001, 9.9007890E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1000000E-001, 2.8242155E-001, 3.2979029E-001,-9.8917968E-001, 9.9846715E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1200000E-001, 2.8075430E-001, 3.2795492E-001,-9.9030151E-001, 9.9510837E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1400000E-001, 2.7908653E-001, 3.2611831E-001,-9.8999745E-001, 9.9511761E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1600000E-001, 2.7741817E-001, 3.2428004E-001,-9.9027310E-001, 9.9275173E-006, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1800000E-001, 2.7574893E-001, 3.2243968E-001,-9.9112277E-001, 9.9074446E-006, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2000000E-001, 2.7407948E-001, 3.2059754E-001,-9.9095131E-001, 9.8947562E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2200000E-001, 2.7240956E-001, 3.1875330E-001,-9.9124310E-001, 9.9269875E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2400000E-001, 2.7073929E-001, 3.1690669E-001,-9.9183928E-001, 9.9875541E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2600000E-001, 2.6906893E-001, 3.1505760E-001,-9.9195714E-001, 9.9220215E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2800000E-001, 2.6739833E-001, 3.1320582E-001,-9.9240066E-001, 9.9404646E-006, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3000000E-001, 2.6572790E-001, 3.1135132E-001,-9.9261898E-001, 9.9735327E-006, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3200000E-001, 2.6405755E-001, 3.0949372E-001,-9.9307767E-001, 9.9276619E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3400000E-001, 2.6238754E-001, 3.0763302E-001,-9.9329516E-001, 9.9629395E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3600000E-001, 2.6071795E-001, 3.0576897E-001,-9.9368838E-001, 9.9837019E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3800000E-001, 2.5904898E-001, 3.0390139E-001,-9.9400387E-001, 9.9810332E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4000000E-001, 2.5738071E-001, 3.0203003E-001,-9.9432444E-001, 9.9307868E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4200000E-001, 2.5571328E-001, 3.0015480E-001,-9.9464365E-001, 9.9403752E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4400000E-001, 2.5404693E-001, 2.9827557E-001,-9.9497482E-001, 9.9870105E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4600000E-001, 2.5238182E-001, 2.9639202E-001,-9.9538957E-001, 9.9220033E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4800000E-001, 2.5071805E-001, 2.9450410E-001,-9.9563756E-001, 9.9331821E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5000000E-001, 2.4905585E-001, 2.9261165E-001,-9.9598511E-001, 9.9658823E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5200000E-001, 2.4642737E-001, 2.8959811E-001,-1.5837595E+000, 9.9548211E-006, 4.9600000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5400000E-001, 2.4380041E-001, 2.8658185E-001,-1.5823281E+000, 9.6407710E-006, 8.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5600000E-001, 2.4117630E-001, 2.8356232E-001,-1.5833379E+000, 9.8962862E-006, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5800000E-001, 2.3855394E-001, 2.8053790E-001,-1.5848933E+000, 9.9764614E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6000000E-001, 2.3593312E-001, 2.7750804E-001,-1.5851585E+000, 9.9718813E-006, 2.9000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6200000E-001, 2.3331442E-001, 2.7447502E-001,-1.5843738E+000, 9.9315703E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6400000E-001, 2.3069808E-001, 2.7143732E-001,-1.5864811E+000, 9.9802250E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6600000E-001, 2.2808388E-001, 2.6839425E-001,-1.5865186E+000, 9.9646270E-006, 3.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6800000E-001, 2.2547170E-001, 2.6534746E-001,-1.5863015E+000, 9.9703968E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7000000E-001, 2.2286216E-001, 2.6229660E-001,-1.5872490E+000, 9.9433902E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7200000E-001, 2.2025540E-001, 2.5924141E-001,-1.5880285E+000, 9.9847881E-006, 1.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7400000E-001, 2.1765061E-001, 2.5618107E-001,-1.5886319E+000, 9.9674408E-006, 2.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7600000E-001, 2.1504809E-001, 2.5311685E-001,-1.5884648E+000, 9.9463865E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7800000E-001, 2.1244819E-001, 2.5004868E-001,-1.5890019E+000, 9.9709645E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8000000E-001, 2.0985079E-001, 2.4697636E-001,-1.5897572E+000, 9.9601750E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8200000E-001, 2.0725580E-001, 2.4390000E-001,-1.5901390E+000, 9.9735078E-006, 1.7000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8400000E-001, 2.0466300E-001, 2.4081963E-001,-1.5906808E+000, 9.9758070E-006, 1.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8600000E-001, 2.0207254E-001, 2.3773567E-001,-1.5909452E+000, 9.9923298E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8800000E-001, 1.9948432E-001, 2.3464807E-001,-1.5915480E+000, 9.9725878E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9000000E-001, 1.9689830E-001, 2.3155708E-001,-1.5919349E+000, 9.9723188E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9200000E-001, 1.9431434E-001, 2.2846278E-001,-1.5924271E+000, 9.9650456E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9400000E-001, 1.9173234E-001, 2.2536543E-001,-1.5928601E+000, 9.9912953E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9600000E-001, 1.8915226E-001, 2.2226521E-001,-1.5933258E+000, 9.9901282E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9800000E-001, 1.8657392E-001, 2.1916226E-001,-1.5938154E+000, 9.9866549E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0000000E-001, 1.8399720E-001, 2.1605678E-001,-1.5942517E+000, 9.9642600E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0200000E-001, 1.8069570E-001, 2.1211205E-001,-2.0352678E+000, 9.9479948E-006, 4.5900000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0400000E-001, 1.7739493E-001, 2.0816780E-001,-2.0340815E+000, 9.9021063E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0600000E-001, 1.7409541E-001, 2.0422346E-001,-2.0354149E+000, 9.9826228E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0800000E-001, 1.7079618E-001, 2.0027825E-001,-2.0365729E+000, 9.9787968E-006, 1.8000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1000000E-001, 1.6749671E-001, 1.9633256E-001,-2.0366449E+000, 9.9668028E-006, 2.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1200000E-001, 1.6419701E-001, 1.9238729E-001,-2.0368619E+000, 9.9388506E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1400000E-001, 1.6089708E-001, 1.8844268E-001,-2.0373914E+000, 9.9213145E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1600000E-001, 1.5759669E-001, 1.8449894E-001,-2.0378764E+000, 9.9033797E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1800000E-001, 1.5429553E-001, 1.8055628E-001,-2.0383104E+000, 9.9049141E-006, 1.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2000000E-001, 1.5099337E-001, 1.7661506E-001,-2.0386988E+000, 9.9568382E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2200000E-001, 1.4769000E-001, 1.7267553E-001,-2.0391300E+000, 9.9496278E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2400000E-001, 1.4438519E-001, 1.6873796E-001,-2.0395162E+000, 9.9197923E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2600000E-001, 1.4107874E-001, 1.6480262E-001,-2.0398612E+000, 9.8700183E-006, 1.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2800000E-001, 1.3777044E-001, 1.6086985E-001,-2.0401675E+000, 9.9558167E-006, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3000000E-001, 1.3446007E-001, 1.5693983E-001,-2.0405929E+000, 9.9238456E-006, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3200000E-001, 1.3114742E-001, 1.5301284E-001,-2.0408895E+000, 9.8844557E-006, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3400000E-001, 1.2783227E-001, 1.4908910E-001,-2.0412265E+000, 9.8114792E-006, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3600000E-001, 1.2451444E-001, 1.4516890E-001,-2.0415147E+000, 9.9502981E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3800000E-001, 1.2119374E-001, 1.4125247E-001,-2.0418443E+000, 9.9106418E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4000000E-001, 1.1786997E-001, 1.3734001E-001,-2.0421290E+000, 9.8486780E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4200000E-001, 1.1454296E-001, 1.3343175E-001,-2.0424459E+000, 9.9913006E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4400000E-001, 1.1121251E-001, 1.2952789E-001,-2.0427932E+000, 9.9517177E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4600000E-001, 1.0787844E-001, 1.2562860E-001,-2.0430896E+000, 9.8677898E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4800000E-001, 1.0454060E-001, 1.2173410E-001,-2.0433410E+000, 9.7675607E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5000000E-001, 1.0119881E-001, 1.1784454E-001,-2.0435514E+000, 9.6523770E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5200000E-001, 9.7490799E-002, 1.1354309E-001,-2.2646148E+000, 9.9609661E-006, 3.7000000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5400000E-001, 9.3777054E-002, 1.0924707E-001,-2.2645491E+000, 9.9035069E-006, 1.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5600000E-001, 9.0058086E-002, 1.0495717E-001,-2.2646739E+000, 9.9607253E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5800000E-001, 8.6334179E-002, 1.0067369E-001,-2.2649810E+000, 9.7735227E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6000000E-001, 8.2605170E-002, 9.6396752E-002,-2.2652379E+000, 9.5774373E-006, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6200000E-001, 7.8870799E-002, 9.2126455E-002,-2.2654356E+000, 9.7562872E-006, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6400000E-001, 7.5130910E-002, 8.7862996E-002,-2.2655875E+000, 9.8340981E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6600000E-001, 7.1385404E-002, 8.3606515E-002,-2.2657801E+000, 9.6021115E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6800000E-001, 6.7634197E-002, 7.9357097E-002,-2.2659300E+000, 9.3210706E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7000000E-001, 6.3877192E-002, 7.5114846E-002,-2.2660413E+000, 9.2839717E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7200000E-001, 6.0114269E-002, 7.0879808E-002,-2.2661877E+000, 9.2877265E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7400000E-001, 5.6345308E-002, 6.6652064E-002,-2.2662885E+000, 9.2432932E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7600000E-001, 5.2570208E-002, 6.2431652E-002,-2.2664185E+000, 9.1097914E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7800000E-001, 4.8788878E-002, 5.8218622E-002,-2.2665671E+000, 8.8973537E-006, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8000000E-001, 4.5001256E-002, 5.4013057E-002,-2.2667260E+000, 9.7187704E-006, 8.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8200000E-001, 4.1207281E-002, 4.9815073E-002,-2.2668938E+000, 9.4495270E-006, 8.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8400000E-001, 3.7406924E-002, 4.5624685E-002,-2.2670655E+000, 9.0048277E-006, 8.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8600000E-001, 3.3600148E-002, 4.1441979E-002,-2.2671824E+000, 8.5984646E-006, 8.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8800000E-001, 2.9786926E-002, 3.7266997E-002,-2.2673074E+000, 9.6437829E-006, 7.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9000000E-001, 2.5967211E-002, 3.3099838E-002,-2.2674388E+000, 9.4649762E-006, 7.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9200000E-001, 2.2140977E-002, 2.8940467E-002,-2.2675745E+000, 8.9800664E-006, 7.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9400000E-001, 1.8308185E-002, 2.4788895E-002,-2.2677105E+000, 8.5096407E-006, 7.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9600000E-001, 1.4468776E-002, 2.0645150E-002,-2.2678139E+000, 8.1452094E-006, 7.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9800000E-001, 1.0622758E-002, 1.6509201E-002,-2.2679287E+000, 9.8774842E-006, 6.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0000000E-001, 6.7700578E-003, 1.2381129E-002,-2.2680534E+000, 9.9060496E-006, 6.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
