s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 3.0200000E-001, 2.8907231E-001, 3.3710426E-001,-9.8798034E-001, 9.2892399E-006, 9.0000000E+000, 3.6000000E+001, 5.8354551E-001, 7.0249832E-009
 3.0400000E-001, 2.8740844E-001, 3.3527360E-001,-9.8831393E-001, 7.6972091E-006, 6.0000000E+000, 3.4000000E+001, 5.6637087E-001, 5.3683653E-009
 3.0600000E-001, 2.8574370E-001, 3.3344200E-001,-9.8865791E-001, 7.8254343E-006, 6.0000000E+000, 3.4000000E+001, 5.6780164E-001, 6.0060456E-009
 3.0800000E-001, 2.8407811E-001, 3.3160934E-001,-9.8899881E-001, 7.9745816E-006, 6.0000000E+000, 3.3000000E+001, 5.5928768E-001, 6.6261167E-009
 3.1000000E-001, 2.8241172E-001, 3.2977548E-001,-9.8933709E-001, 8.0024452E-006, 6.0000000E+000, 3.3000000E+001, 5.6491916E-001, 9.3718338E-009
 3.1200000E-001, 2.8074457E-001, 3.2794027E-001,-9.8967295E-001, 7.9305042E-006, 6.0000000E+000, 3.3000000E+001, 5.5732709E-001, 6.0233736E-009
 3.1400000E-001, 2.7907672E-001, 3.2610355E-001,-9.9000659E-001, 7.7643270E-006, 6.0000000E+000, 3.2000000E+001, 5.3882603E-001, 3.6448269E-009
 3.1600000E-001, 2.7740824E-001, 3.2426519E-001,-9.9033822E-001, 7.5080892E-006, 6.0000000E+000, 3.3000000E+001, 5.6006798E-001, 6.9117108E-009
 3.1800000E-001, 2.7573919E-001, 3.2242501E-001,-9.9066804E-001, 7.1676875E-006, 6.0000000E+000, 3.4000000E+001, 5.6104760E-001, 3.9912198E-009
 3.2000000E-001, 2.7406965E-001, 3.2058286E-001,-9.9099626E-001, 6.7504427E-006, 6.0000000E+000, 3.4000000E+001, 5.6597676E-001, 5.1616430E-009
 3.2200000E-001, 2.7239972E-001, 3.1873857E-001,-9.9132309E-001, 6.4741479E-006, 6.0000000E+000, 3.4000000E+001, 5.6937657E-001, 6.0062526E-009
 3.2400000E-001, 2.7072949E-001, 3.1689198E-001,-9.9164873E-001, 6.1703461E-006, 6.0000000E+000, 3.4000000E+001, 5.7320014E-001, 7.0698140E-009
 3.2600000E-001, 2.6905906E-001, 3.1504291E-001,-9.9197340E-001, 5.8007604E-006, 6.0000000E+000, 3.4000000E+001, 5.7536150E-001, 7.4334551E-009
 3.2800000E-001, 2.6738855E-001, 3.1319120E-001,-9.9229728E-001, 5.3726100E-006, 6.0000000E+000, 3.4000000E+001, 5.7766926E-001, 7.7672472E-009
 3.3000000E-001, 2.6571808E-001, 3.1133665E-001,-9.9262059E-001, 9.9734591E-006, 5.0000000E+000, 3.5000000E+001, 5.6144143E-001, 3.0141115E-009
 3.3200000E-001, 2.6404776E-001, 3.0947912E-001,-9.9294352E-001, 9.3045595E-006, 5.0000000E+000, 3.5000000E+001, 5.6463044E-001, 3.3792906E-009
 3.3400000E-001, 2.6237773E-001, 3.0761840E-001,-9.9326623E-001, 8.0499475E-006, 5.0000000E+000, 3.5000000E+001, 5.6746675E-001, 3.4455150E-009
 3.3600000E-001, 2.6070814E-001, 3.0575432E-001,-9.9358892E-001, 7.0938399E-006, 5.0000000E+000, 3.5000000E+001, 5.7003431E-001, 3.4382041E-009
 3.3800000E-001, 2.5903912E-001, 3.0388671E-001,-9.9391175E-001, 6.1565275E-006, 5.0000000E+000, 3.4000000E+001, 5.8012226E-001, 9.1626111E-009
 3.4000000E-001, 2.5737083E-001, 3.0201539E-001,-9.9423487E-001, 5.1845636E-006, 5.0000000E+000, 3.4000000E+001, 5.7636839E-001, 6.0338244E-009
 3.4200000E-001, 2.5570342E-001, 3.0014016E-001,-9.9455842E-001, 4.1961627E-006, 5.0000000E+000, 3.4000000E+001, 5.8544551E-001, 8.3617175E-009
 3.4400000E-001, 2.5403707E-001, 2.9826086E-001,-9.9488263E-001, 8.2775420E-006, 4.0000000E+000, 3.5000000E+001, 5.7451996E-001, 5.1431769E-009
 3.4600000E-001, 2.5237191E-001, 2.9637732E-001,-9.9520734E-001, 6.2867656E-006, 4.0000000E+000, 3.4000000E+001, 5.7444894E-001, 7.9126638E-009
 3.4800000E-001, 2.5070813E-001, 2.9448936E-001,-9.9553288E-001, 5.6474919E-006, 4.0000000E+000, 3.4000000E+001, 5.6852536E-001, 5.1165167E-009
 3.5000000E-001, 2.4904588E-001, 2.9259682E-001,-9.9585928E-001, 6.7398513E-006, 4.0000000E+000, 3.4000000E+001, 5.7677934E-001, 8.3427364E-009
 3.5200000E-001, 2.4641768E-001, 2.8958462E-001,-1.5825790E+000, 7.3052938E-006, 9.0000000E+000, 3.6000000E+001, 5.8545101E-001, 6.3504442E-009
 3.5400000E-001, 2.4379120E-001, 2.8656829E-001,-1.5830734E+000, 8.3753843E-006, 3.0000000E+000, 3.6000000E+001, 5.8101394E-001, 6.6950059E-009
 3.5600000E-001, 2.4116655E-001, 2.8354776E-001,-1.5835782E+000, 9.1510692E-006, 3.0000000E+000, 3.7000000E+001, 5.7739675E-001, 3.0587622E-009
 3.5800000E-001, 2.3854382E-001, 2.8052295E-001,-1.5840813E+000, 8.2840107E-006, 3.0000000E+000, 3.7000000E+001, 5.8086699E-001, 3.3277502E-009
 3.6000000E-001, 2.3592310E-001, 2.7749381E-001,-1.5845827E+000, 7.5259712E-006, 3.0000000E+000, 3.7000000E+001, 5.8290177E-001, 3.5570710E-009
 3.6200000E-001, 2.3330449E-001, 2.7446030E-001,-1.5850823E+000, 7.3853067E-006, 3.0000000E+000, 3.7000000E+001, 5.8290382E-001, 3.7374002E-009
 3.6400000E-001, 2.3068805E-001, 2.7142239E-001,-1.5855801E+000, 9.4717797E-006, 3.0000000E+000, 3.7000000E+001, 5.8156855E-001, 3.9571940E-009
 3.6600000E-001, 2.2807388E-001, 2.6838004E-001,-1.5860759E+000, 5.5350930E-006, 4.0000000E+000, 3.6000000E+001, 5.9237318E-001, 6.6075143E-009
 3.6800000E-001, 2.2546201E-001, 2.6533330E-001,-1.5865696E+000, 7.0206510E-006, 4.0000000E+000, 3.6000000E+001, 5.8744452E-001, 5.6514039E-009
 3.7000000E-001, 2.2285248E-001, 2.6228216E-001,-1.5870609E+000, 9.3053772E-006, 4.0000000E+000, 3.6000000E+001, 5.8385487E-001, 5.8418997E-009
 3.7200000E-001, 2.2024535E-001, 2.5922664E-001,-1.5875497E+000, 5.4997103E-006, 5.0000000E+000, 3.5000000E+001, 5.9206679E-001, 9.7167931E-009
 3.7400000E-001, 2.1764063E-001, 2.5616680E-001,-1.5880358E+000, 6.2809298E-006, 5.0000000E+000, 3.5000000E+001, 5.8751316E-001, 8.5145419E-009
 3.7600000E-001, 2.1503833E-001, 2.5310270E-001,-1.5885190E+000, 7.6517534E-006, 5.0000000E+000, 3.5000000E+001, 5.8342909E-001, 8.0848771E-009
 3.7800000E-001, 2.1243846E-001, 2.5003441E-001,-1.5889990E+000, 8.9407631E-006, 5.0000000E+000, 3.5000000E+001, 5.7881920E-001, 7.1584826E-009
 3.8000000E-001, 2.0984100E-001, 2.4696202E-001,-1.5894758E+000, 5.1207492E-006, 6.0000000E+000, 3.4000000E+001, 5.8402277E-001, 9.7865354E-009
 3.8200000E-001, 2.0724592E-001, 2.4388564E-001,-1.5899488E+000, 5.6269020E-006, 6.0000000E+000, 3.4000000E+001, 5.7695883E-001, 7.1501088E-009
 3.8400000E-001, 2.0465318E-001, 2.4080538E-001,-1.5904183E+000, 6.2293887E-006, 6.0000000E+000, 3.3000000E+001, 5.6205746E-001, 5.8277892E-009
 3.8600000E-001, 2.0206274E-001, 2.3772138E-001,-1.5908836E+000, 6.8714249E-006, 6.0000000E+000, 3.4000000E+001, 5.6599363E-001, 4.6188490E-009
 3.8800000E-001, 1.9947453E-001, 2.3463379E-001,-1.5913448E+000, 7.4390066E-006, 6.0000000E+000, 3.3000000E+001, 5.6609057E-001, 8.9647236E-009
 3.9000000E-001, 1.9688848E-001, 2.3154275E-001,-1.5918015E+000, 7.9677694E-006, 6.0000000E+000, 3.2000000E+001, 5.5321341E-001, 8.1996728E-009
 3.9200000E-001, 1.9430450E-001, 2.2844845E-001,-1.5922537E+000, 8.4555495E-006, 6.0000000E+000, 3.4000000E+001, 5.6998572E-001, 7.4246831E-009
 3.9400000E-001, 1.9172249E-001, 2.2535105E-001,-1.5927010E+000, 8.8976179E-006, 6.0000000E+000, 3.5000000E+001, 5.6903723E-001, 4.2438419E-009
 3.9600000E-001, 1.8914236E-001, 2.2225075E-001,-1.5931434E+000, 9.2904887E-006, 6.0000000E+000, 3.5000000E+001, 5.7343535E-001, 5.8623982E-009
 3.9800000E-001, 1.8656398E-001, 2.1914774E-001,-1.5935805E+000, 9.6316268E-006, 6.0000000E+000, 3.5000000E+001, 5.7630657E-001, 7.3162409E-009
 4.0000000E-001, 1.8398723E-001, 2.1604223E-001,-1.5940124E+000, 9.9193843E-006, 6.0000000E+000, 3.5000000E+001, 5.7500542E-001, 7.0382608E-009
 4.0200000E-001, 1.8068599E-001, 2.1209856E-001,-2.0343681E+000, 7.1826737E-006, 9.0000000E+000, 3.6000000E+001, 5.8403575E-001, 5.4700930E-009
 4.0400000E-001, 1.7738551E-001, 2.0815402E-001,-2.0348810E+000, 5.9650410E-006, 7.0000000E+000, 3.5000000E+001, 5.8377024E-001, 7.1393718E-009
 4.0600000E-001, 1.7408558E-001, 2.0420889E-001,-2.0353937E+000, 6.0694814E-006, 7.0000000E+000, 3.5000000E+001, 5.8525379E-001, 7.9652712E-009
 4.0800000E-001, 1.7078600E-001, 2.0026346E-001,-2.0358972E+000, 6.1766305E-006, 7.0000000E+000, 3.5000000E+001, 5.8698133E-001, 9.0046492E-009
 4.1000000E-001, 1.6748654E-001, 1.9631802E-001,-2.0363914E+000, 6.2754972E-006, 7.0000000E+000, 3.5000000E+001, 5.8844908E-001, 9.9634932E-009
 4.1200000E-001, 1.6418699E-001, 1.9237286E-001,-2.0368763E+000, 6.3467993E-006, 7.0000000E+000, 3.6000000E+001, 5.8004619E-001, 3.5290167E-009
 4.1400000E-001, 1.6088713E-001, 1.8842827E-001,-2.0373517E+000, 6.3916767E-006, 7.0000000E+000, 3.6000000E+001, 5.8125681E-001, 3.8303657E-009
 4.1600000E-001, 1.5758673E-001, 1.8448453E-001,-2.0378176E+000, 6.4110281E-006, 7.0000000E+000, 3.6000000E+001, 5.8239175E-001, 4.1252720E-009
 4.1800000E-001, 1.5428558E-001, 1.8054194E-001,-2.0382740E+000, 6.4060578E-006, 7.0000000E+000, 3.6000000E+001, 5.8345927E-001, 4.4123094E-009
 4.2000000E-001, 1.5098345E-001, 1.7660078E-001,-2.0387206E+000, 6.3781724E-006, 7.0000000E+000, 3.6000000E+001, 5.8446526E-001, 4.6902030E-009
 4.2200000E-001, 1.4768012E-001, 1.7266133E-001,-2.0391576E+000, 6.3289242E-006, 7.0000000E+000, 3.6000000E+001, 5.8541271E-001, 4.9574929E-009
 4.2400000E-001, 1.4437537E-001, 1.6872386E-001,-2.0395849E+000, 6.2599823E-006, 7.0000000E+000, 3.6000000E+001, 5.8630361E-001, 5.2129283E-009
 4.2600000E-001, 1.4106897E-001, 1.6478865E-001,-2.0400024E+000, 6.1730790E-006, 7.0000000E+000, 3.6000000E+001, 5.8713819E-001, 5.4551286E-009
 4.2800000E-001, 1.3776073E-001, 1.6085596E-001,-2.0404102E+000, 6.0699945E-006, 7.0000000E+000, 3.6000000E+001, 5.8791577E-001, 5.6827402E-009
 4.3000000E-001, 1.3445041E-001, 1.5692605E-001,-2.0408081E+000, 5.9525052E-006, 7.0000000E+000, 3.6000000E+001, 5.8863490E-001, 5.8943830E-009
 4.3200000E-001, 1.3113782E-001, 1.5299918E-001,-2.0411963E+000, 5.8223660E-006, 7.0000000E+000, 3.6000000E+001, 5.8929375E-001, 6.0886980E-009
 4.3400000E-001, 1.2782274E-001, 1.4907558E-001,-2.0415747E+000, 5.6812826E-006, 7.0000000E+000, 3.6000000E+001, 5.8989025E-001, 6.2643233E-009
 4.3600000E-001, 1.2450498E-001, 1.4515551E-001,-2.0419434E+000, 5.5308927E-006, 7.0000000E+000, 3.6000000E+001, 5.9042218E-001, 6.4198631E-009
 4.3800000E-001, 1.2118435E-001, 1.4123918E-001,-2.0423024E+000, 9.9418311E-006, 6.0000000E+000, 3.7000000E+001, 5.8030209E-001, 3.7248776E-009
 4.4000000E-001, 1.1786064E-001, 1.3732683E-001,-2.0426515E+000, 9.7933822E-006, 6.0000000E+000, 3.7000000E+001, 5.8064639E-001, 3.8416692E-009
 4.4200000E-001, 1.1453368E-001, 1.3341868E-001,-2.0429912E+000, 9.4662461E-006, 6.0000000E+000, 3.7000000E+001, 5.8091478E-001, 3.8607918E-009
 4.4400000E-001, 1.1120328E-001, 1.2951492E-001,-2.0433212E+000, 9.6566012E-006, 6.0000000E+000, 3.7000000E+001, 5.8110927E-001, 3.8819572E-009
 4.4600000E-001, 1.0786928E-001, 1.2561576E-001,-2.0436418E+000, 9.8303668E-006, 6.0000000E+000, 3.7000000E+001, 5.8123018E-001, 3.8886591E-009
 4.4800000E-001, 1.0453150E-001, 1.2172139E-001,-2.0439529E+000, 9.9816560E-006, 6.0000000E+000, 3.7000000E+001, 5.8127782E-001, 3.8787515E-009
 4.5000000E-001, 1.0118979E-001, 1.1783199E-001,-2.0442546E+000, 5.4449196E-006, 7.0000000E+000, 3.6000000E+001, 5.9221532E-001, 6.9162425E-009
 4.5200000E-001, 9.7480883E-002, 1.1352989E-001,-2.2645976E+000, 7.5251557E-006, 8.0000000E+000, 3.6000000E+001, 5.8829420E-001, 8.1542885E-009
 4.5400000E-001, 9.3767209E-002, 1.0923389E-001,-2.2649064E+000, 5.5832284E-006, 7.0000000E+000, 3.6000000E+001, 5.9196640E-001, 6.8445059E-009
 4.5600000E-001, 9.0048608E-002, 1.0494417E-001,-2.2652085E+000, 5.5731390E-006, 7.0000000E+000, 3.6000000E+001, 5.9191054E-001, 6.7194190E-009
 4.5800000E-001, 8.6324932E-002, 1.0066088E-001,-2.2654996E+000, 5.6046246E-006, 7.0000000E+000, 3.6000000E+001, 5.9167328E-001, 6.6038187E-009
 4.6000000E-001, 8.2596041E-002, 9.6384161E-002,-2.2657799E+000, 5.6064511E-006, 7.0000000E+000, 3.6000000E+001, 5.9138650E-001, 6.4472451E-009
 4.6200000E-001, 7.8861802E-002, 9.2114161E-002,-2.2660496E+000, 5.5907514E-006, 7.0000000E+000, 3.6000000E+001, 5.9102415E-001, 6.2585962E-009
 4.6400000E-001, 7.5122089E-002, 8.7851006E-002,-2.2663087E+000, 5.5936415E-006, 7.0000000E+000, 3.6000000E+001, 5.9058136E-001, 6.0382241E-009
 4.6600000E-001, 7.1376783E-002, 8.3594814E-002,-2.2665573E+000, 5.5892739E-006, 7.0000000E+000, 3.6000000E+001, 5.9005267E-001, 5.7861392E-009
 4.6800000E-001, 6.7625776E-002, 7.9345696E-002,-2.2667955E+000, 5.5671184E-006, 7.0000000E+000, 3.6000000E+001, 5.8942849E-001, 5.5021119E-009
 4.7000000E-001, 6.3868962E-002, 7.5103753E-002,-2.2670236E+000, 5.5263480E-006, 7.0000000E+000, 3.6000000E+001, 5.8869353E-001, 5.1854957E-009
 4.7200000E-001, 6.0106246E-002, 7.0869076E-002,-2.2672416E+000, 5.4662264E-006, 7.0000000E+000, 3.6000000E+001, 5.8781659E-001, 4.8328360E-009
 4.7400000E-001, 5.6337538E-002, 6.6641752E-002,-2.2674496E+000, 5.3861138E-006, 7.0000000E+000, 3.6000000E+001, 5.8671051E-001, 4.4288789E-009
 4.7600000E-001, 5.2562753E-002, 6.2421855E-002,-2.2676478E+000, 5.2854862E-006, 7.0000000E+000, 3.6000000E+001, 5.8472514E-001, 3.8328400E-009
 4.7800000E-001, 4.8781815E-002, 5.8209455E-002,-2.2678364E+000, 5.2143782E-006, 7.0000000E+000, 3.6000000E+001, 5.8229160E-001, 3.2142537E-009
 4.8000000E-001, 4.4994651E-002, 5.4004611E-002,-2.2680153E+000, 9.8959892E-006, 6.0000000E+000, 3.6000000E+001, 5.8255944E-001, 6.0106012E-009
 4.8200000E-001, 4.1201196E-002, 4.9807381E-002,-2.2681848E+000, 9.8294875E-006, 6.0000000E+000, 3.6000000E+001, 5.8067884E-001, 5.2562933E-009
 4.8400000E-001, 3.7401391E-002, 4.5617810E-002,-2.2683453E+000, 9.5709116E-006, 6.0000000E+000, 3.6000000E+001, 5.7786690E-001, 4.2506093E-009
 4.8600000E-001, 3.3595179E-002, 4.1435938E-002,-2.2684965E+000, 9.2089382E-006, 6.0000000E+000, 3.6000000E+001, 5.7357041E-001, 3.0939116E-009
 4.8800000E-001, 2.9782510E-002, 3.7261800E-002,-2.2686387E+000, 8.8482127E-006, 6.0000000E+000, 3.5000000E+001, 5.8334676E-001, 9.2798173E-009
 4.9000000E-001, 2.5963340E-002, 3.3095423E-002,-2.2687722E+000, 8.4430868E-006, 6.0000000E+000, 3.5000000E+001, 5.8316132E-001, 8.6892290E-009
 4.9200000E-001, 2.2137628E-002, 2.8936828E-002,-2.2688971E+000, 7.9910653E-006, 6.0000000E+000, 3.5000000E+001, 5.8321141E-001, 8.1987751E-009
 4.9400000E-001, 1.8305337E-002, 2.4786031E-002,-2.2690134E+000, 7.4938396E-006, 6.0000000E+000, 3.5000000E+001, 5.7936379E-001, 6.0763877E-009
 4.9600000E-001, 1.4466437E-002, 2.0643042E-002,-2.2691216E+000, 6.9531494E-006, 6.0000000E+000, 3.5000000E+001, 5.6996000E-001, 3.1796976E-009
 4.9800000E-001, 1.0620900E-002, 1.6507863E-002,-2.2692236E+000, 6.3711083E-006, 6.0000000E+000, 3.5000000E+001, 5.7560939E-001, 4.1388548E-009
 5.0000000E-001, 6.7687048E-003, 1.2380492E-002,-2.2693238E+000, 5.7502455E-006, 6.0000000E+000, 3.4000000E+001, 5.7830024E-001, 7.7225932E-009
