s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 2.4800000E-001, 3.1441218E-001, 3.6795021E-001, 7.1145614E-001, 1.0465303E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5000000E-001, 3.1490651E-001, 3.6835596E-001, 6.7323064E-001, 1.0371459E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5200000E-001, 3.1533758E-001, 3.6864611E-001, 5.6534958E-001, 1.2164892E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5400000E-001, 3.1531228E-001, 3.6839202E-001, 3.2658086E-001, 1.3057905E-002, 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5600000E-001, 3.1459038E-001, 3.6743553E-001, 9.1940966E-002, 1.2700685E-002, 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5800000E-001, 3.1353974E-001, 3.6612270E-001,-1.3574654E-001, 1.1933470E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6000000E-001, 3.1237669E-001, 3.6468202E-001,-1.6583465E-001, 1.1123917E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6200000E-001, 3.1110138E-001, 3.6311039E-001,-1.9421379E-001, 1.0211558E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6400000E-001, 3.0972034E-001, 3.6141210E-001,-2.2054780E-001, 9.2112346E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6600000E-001, 3.0824559E-001, 3.5959845E-001,-2.4451097E-001, 8.1654954E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6800000E-001, 3.0669320E-001, 3.5768652E-001,-2.6582662E-001, 7.0963465E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7000000E-001, 3.0508164E-001, 3.5569742E-001,-2.8429217E-001, 6.0499714E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7200000E-001, 3.0343010E-001, 3.5365431E-001,-2.9978967E-001, 4.9406615E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7400000E-001, 3.0175705E-001, 3.5158035E-001,-3.1228294E-001, 3.8022090E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7600000E-001, 3.0007909E-001, 3.4949701E-001,-3.2180313E-001, 2.6878038E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7800000E-001, 2.9841032E-001, 3.4742284E-001,-3.2842633E-001, 1.7269824E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8000000E-001, 2.9676215E-001, 3.4537292E-001,-3.3224871E-001, 1.5334628E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8200000E-001, 2.9514363E-001, 3.4335888E-001,-3.3336494E-001, 1.3678531E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8400000E-001, 2.9356207E-001, 3.4138932E-001,-3.3185385E-001, 2.0587589E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8600000E-001, 2.9202342E-001, 3.3947040E-001,-3.2777199E-001, 3.0992894E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8800000E-001, 2.9053263E-001, 3.3760641E-001,-3.2115414E-001, 4.0934817E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9000000E-001, 2.8909359E-001, 3.3580026E-001,-3.1201826E-001, 5.0604174E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9200000E-001, 2.8770911E-001, 3.3405387E-001,-3.0037277E-001, 5.9596192E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9400000E-001, 2.8638077E-001, 3.3236849E-001,-2.8622446E-001, 6.8010901E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9600000E-001, 2.8510893E-001, 3.3074493E-001,-2.6958605E-001, 7.5839054E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9800000E-001, 2.8389283E-001, 3.2918378E-001,-2.5048286E-001, 8.2731321E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0000000E-001, 2.8273078E-001, 3.2768559E-001,-2.2895847E-001, 8.8652717E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
