s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 3.0000000E-001, 2.9073509E-001, 3.3893452E-001,-3.2828994E-001, 8.9203828E-004, 1.0000000E+000, 4.1000000E+001, 5.4539037E-001, 6.1933072E-009
 3.0200000E-001, 2.8907230E-001, 3.3710327E-001,-9.8803646E-001, 2.3310483E-003, 1.0000000E+000, 4.2000000E+001, 5.4979265E-001, 6.5647690E-009
 3.0400000E-001, 2.8740848E-001, 3.3527282E-001,-9.8832022E-001, 2.0697078E-003, 1.0000000E+000, 4.1000000E+001, 5.3682013E-001, 4.5172944E-009
 3.0600000E-001, 2.8574365E-001, 3.3344204E-001,-9.8864144E-001, 1.3532989E-003, 1.0000000E+000, 4.1000000E+001, 5.4280043E-001, 6.0005660E-009
 3.0800000E-001, 2.8407798E-001, 3.3160994E-001,-9.8898379E-001, 8.9210444E-004, 1.0000000E+000, 4.1000000E+001, 5.4328617E-001, 5.7007719E-009
 3.1000000E-001, 2.8241159E-001, 3.2977615E-001,-9.8933195E-001, 7.2666359E-004, 1.0000000E+000, 4.1000000E+001, 5.3112100E-001, 2.2512004E-009
 3.1200000E-001, 2.8074450E-001, 3.2794073E-001,-9.8967468E-001, 8.0660667E-004, 1.0000000E+000, 4.1000000E+001, 5.4273241E-001, 5.5852033E-009
 3.1400000E-001, 2.7907672E-001, 3.2610378E-001,-9.9000926E-001, 9.2347464E-004, 1.0000000E+000, 4.1000000E+001, 5.4177895E-001, 5.3959716E-009
 3.1600000E-001, 2.7740829E-001, 3.2426529E-001,-9.9033838E-001, 9.5583399E-004, 1.0000000E+000, 4.1000000E+001, 5.4074375E-001, 5.1304277E-009
 3.1800000E-001, 2.7573927E-001, 3.2242509E-001,-9.9066561E-001, 9.4096197E-004, 1.0000000E+000, 4.1000000E+001, 5.4046767E-001, 5.0778573E-009
 3.2000000E-001, 2.7406976E-001, 3.2058296E-001,-9.9099284E-001, 9.1464320E-004, 1.0000000E+000, 4.1000000E+001, 5.4056186E-001, 5.1341238E-009
 3.2200000E-001, 2.7239985E-001, 3.1873868E-001,-9.9132013E-001, 8.8518963E-004, 1.0000000E+000, 4.1000000E+001, 5.4068667E-001, 5.2074909E-009
 3.2400000E-001, 2.7072965E-001, 3.1689208E-001,-9.9164681E-001, 8.6302925E-004, 1.0000000E+000, 4.1000000E+001, 5.4075277E-001, 5.2670346E-009
 3.2600000E-001, 2.6905925E-001, 3.1504297E-001,-9.9197237E-001, 8.4331166E-004, 1.0000000E+000, 4.1000000E+001, 5.4038093E-001, 5.1535661E-009
 3.2800000E-001, 2.6738877E-001, 3.1319123E-001,-9.9229677E-001, 8.1773712E-004, 1.0000000E+000, 4.1000000E+001, 5.3920277E-001, 4.7367180E-009
 3.3000000E-001, 2.6571831E-001, 3.1133666E-001,-9.9262034E-001, 7.8171856E-004, 1.0000000E+000, 4.1000000E+001, 5.3787827E-001, 4.2965131E-009
 3.3200000E-001, 2.6404801E-001, 3.0947911E-001,-9.9294345E-001, 7.3538505E-004, 1.0000000E+000, 4.1000000E+001, 5.3678015E-001, 3.9571284E-009
 3.3400000E-001, 2.6237800E-001, 3.0761839E-001,-9.9326641E-001, 6.8130848E-004, 1.0000000E+000, 4.1000000E+001, 5.3602448E-001, 3.7348792E-009
 3.3600000E-001, 2.6070841E-001, 3.0575431E-001,-9.9358937E-001, 6.2211312E-004, 1.0000000E+000, 4.1000000E+001, 5.3595795E-001, 3.7105100E-009
 3.3800000E-001, 2.5903940E-001, 3.0388670E-001,-9.9391245E-001, 5.5943573E-004, 1.0000000E+000, 4.1000000E+001, 5.3675854E-001, 3.9334585E-009
 3.4000000E-001, 2.5737111E-001, 3.0201538E-001,-9.9423576E-001, 4.9409263E-004, 1.0000000E+000, 4.1000000E+001, 5.3767656E-001, 4.2010762E-009
 3.4200000E-001, 2.5570370E-001, 3.0014017E-001,-9.9455941E-001, 4.2667566E-004, 1.0000000E+000, 4.1000000E+001, 5.3719864E-001, 4.0280866E-009
 3.4400000E-001, 2.5403733E-001, 2.9826089E-001,-9.9488354E-001, 3.5797323E-004, 1.0000000E+000, 4.0000000E+001, 5.3821318E-001, 8.0309955E-009
 3.4600000E-001, 2.5237216E-001, 2.9637737E-001,-9.9520827E-001, 2.8905286E-004, 1.0000000E+000, 4.0000000E+001, 5.3839673E-001, 8.0768444E-009
 3.4800000E-001, 2.5070835E-001, 2.9448944E-001,-9.9553370E-001, 2.2113226E-004, 1.0000000E+000, 4.1000000E+001, 5.3806700E-001, 4.2032814E-009
 3.5000000E-001, 2.4904608E-001, 2.9259692E-001,-9.9585991E-001, 1.8476882E-004, 1.0000000E+000, 4.1000000E+001, 5.4076149E-001, 5.1097213E-009
 3.5200000E-001, 2.4641800E-001, 2.8958355E-001,-1.5826337E+000, 1.4235008E-003, 1.0000000E+000, 4.2000000E+001, 5.5058303E-001, 6.8921528E-009
 3.5400000E-001, 2.4379152E-001, 2.8656746E-001,-1.5830835E+000, 1.2149104E-003, 1.0000000E+000, 4.1000000E+001, 5.4721882E-001, 9.0665363E-009
 3.5600000E-001, 2.4116674E-001, 2.8354770E-001,-1.5835674E+000, 3.1852582E-004, 1.0000000E+000, 4.1000000E+001, 5.4313530E-001, 6.1863158E-009
 3.5800000E-001, 2.3854388E-001, 2.8052344E-001,-1.5840710E+000, 3.5388307E-004, 1.0000000E+000, 4.1000000E+001, 5.4623570E-001, 7.8157264E-009
 3.6000000E-001, 2.3592311E-001, 2.7749442E-001,-1.5845805E+000, 4.4171581E-004, 1.0000000E+000, 4.1000000E+001, 5.4629448E-001, 7.8373019E-009
 3.6200000E-001, 2.3330449E-001, 2.7446078E-001,-1.5850855E+000, 2.6864863E-004, 1.0000000E+000, 4.1000000E+001, 5.4690735E-001, 7.9700566E-009
 3.6400000E-001, 2.3068807E-001, 2.7142272E-001,-1.5855834E+000, 1.1351467E-004, 1.0000000E+000, 4.1000000E+001, 5.4767221E-001, 8.2966579E-009
 3.6600000E-001, 2.2807387E-001, 2.6838033E-001,-1.5860763E+000, 1.8792715E-004, 1.0000000E+000, 4.1000000E+001, 5.4808800E-001, 8.5508661E-009
 3.6800000E-001, 2.2546197E-001, 2.6533363E-001,-1.5865668E+000, 2.3617658E-004, 1.0000000E+000, 4.1000000E+001, 5.4820205E-001, 8.6610615E-009
 3.7000000E-001, 2.2285241E-001, 2.6228256E-001,-1.5870565E+000, 2.4846400E-004, 1.0000000E+000, 4.1000000E+001, 5.4815207E-001, 8.6864157E-009
 3.7200000E-001, 2.2024524E-001, 2.5922710E-001,-1.5875450E+000, 2.7421205E-004, 1.0000000E+000, 4.1000000E+001, 5.4807164E-001, 8.7117514E-009
 3.7400000E-001, 2.1764049E-001, 2.5616729E-001,-1.5880314E+000, 3.2752263E-004, 1.0000000E+000, 4.1000000E+001, 5.4802769E-001, 8.7801926E-009
 3.7600000E-001, 2.1503818E-001, 2.5310320E-001,-1.5885148E+000, 3.9806749E-004, 1.0000000E+000, 4.1000000E+001, 5.4799293E-001, 8.8758971E-009
 3.7800000E-001, 2.1243829E-001, 2.5003491E-001,-1.5889948E+000, 4.7045585E-004, 1.0000000E+000, 4.1000000E+001, 5.4791564E-001, 8.9618823E-009
 3.8000000E-001, 2.0984082E-001, 2.4696252E-001,-1.5894713E+000, 5.3577619E-004, 1.0000000E+000, 4.1000000E+001, 5.4777741E-001, 9.0174826E-009
 3.8200000E-001, 2.0724574E-001, 2.4388614E-001,-1.5899443E+000, 5.9285296E-004, 1.0000000E+000, 4.1000000E+001, 5.4758995E-001, 9.0424371E-009
 3.8400000E-001, 2.0465300E-001, 2.4080588E-001,-1.5904137E+000, 6.4423063E-004, 1.0000000E+000, 4.1000000E+001, 5.4737543E-001, 9.0465668E-009
 3.8600000E-001, 2.0206256E-001, 2.3772187E-001,-1.5908793E+000, 6.9222372E-004, 1.0000000E+000, 4.1000000E+001, 5.4715212E-001, 9.0389559E-009
 3.8800000E-001, 1.9947436E-001, 2.3463426E-001,-1.5913409E+000, 7.3735553E-004, 1.0000000E+000, 4.1000000E+001, 5.4693048E-001, 9.0238352E-009
 3.9000000E-001, 1.9688832E-001, 2.3154320E-001,-1.5917981E+000, 7.7879120E-004, 1.0000000E+000, 4.1000000E+001, 5.4671598E-001, 9.0019195E-009
 3.9200000E-001, 1.9430436E-001, 2.2844887E-001,-1.5922507E+000, 8.1539929E-004, 1.0000000E+000, 4.1000000E+001, 5.4651290E-001, 8.9733060E-009
 3.9400000E-001, 1.9172238E-001, 2.2535144E-001,-1.5926986E+000, 8.4645779E-004, 1.0000000E+000, 4.1000000E+001, 5.4632653E-001, 8.9393550E-009
 3.9600000E-001, 1.8914227E-001, 2.2225111E-001,-1.5931416E+000, 8.7177839E-004, 1.0000000E+000, 4.1000000E+001, 5.4616244E-001, 8.9024436E-009
 3.9800000E-001, 1.8656391E-001, 2.1914807E-001,-1.5935796E+000, 8.9149452E-004, 1.0000000E+000, 4.1000000E+001, 5.4602557E-001, 8.8652161E-009
 4.0000000E-001, 1.8398719E-001, 2.1604252E-001,-1.5940123E+000, 9.0582286E-004, 1.0000000E+000, 4.1000000E+001, 5.4591896E-001, 8.8295831E-009
 4.0200000E-001, 1.8068609E-001, 2.1209790E-001,-2.0344098E+000, 2.0037663E-003, 1.0000000E+000, 4.2000000E+001, 5.4729912E-001, 6.0132275E-009
 4.0400000E-001, 1.7738568E-001, 2.0815345E-001,-2.0348907E+000, 1.8190819E-003, 1.0000000E+000, 4.1000000E+001, 5.4529617E-001, 9.6945659E-009
 4.0600000E-001, 1.7408573E-001, 2.0420880E-001,-2.0353891E+000, 1.2088015E-003, 1.0000000E+000, 4.2000000E+001, 5.3600255E-001, 2.4441524E-009
 4.0800000E-001, 1.7078612E-001, 2.0026370E-001,-2.0358942E+000, 7.6563359E-004, 1.0000000E+000, 4.2000000E+001, 5.3682842E-001, 2.4739127E-009
 4.1000000E-001, 1.6748668E-001, 1.9631828E-001,-2.0363957E+000, 6.6375959E-004, 1.0000000E+000, 4.1000000E+001, 5.4731686E-001, 9.9410372E-009
 4.1200000E-001, 1.6418718E-001, 1.9237296E-001,-2.0368861E+000, 7.7461143E-004, 1.0000000E+000, 4.2000000E+001, 5.3717367E-001, 2.4733651E-009
 4.1400000E-001, 1.6088737E-001, 1.8842818E-001,-2.0373631E+000, 9.1006668E-004, 1.0000000E+000, 4.2000000E+001, 5.3713506E-001, 2.4861931E-009
 4.1600000E-001, 1.5758702E-001, 1.8448434E-001,-2.0378284E+000, 9.8483537E-004, 1.0000000E+000, 4.2000000E+001, 5.3724643E-001, 2.5158549E-009
 4.1800000E-001, 1.5428591E-001, 1.8054171E-001,-2.0382839E+000, 9.8436957E-004, 1.0000000E+000, 4.1000000E+001, 5.4732914E-001, 9.9746293E-009
 4.2000000E-001, 1.5098381E-001, 1.7660053E-001,-2.0387308E+000, 9.5172717E-004, 1.0000000E+000, 4.2000000E+001, 5.3748862E-001, 2.5229149E-009
 4.2200000E-001, 1.4768050E-001, 1.7266106E-001,-2.0391689E+000, 9.2244544E-004, 1.0000000E+000, 4.2000000E+001, 5.3757313E-001, 2.5189836E-009
 4.2400000E-001, 1.4437577E-001, 1.6872356E-001,-2.0395976E+000, 9.0763268E-004, 1.0000000E+000, 4.1000000E+001, 5.4759207E-001, 9.9463794E-009
 4.2600000E-001, 1.4106941E-001, 1.6478831E-001,-2.0400165E+000, 9.0121702E-004, 1.0000000E+000, 4.1000000E+001, 5.4736730E-001, 9.7700200E-009
 4.2800000E-001, 1.3776119E-001, 1.6085557E-001,-2.0404253E+000, 8.9339972E-004, 1.0000000E+000, 4.1000000E+001, 5.4749319E-001, 9.8758553E-009
 4.3000000E-001, 1.3445089E-001, 1.5692563E-001,-2.0408241E+000, 8.7880934E-004, 1.0000000E+000, 4.1000000E+001, 5.4738048E-001, 9.8237457E-009
 4.3200000E-001, 1.3113831E-001, 1.5299872E-001,-2.0412131E+000, 8.5746545E-004, 1.0000000E+000, 4.1000000E+001, 5.4721978E-001, 9.7542133E-009
 4.3400000E-001, 1.2782325E-001, 1.4907511E-001,-2.0415923E+000, 8.3198240E-004, 1.0000000E+000, 4.1000000E+001, 5.4701883E-001, 9.6754948E-009
 4.3600000E-001, 1.2450550E-001, 1.4515501E-001,-2.0419617E+000, 8.0476894E-004, 1.0000000E+000, 4.1000000E+001, 5.4678250E-001, 9.5923752E-009
 4.3800000E-001, 1.2118487E-001, 1.4123867E-001,-2.0423214E+000, 7.7689503E-004, 1.0000000E+000, 4.1000000E+001, 5.4651349E-001, 9.5054931E-009
 4.4000000E-001, 1.1786117E-001, 1.3732631E-001,-2.0426713E+000, 7.4837848E-004, 1.0000000E+000, 4.1000000E+001, 5.4621301E-001, 9.4125718E-009
 4.4200000E-001, 1.1453421E-001, 1.3341815E-001,-2.0430115E+000, 7.1893044E-004, 1.0000000E+000, 4.1000000E+001, 5.4588229E-001, 9.3107531E-009
 4.4400000E-001, 1.1120381E-001, 1.2951438E-001,-2.0433420E+000, 7.1614013E-004, 1.0000000E+000, 4.1000000E+001, 5.4552289E-001, 9.1976388E-009
 4.4600000E-001, 1.0786980E-001, 1.2561522E-001,-2.0436628E+000, 7.2195301E-004, 1.0000000E+000, 4.1000000E+001, 5.4513767E-001, 9.0721937E-009
 4.4800000E-001, 1.0453202E-001, 1.2172085E-001,-2.0439742E+000, 7.2501397E-004, 1.0000000E+000, 4.1000000E+001, 5.4472766E-001, 8.9326034E-009
 4.5000000E-001, 1.0119030E-001, 1.1783144E-001,-2.0442760E+000, 7.2533305E-004, 1.0000000E+000, 4.1000000E+001, 5.4429245E-001, 8.7765690E-009
 4.5200000E-001, 9.7481442E-002, 1.1352889E-001,-2.2646393E+000, 1.1914118E-003, 1.0000000E+000, 4.2000000E+001, 5.4246879E-001, 4.3423249E-009
 4.5400000E-001, 9.3767773E-002, 1.0923296E-001,-2.2649317E+000, 1.1136465E-003, 1.0000000E+000, 4.1000000E+001, 5.4452018E-001, 9.5759077E-009
 4.5600000E-001, 9.0049127E-002, 1.0494351E-001,-2.2652262E+000, 8.7518013E-004, 1.0000000E+000, 4.1000000E+001, 5.4395480E-001, 9.1769845E-009
 4.5800000E-001, 8.6325397E-002, 1.0066042E-001,-2.2655172E+000, 7.0911718E-004, 1.0000000E+000, 4.1000000E+001, 5.4258934E-001, 8.2764191E-009
 4.6000000E-001, 8.2596468E-002, 9.6383760E-002,-2.2658002E+000, 6.9346852E-004, 1.0000000E+000, 4.1000000E+001, 5.4166465E-001, 7.7730770E-009
 4.6200000E-001, 7.8862206E-002, 9.2113731E-002,-2.2660716E+000, 7.7204108E-004, 1.0000000E+000, 4.1000000E+001, 5.4124498E-001, 7.6161043E-009
 4.6400000E-001, 7.5122473E-002, 8.7850536E-002,-2.2663304E+000, 8.5813161E-004, 1.0000000E+000, 4.1000000E+001, 5.4075923E-001, 7.4291118E-009
 4.6600000E-001, 7.1377144E-002, 8.3594340E-002,-2.2665776E+000, 9.0535338E-004, 1.0000000E+000, 4.1000000E+001, 5.3986969E-001, 7.0105272E-009
 4.6800000E-001, 6.7626105E-002, 7.9345253E-002,-2.2668142E+000, 9.1454703E-004, 1.0000000E+000, 4.1000000E+001, 5.3839095E-001, 6.3065151E-009
 4.7000000E-001, 6.3869255E-002, 7.5103357E-002,-2.2670410E+000, 9.0702352E-004, 1.0000000E+000, 4.1000000E+001, 5.3630331E-001, 5.4041783E-009
 4.7200000E-001, 6.0106501E-002, 7.0868728E-002,-2.2672581E+000, 9.0007446E-004, 1.0000000E+000, 4.1000000E+001, 5.3401499E-001, 4.5532542E-009
 4.7400000E-001, 5.6337754E-002, 6.6641443E-002,-2.2674654E+000, 8.9867240E-004, 1.0000000E+000, 4.1000000E+001, 5.3244319E-001, 4.0483465E-009
 4.7600000E-001, 5.2562933E-002, 6.2421582E-002,-2.2676627E+000, 8.9925667E-004, 1.0000000E+000, 4.1000000E+001, 5.3244780E-001, 4.0604914E-009
 4.7800000E-001, 4.8781957E-002, 5.8209217E-002,-2.2678502E+000, 8.9652564E-004, 1.0000000E+000, 4.1000000E+001, 5.3390957E-001, 4.5524127E-009
 4.8000000E-001, 4.4994757E-002, 5.4004412E-002,-2.2680280E+000, 8.8749450E-004, 1.0000000E+000, 4.1000000E+001, 5.3584309E-001, 5.2867447E-009
 4.8200000E-001, 4.1201266E-002, 4.9807221E-002,-2.2681964E+000, 8.7192470E-004, 1.0000000E+000, 4.1000000E+001, 5.3747060E-001, 5.9919732E-009
 4.8400000E-001, 3.7401423E-002, 4.5617690E-002,-2.2683555E+000, 8.5088718E-004, 1.0000000E+000, 4.1000000E+001, 5.3857201E-001, 6.5205427E-009
 4.8600000E-001, 3.3595176E-002, 4.1435859E-002,-2.2685055E+000, 8.2535600E-004, 1.0000000E+000, 4.1000000E+001, 5.3921407E-001, 6.8504534E-009
 4.8800000E-001, 2.9782472E-002, 3.7261760E-002,-2.2686465E+000, 7.9565924E-004, 1.0000000E+000, 4.1000000E+001, 5.3952142E-001, 7.0164950E-009
 4.9000000E-001, 2.5963269E-002, 3.3095421E-002,-2.2687786E+000, 7.6164393E-004, 1.0000000E+000, 4.1000000E+001, 5.3959940E-001, 7.0641214E-009
 4.9200000E-001, 2.2137524E-002, 2.8936864E-002,-2.2689022E+000, 7.2306256E-004, 1.0000000E+000, 4.1000000E+001, 5.3952556E-001, 7.0336014E-009
 4.9400000E-001, 1.8305203E-002, 2.4786104E-002,-2.2690172E+000, 6.7982771E-004, 1.0000000E+000, 4.1000000E+001, 5.3935686E-001, 6.9573672E-009
 4.9600000E-001, 1.4466274E-002, 2.0643150E-002,-2.2691240E+000, 6.3205566E-004, 1.0000000E+000, 4.1000000E+001, 5.3910162E-001, 6.8426340E-009
 4.9800000E-001, 1.0620710E-002, 1.6508006E-002,-2.2692247E+000, 5.7999010E-004, 1.0000000E+000, 4.1000000E+001, 5.3884133E-001, 6.7343586E-009
 5.0000000E-001, 6.7684893E-003, 1.2380668E-002,-2.2693237E+000, 5.2391742E-004, 1.0000000E+000, 4.1000000E+001, 5.3857869E-001, 6.6351021E-009
