s,m3/s,m3/s,m/s,
Time,"flow_in","flow_out","error","iter"
 2.5234909E+001, 9.9999827E-001, 9.9453605E-001, 8.1872605E-004, 1.0000000E+001
 2.5323567E+001, 9.9997885E-001, 9.9153894E-001, 9.3416312E-004, 9.0000000E+000
 2.5412226E+001, 9.9995715E-001, 9.8860753E-001, 8.4528234E-004, 1.0000000E+001
 2.5500885E+001, 9.9993526E-001, 9.8579721E-001, 8.4764495E-004, 1.0000000E+001
 2.5589544E+001, 9.9991473E-001, 9.8313150E-001, 8.6134630E-004, 1.0000000E+001
 2.5678202E+001, 9.9989696E-001, 9.8061448E-001, 8.6050513E-004, 1.0000000E+001
 2.5766861E+001, 9.9988254E-001, 9.7830227E-001, 9.5462046E-004, 1.1000000E+001
 2.5855520E+001, 9.9987247E-001, 9.7647475E-001, 9.9823275E-004, 1.5000000E+001
 2.5944178E+001, 9.9987059E-001, 9.7603310E-001, 9.9868503E-004, 2.3000000E+001
 2.6032837E+001, 9.9987619E-001, 9.7676220E-001, 9.9452284E-004, 2.0000000E+001
 2.6121496E+001, 9.9988867E-001, 9.7868665E-001, 9.9261530E-004, 2.1000000E+001
 2.6210154E+001, 9.9990705E-001, 9.8167028E-001, 9.7418383E-004, 1.9000000E+001
 2.6298813E+001, 9.9992948E-001, 9.8548602E-001, 9.5645225E-004, 1.7000000E+001
 2.6387472E+001, 9.9995410E-001, 9.8986579E-001, 9.7079386E-004, 1.5000000E+001
 2.6476130E+001, 9.9997921E-001, 9.9455705E-001, 9.1017725E-004, 1.4000000E+001
 2.6564789E+001, 1.0000033E+000, 9.9919312E-001, 9.6832107E-004, 1.2000000E+001
 2.6653448E+001, 1.0000250E+000, 1.0036907E+000, 9.9541283E-004, 1.5000000E+001
 2.6742107E+001, 1.0000429E+000, 1.0079878E+000, 9.8822639E-004, 1.9000000E+001
 2.6830765E+001, 1.0000562E+000, 1.0112190E+000, 9.6908524E-004, 1.6000000E+001
 2.6919424E+001, 1.0000646E+000, 1.0132768E+000, 9.6189137E-004, 1.4000000E+001
 2.7008083E+001, 1.0000686E+000, 1.0144521E+000, 9.6259245E-004, 1.2000000E+001
 2.7096741E+001, 1.0000687E+000, 1.0151761E+000, 9.2712948E-004, 1.2000000E+001
 2.7185400E+001, 1.0000658E+000, 1.0157346E+000, 8.4742389E-004, 1.2000000E+001
 2.7274059E+001, 1.0000610E+000, 1.0162321E+000, 9.4682517E-004, 1.0000000E+001
 2.7362717E+001, 1.0000557E+000, 1.0167322E+000, 9.0274070E-004, 1.0000000E+001
 2.7451376E+001, 1.0000513E+000, 1.0172535E+000, 9.0178447E-004, 9.0000000E+000
 2.7540035E+001, 1.0000493E+000, 1.0178064E+000, 8.8778206E-004, 9.0000000E+000
 2.7628693E+001, 1.0000504E+000, 1.0183770E+000, 8.9841033E-004, 9.0000000E+000
 2.7717352E+001, 1.0000557E+000, 1.0189124E+000, 7.5235513E-004, 1.0000000E+001
 2.7806011E+001, 1.0000650E+000, 1.0193636E+000, 9.4850580E-004, 9.0000000E+000
 2.7894669E+001, 1.0000784E+000, 1.0197501E+000, 9.4594638E-004, 9.0000000E+000
 2.7983328E+001, 1.0000950E+000, 1.0200915E+000, 9.7806299E-004, 9.0000000E+000
 2.8071987E+001, 1.0001140E+000, 1.0205325E+000, 9.7976733E-004, 1.1000000E+001
 2.8160646E+001, 1.0001319E+000, 1.0210690E+000, 9.5589053E-004, 1.2000000E+001
 2.8249304E+001, 1.0001447E+000, 1.0217815E+000, 9.5632091E-004, 1.4000000E+001
 2.8337963E+001, 1.0001485E+000, 1.0226005E+000, 9.5962475E-004, 1.4000000E+001
 2.8426622E+001, 1.0001424E+000, 1.0235368E+000, 9.5545275E-004, 1.4000000E+001
 2.8515280E+001, 1.0001274E+000, 1.0246191E+000, 9.5591878E-004, 1.4000000E+001
 2.8603939E+001, 1.0001074E+000, 1.0258391E+000, 9.9949341E-004, 1.3000000E+001
 2.8692598E+001, 1.0000864E+000, 1.0272079E+000, 9.5465745E-004, 1.2000000E+001
 2.8781256E+001, 1.0000675E+000, 1.0287029E+000, 9.5756345E-004, 9.0000000E+000
 2.8869915E+001, 1.0000533E+000, 1.0302888E+000, 9.1364503E-004, 1.0000000E+001
 2.8958574E+001, 1.0000453E+000, 1.0318630E+000, 9.9773041E-004, 1.0000000E+001
 2.9047232E+001, 1.0000455E+000, 1.0331800E+000, 9.8022637E-004, 1.1000000E+001
 2.9135891E+001, 1.0000531E+000, 1.0339941E+000, 9.5614221E-004, 1.1000000E+001
 2.9224550E+001, 1.0000673E+000, 1.0339698E+000, 9.8129154E-004, 1.3000000E+001
 2.9313209E+001, 1.0000853E+000, 1.0332491E+000, 9.6609019E-004, 1.1000000E+001
 2.9401867E+001, 1.0001034E+000, 1.0322107E+000, 9.8920290E-004, 9.0000000E+000
 2.9490526E+001, 1.0001199E+000, 1.0308738E+000, 9.5908790E-004, 9.0000000E+000
 2.9579185E+001, 1.0001335E+000, 1.0290880E+000, 9.8767264E-004, 9.0000000E+000
 2.9667843E+001, 1.0001430E+000, 1.0268154E+000, 9.7460187E-004, 1.0000000E+001
 2.9756502E+001, 1.0001490E+000, 1.0242205E+000, 9.7071666E-004, 1.0000000E+001
 2.9845161E+001, 1.0001528E+000, 1.0212203E+000, 9.6752701E-004, 1.0000000E+001
 2.9933819E+001, 1.0001548E+000, 1.0177823E+000, 9.3913775E-004, 1.0000000E+001
 3.0022478E+001, 1.0001553E+000, 1.0139224E+000, 9.2572207E-004, 1.0000000E+001
 3.0111137E+001, 1.0001538E+000, 1.0096696E+000, 9.9228141E-004, 1.0000000E+001
 3.0199795E+001, 1.0001491E+000, 1.0050617E+000, 9.4983969E-004, 1.2000000E+001
 3.0288454E+001, 1.0001406E+000, 1.0001580E+000, 9.1552133E-004, 1.4000000E+001
 3.0377113E+001, 1.0001283E+000, 9.9508013E-001, 9.9271551E-004, 1.4000000E+001
 3.0465772E+001, 1.0001108E+000, 9.8985813E-001, 9.9547319E-004, 2.1000000E+001
 3.0554430E+001, 1.0000863E+000, 9.8484393E-001, 9.9498326E-004, 2.0000000E+001
 3.0643089E+001, 1.0000542E+000, 9.8017804E-001, 9.9099219E-004, 1.8000000E+001
 3.0731748E+001, 1.0000129E+000, 9.7573152E-001, 9.9972676E-004, 2.1000000E+001
 3.0820406E+001, 9.9996362E-001, 9.7141236E-001, 9.9422307E-004, 1.9000000E+001
 3.0909065E+001, 9.9990966E-001, 9.6723439E-001, 9.8827841E-004, 1.7000000E+001
 3.0997724E+001, 9.9985496E-001, 9.6316026E-001, 9.7825390E-004, 1.2000000E+001
 3.1086382E+001, 9.9981246E-001, 9.6249078E-001, 9.9996871E-004, 1.8200000E+002
 3.1175041E+001, 9.9981241E-001, 9.6721846E-001, 9.9986829E-004, 3.1400000E+002
 3.1263700E+001, 9.9981452E-001, 9.7179734E-001, 9.9735873E-004, 1.2000000E+001
 3.1352358E+001, 9.9981679E-001, 9.7598132E-001, 9.9412692E-004, 1.3000000E+001
 3.1441017E+001, 9.9981945E-001, 9.7965994E-001, 9.8404601E-004, 1.3000000E+001
 3.1529676E+001, 9.9982256E-001, 9.8308309E-001, 9.6376482E-004, 1.2000000E+001
 3.1618334E+001, 9.9982615E-001, 9.8647576E-001, 9.9377017E-004, 1.2000000E+001
 3.1706993E+001, 9.9983161E-001, 9.8996491E-001, 8.9060464E-004, 1.4000000E+001
 3.1795652E+001, 9.9984150E-001, 9.9351772E-001, 8.2277160E-004, 1.4000000E+001
 3.1884311E+001, 9.9985645E-001, 9.9693955E-001, 9.9289248E-004, 1.2000000E+001
 3.1972969E+001, 9.9987639E-001, 1.0001292E+000, 9.7296344E-004, 1.3000000E+001
 3.2061628E+001, 9.9990125E-001, 1.0031858E+000, 7.5504294E-004, 1.5000000E+001
 3.2150287E+001, 9.9993032E-001, 1.0061648E+000, 8.9779558E-004, 1.3000000E+001
 3.2238945E+001, 9.9996206E-001, 1.0090172E+000, 8.1473805E-004, 1.3000000E+001
 3.2327604E+001, 9.9999621E-001, 1.0117093E+000, 9.8770288E-004, 1.1000000E+001
 3.2416263E+001, 1.0000327E+000, 1.0144143E+000, 8.9998025E-004, 1.2000000E+001
 3.2504921E+001, 1.0000715E+000, 1.0171815E+000, 8.9742087E-004, 1.2000000E+001
 3.2593580E+001, 1.0001114E+000, 1.0200523E+000, 9.6416113E-004, 1.1000000E+001
 3.2682239E+001, 1.0001505E+000, 1.0232502E+000, 9.2130501E-004, 1.1000000E+001
 3.2770897E+001, 1.0001868E+000, 1.0270300E+000, 9.8870693E-004, 1.2000000E+001
 3.2859556E+001, 1.0001877E+000, 1.0323372E+000, 9.9973724E-004, 2.6300000E+002
 3.2948215E+001, 1.0001862E+000, 1.0347878E+000, 9.9993720E-004, 4.9000000E+001
 3.3036874E+001, 1.0001845E+000, 1.0367131E+000, 9.9921372E-004, 1.7000000E+001
 3.3125532E+001, 1.0001838E+000, 1.0386754E+000, 9.9988024E-004, 1.4000000E+001
 3.3214191E+001, 1.0001839E+000, 1.0408919E+000, 9.9616262E-004, 1.4000000E+001
 3.3302850E+001, 1.0001816E+000, 1.0429535E+000, 9.9967150E-004, 1.4000000E+001
 3.3391508E+001, 1.0001734E+000, 1.0438184E+000, 9.9896350E-004, 3.1000000E+001
 3.3480167E+001, 1.0001645E+000, 1.0432902E+000, 9.9957990E-004, 4.1000000E+001
 3.3568826E+001, 1.0001583E+000, 1.0422227E+000, 9.9879601E-004, 1.9000000E+001
 3.3657484E+001, 1.0001560E+000, 1.0406862E+000, 9.8302719E-004, 1.5000000E+001
 3.3746143E+001, 1.0001566E+000, 1.0388066E+000, 9.8435348E-004, 1.3000000E+001
 3.3834802E+001, 1.0001604E+000, 1.0368883E+000, 9.9112927E-004, 1.4000000E+001
 3.3923460E+001, 1.0001669E+000, 1.0351050E+000, 9.9633260E-004, 1.5000000E+001
 3.4012119E+001, 1.0001744E+000, 1.0333785E+000, 9.7700800E-004, 1.4000000E+001
 3.4100778E+001, 1.0001809E+000, 1.0314613E+000, 9.9215996E-004, 1.2000000E+001
 3.4189437E+001, 1.0001850E+000, 1.0289795E+000, 9.9458663E-004, 1.3000000E+001
 3.4278095E+001, 1.0001864E+000, 1.0259539E+000, 9.9668543E-004, 1.3000000E+001
 3.4366754E+001, 1.0001859E+000, 1.0229664E+000, 9.9308415E-004, 1.2000000E+001
 3.4455413E+001, 1.0001840E+000, 1.0203534E+000, 9.9219177E-004, 1.1000000E+001
 3.4544071E+001, 1.0001809E+000, 1.0181951E+000, 9.6182555E-004, 1.2000000E+001
 3.4632730E+001, 1.0001758E+000, 1.0165359E+000, 9.4986687E-004, 1.0000000E+001
 3.4721389E+001, 1.0001678E+000, 1.0152482E+000, 8.7256236E-004, 1.0000000E+001
 3.4810047E+001, 1.0001562E+000, 1.0141482E+000, 9.0181772E-004, 1.0000000E+001
 3.4898706E+001, 1.0001411E+000, 1.0131174E+000, 9.0804183E-004, 1.0000000E+001
 3.4987365E+001, 1.0001235E+000, 1.0121520E+000, 8.3611577E-004, 9.0000000E+000
 3.5076023E+001, 1.0001047E+000, 1.0112930E+000, 7.7499971E-004, 9.0000000E+000
 3.5164682E+001, 1.0000855E+000, 1.0105352E+000, 8.1010651E-004, 9.0000000E+000
 3.5253341E+001, 1.0000659E+000, 1.0099327E+000, 9.5828458E-004, 8.0000000E+000
 3.5342000E+001, 1.0000447E+000, 1.0094402E+000, 9.5664965E-004, 8.0000000E+000
 3.5430658E+001, 1.0000210E+000, 1.0089216E+000, 9.3435967E-004, 9.0000000E+000
 3.5519317E+001, 9.9999391E-001, 1.0083055E+000, 8.5055769E-004, 1.0000000E+001
 3.5607976E+001, 9.9996486E-001, 1.0075158E+000, 8.8537433E-004, 1.0000000E+001
 3.5696634E+001, 9.9993664E-001, 1.0065380E+000, 9.0373886E-004, 1.0000000E+001
 3.5785293E+001, 9.9991151E-001, 1.0054004E+000, 8.7182708E-004, 1.0000000E+001
 3.5873952E+001, 9.9989065E-001, 1.0040673E+000, 7.7358529E-004, 1.0000000E+001
 3.5962610E+001, 9.9987362E-001, 1.0027028E+000, 8.8706995E-004, 8.0000000E+000
 3.6051269E+001, 9.9986073E-001, 1.0010703E+000, 8.6595799E-004, 9.0000000E+000
 3.6139928E+001, 9.9985172E-001, 9.9917251E-001, 7.6671532E-004, 1.0000000E+001
 3.6228586E+001, 9.9984673E-001, 9.9718836E-001, 9.6577671E-004, 8.0000000E+000
 3.6317245E+001, 9.9984736E-001, 9.9508906E-001, 8.2376244E-004, 9.0000000E+000
 3.6405904E+001, 9.9985384E-001, 9.9301979E-001, 8.0030011E-004, 1.0000000E+001
 3.6494562E+001, 9.9986504E-001, 9.9098482E-001, 9.9410590E-004, 9.0000000E+000
 3.6583221E+001, 9.9987845E-001, 9.8890320E-001, 9.6088906E-004, 7.0000000E+000
 3.6671880E+001, 9.9989221E-001, 9.8658663E-001, 9.0185894E-004, 1.0000000E+001
 3.6760539E+001, 9.9990270E-001, 9.8387092E-001, 9.0160839E-004, 1.1000000E+001
 3.6849197E+001, 9.9990926E-001, 9.8077176E-001, 8.4133369E-004, 1.0000000E+001
 3.6937856E+001, 9.9991206E-001, 9.7738826E-001, 9.2106999E-004, 1.0000000E+001
 3.7026515E+001, 9.9991015E-001, 9.7380472E-001, 9.8026158E-004, 1.2000000E+001
 3.7115173E+001, 9.9990278E-001, 9.7053521E-001, 9.9798798E-004, 1.6000000E+001
 3.7203832E+001, 9.9989264E-001, 9.6815244E-001, 9.9134836E-004, 1.6000000E+001
 3.7292491E+001, 9.9988177E-001, 9.6666370E-001, 9.8285665E-004, 1.2000000E+001
 3.7381149E+001, 9.9987027E-001, 9.6590332E-001, 9.3790803E-004, 1.2000000E+001
 3.7469808E+001, 9.9985846E-001, 9.6579790E-001, 9.2291785E-004, 1.2000000E+001
 3.7558467E+001, 9.9984676E-001, 9.6630584E-001, 9.0446138E-004, 1.2000000E+001
 3.7647125E+001, 9.9983529E-001, 9.6734323E-001, 9.8849331E-004, 1.2000000E+001
 3.7735784E+001, 9.9982448E-001, 9.6880914E-001, 9.6780600E-004, 1.3000000E+001
 3.7824443E+001, 9.9981473E-001, 9.7061034E-001, 9.9961286E-004, 1.4000000E+001
 3.7913102E+001, 9.9981030E-001, 9.7314301E-001, 9.9975116E-004, 3.9000000E+001
 3.8001760E+001, 9.9981030E-001, 9.7547340E-001, 9.9456495E-004, 1.2000000E+001
 3.8090419E+001, 9.9981351E-001, 9.7741835E-001, 9.7374215E-004, 1.2000000E+001
 3.8179078E+001, 9.9982034E-001, 9.7902179E-001, 9.4864230E-004, 9.0000000E+000
 3.8267736E+001, 9.9983038E-001, 9.8050860E-001, 9.9544516E-004, 1.0000000E+001
 3.8356395E+001, 9.9984346E-001, 9.8199863E-001, 8.7977045E-004, 1.1000000E+001
 3.8445054E+001, 9.9985839E-001, 9.8338527E-001, 8.7473625E-004, 9.0000000E+000
 3.8533712E+001, 9.9987387E-001, 9.8467620E-001, 9.3372506E-004, 9.0000000E+000
 3.8622371E+001, 9.9988924E-001, 9.8583456E-001, 9.4671184E-004, 1.0000000E+001
 3.8711030E+001, 9.9990427E-001, 9.8683599E-001, 8.1192072E-004, 1.0000000E+001
 3.8799688E+001, 9.9991910E-001, 9.8766015E-001, 9.3363442E-004, 8.0000000E+000
 3.8888347E+001, 9.9993341E-001, 9.8844080E-001, 7.3008517E-004, 1.0000000E+001
 3.8977006E+001, 9.9994722E-001, 9.8917207E-001, 9.5540188E-004, 9.0000000E+000
 3.9065665E+001, 9.9995989E-001, 9.8992830E-001, 9.2590982E-004, 8.0000000E+000
 3.9154323E+001, 9.9997167E-001, 9.9083710E-001, 8.5976493E-004, 8.0000000E+000
 3.9242982E+001, 9.9998311E-001, 9.9194947E-001, 5.6951173E-004, 1.0000000E+001
 3.9331641E+001, 9.9999498E-001, 9.9313430E-001, 8.6690266E-004, 9.0000000E+000
 3.9420299E+001, 1.0000073E+000, 9.9435215E-001, 7.8784118E-004, 8.0000000E+000
 3.9508958E+001, 1.0000205E+000, 9.9543414E-001, 9.5316443E-004, 8.0000000E+000
 3.9597617E+001, 1.0000337E+000, 9.9619698E-001, 9.0684149E-004, 9.0000000E+000
 3.9686275E+001, 1.0000460E+000, 9.9659127E-001, 9.8509662E-004, 9.0000000E+000
 3.9774934E+001, 1.0000556E+000, 9.9665593E-001, 9.5039981E-004, 1.1000000E+001
 3.9863593E+001, 1.0000627E+000, 9.9659813E-001, 9.7343498E-004, 1.3000000E+001
 3.9952251E+001, 1.0000682E+000, 9.9674750E-001, 9.9968901E-004, 1.4000000E+001
 4.0040910E+001, 1.0000735E+000, 9.9754406E-001, 9.9268884E-004, 1.6000000E+001
 4.0129569E+001, 1.0000793E+000, 9.9900324E-001, 9.6303960E-004, 1.6000000E+001
 4.0218227E+001, 1.0000863E+000, 1.0008931E+000, 9.5108424E-004, 1.4000000E+001
 4.0306886E+001, 1.0000944E+000, 1.0030135E+000, 9.6795905E-004, 1.2000000E+001
 4.0395545E+001, 1.0001032E+000, 1.0053224E+000, 8.8318755E-004, 1.2000000E+001
 4.0484204E+001, 1.0001122E+000, 1.0076554E+000, 9.2091298E-004, 1.0000000E+001
 4.0572862E+001, 1.0001206E+000, 1.0099649E+000, 9.5275195E-004, 1.0000000E+001
 4.0661521E+001, 1.0001275E+000, 1.0121805E+000, 7.7134611E-004, 9.0000000E+000
 4.0750180E+001, 1.0001322E+000, 1.0142490E+000, 9.2941089E-004, 9.0000000E+000
 4.0838838E+001, 1.0001335E+000, 1.0160128E+000, 8.7807880E-004, 1.0000000E+001
 4.0927497E+001, 1.0001288E+000, 1.0171996E+000, 9.7208302E-004, 1.3000000E+001
 4.1016156E+001, 1.0001162E+000, 1.0176601E+000, 9.7138555E-004, 1.4000000E+001
 4.1104814E+001, 1.0000969E+000, 1.0174109E+000, 9.8900867E-004, 1.4000000E+001
 4.1193473E+001, 1.0000732E+000, 1.0165574E+000, 9.6811450E-004, 1.3000000E+001
 4.1282132E+001, 1.0000477E+000, 1.0151182E+000, 9.3513570E-004, 1.3000000E+001
 4.1370790E+001, 1.0000227E+000, 1.0131375E+000, 9.9875459E-004, 1.1000000E+001
 4.1459449E+001, 9.9999996E-001, 1.0107070E+000, 9.7743843E-004, 1.0000000E+001
 4.1548108E+001, 9.9998049E-001, 1.0079315E+000, 7.5451632E-004, 1.0000000E+001
 4.1636767E+001, 9.9996473E-001, 1.0048825E+000, 9.9124827E-004, 9.0000000E+000
 4.1725425E+001, 9.9995300E-001, 1.0017306E+000, 9.1632481E-004, 9.0000000E+000
 4.1814084E+001, 9.9994559E-001, 9.9859073E-001, 8.5179750E-004, 9.0000000E+000
 4.1902743E+001, 9.9994300E-001, 9.9560842E-001, 8.4158207E-004, 9.0000000E+000
 4.1991401E+001, 9.9994555E-001, 9.9286665E-001, 9.8412837E-004, 8.0000000E+000
 4.2080060E+001, 9.9995318E-001, 9.9043715E-001, 8.8984104E-004, 9.0000000E+000
 4.2168719E+001, 9.9996389E-001, 9.8834436E-001, 9.3943653E-004, 9.0000000E+000
 4.2257377E+001, 9.9997647E-001, 9.8656795E-001, 9.7734299E-004, 1.0000000E+001
 4.2346036E+001, 9.9998909E-001, 9.8518853E-001, 9.6030860E-004, 1.1000000E+001
 4.2434695E+001, 1.0000002E+000, 9.8434468E-001, 9.3495228E-004, 1.2000000E+001
 4.2523353E+001, 1.0000090E+000, 9.8412775E-001, 9.3030611E-004, 1.2000000E+001
 4.2612012E+001, 1.0000140E+000, 9.8448835E-001, 9.6821420E-004, 1.2000000E+001
 4.2700671E+001, 1.0000135E+000, 9.8539243E-001, 9.4034377E-004, 1.2000000E+001
 4.2789330E+001, 1.0000067E+000, 9.8673129E-001, 8.7266173E-004, 1.2000000E+001
 4.2877988E+001, 9.9999405E-001, 9.8842158E-001, 8.9964612E-004, 1.0000000E+001
 4.2966647E+001, 9.9997606E-001, 9.9039351E-001, 9.6140406E-004, 1.1000000E+001
 4.3055306E+001, 9.9995458E-001, 9.9259885E-001, 7.4293634E-004, 1.1000000E+001
 4.3143964E+001, 9.9993257E-001, 9.9495425E-001, 9.8831454E-004, 1.0000000E+001
 4.3232623E+001, 9.9991229E-001, 9.9729347E-001, 9.7318293E-004, 1.0000000E+001
 4.3321282E+001, 9.9989556E-001, 9.9950820E-001, 9.2270205E-004, 1.1000000E+001
 4.3409940E+001, 9.9988397E-001, 1.0015907E+000, 9.9324481E-004, 1.1000000E+001
 4.3498599E+001, 9.9987713E-001, 1.0034860E+000, 9.9218012E-004, 1.3000000E+001
 4.3587258E+001, 9.9987413E-001, 1.0050977E+000, 9.8264730E-004, 1.5000000E+001
 4.3675916E+001, 9.9987373E-001, 1.0063747E+000, 9.9416045E-004, 1.3000000E+001
 4.3764575E+001, 9.9987554E-001, 1.0073757E+000, 9.6424616E-004, 1.2000000E+001
 4.3853234E+001, 9.9987978E-001, 1.0081693E+000, 9.4265307E-004, 1.0000000E+001
 4.3941892E+001, 9.9988737E-001, 1.0088316E+000, 9.2154163E-004, 1.0000000E+001
 4.4030551E+001, 9.9989914E-001, 1.0093298E+000, 9.8233054E-004, 9.0000000E+000
 4.4119210E+001, 9.9991573E-001, 1.0096515E+000, 9.0548989E-004, 9.0000000E+000
 4.4207869E+001, 9.9993731E-001, 1.0097411E+000, 9.3350050E-004, 9.0000000E+000
 4.4296527E+001, 9.9996294E-001, 1.0095780E+000, 9.2809232E-004, 9.0000000E+000
 4.4385186E+001, 9.9999196E-001, 1.0091367E+000, 9.4964378E-004, 9.0000000E+000
 4.4473845E+001, 1.0000237E+000, 1.0083154E+000, 9.2936115E-004, 1.0000000E+001
 4.4562503E+001, 1.0000573E+000, 1.0069343E+000, 9.7745538E-004, 1.0000000E+001
 4.4651162E+001, 1.0000910E+000, 1.0048296E+000, 9.9618741E-004, 1.0000000E+001
 4.4739821E+001, 1.0001225E+000, 1.0019725E+000, 9.3003530E-004, 1.1000000E+001
 4.4828479E+001, 1.0001474E+000, 9.9836439E-001, 9.7343100E-004, 1.2000000E+001
 4.4917138E+001, 1.0001608E+000, 9.9423056E-001, 9.9564245E-004, 1.3000000E+001
 4.5005797E+001, 1.0001606E+000, 9.9001612E-001, 9.9623141E-004, 1.4000000E+001
 4.5094455E+001, 1.0001473E+000, 9.8615888E-001, 9.8783624E-004, 1.6000000E+001
 4.5183114E+001, 1.0001162E+000, 9.8370438E-001, 9.9884799E-004, 3.1000000E+001
 4.5271773E+001, 1.0000767E+000, 9.8243826E-001, 9.9974316E-004, 2.6000000E+001
 4.5360432E+001, 1.0000362E+000, 9.8159933E-001, 9.9342490E-004, 1.7000000E+001
 4.5449090E+001, 9.9999715E-001, 9.8107825E-001, 9.9547195E-004, 1.5000000E+001
 4.5537749E+001, 9.9996009E-001, 9.8088597E-001, 9.5000825E-004, 1.4000000E+001
 4.5626408E+001, 9.9992514E-001, 9.8096915E-001, 9.9553638E-004, 1.2000000E+001
 4.5715066E+001, 9.9989241E-001, 9.8122982E-001, 9.6370118E-004, 1.2000000E+001
 4.5803725E+001, 9.9986233E-001, 9.8156803E-001, 9.0053160E-004, 1.2000000E+001
 4.5892384E+001, 9.9983552E-001, 9.8181413E-001, 9.2279433E-004, 1.2000000E+001
 4.5981042E+001, 9.9981237E-001, 9.8175135E-001, 9.9913553E-004, 1.3000000E+001
 4.6069701E+001, 9.9980916E-001, 9.7933473E-001, 9.9979809E-004, 8.3000000E+001
 4.6158360E+001, 9.9981059E-001, 9.7806858E-001, 9.9020592E-004, 1.2000000E+001
 4.6247018E+001, 9.9981575E-001, 9.7746321E-001, 9.9116813E-004, 1.2000000E+001
 4.6335677E+001, 9.9982414E-001, 9.7703552E-001, 9.9890732E-004, 1.0000000E+001
 4.6424336E+001, 9.9983466E-001, 9.7635010E-001, 9.7109713E-004, 1.1000000E+001
 4.6512995E+001, 9.9984635E-001, 9.7542903E-001, 9.5362558E-004, 1.2000000E+001
 4.6601653E+001, 9.9985826E-001, 9.7455793E-001, 9.5072647E-004, 1.2000000E+001
 4.6690312E+001, 9.9986975E-001, 9.7387810E-001, 9.8868678E-004, 9.0000000E+000
 4.6778971E+001, 9.9987901E-001, 9.7398387E-001, 9.7389727E-004, 1.4000000E+001
 4.6867629E+001, 9.9988516E-001, 9.7515908E-001, 9.8298151E-004, 1.8000000E+001
 4.6956288E+001, 9.9989024E-001, 9.7700266E-001, 9.6991571E-004, 1.6000000E+001
 4.7044947E+001, 9.9989610E-001, 9.7930157E-001, 9.4917092E-004, 1.6000000E+001
 4.7133605E+001, 9.9990441E-001, 9.8193106E-001, 9.3721622E-004, 1.6000000E+001
 4.7222264E+001, 9.9991558E-001, 9.8481966E-001, 9.9081677E-004, 1.5000000E+001
 4.7310923E+001, 9.9992811E-001, 9.8798657E-001, 9.7640331E-004, 1.5000000E+001
 4.7399581E+001, 9.9994024E-001, 9.9143453E-001, 9.5562528E-004, 1.4000000E+001
 4.7488240E+001, 9.9995089E-001, 9.9510112E-001, 9.9709831E-004, 1.3000000E+001
 4.7576899E+001, 9.9996005E-001, 9.9896307E-001, 8.8683721E-004, 1.2000000E+001
 4.7665558E+001, 9.9996881E-001, 1.0030514E+000, 9.1035198E-004, 1.0000000E+001
 4.7754216E+001, 9.9997806E-001, 1.0075691E+000, 9.9091113E-004, 9.0000000E+000
 4.7842875E+001, 9.9998897E-001, 1.0126957E+000, 9.6338242E-004, 9.0000000E+000
 4.7931534E+001, 1.0000032E+000, 1.0182611E+000, 9.1953811E-004, 9.0000000E+000
 4.8020192E+001, 1.0000222E+000, 1.0240017E+000, 9.3955256E-004, 1.0000000E+001
 4.8108851E+001, 1.0000478E+000, 1.0295555E+000, 9.6539654E-004, 1.4000000E+001
 4.8197510E+001, 1.0000814E+000, 1.0340418E+000, 9.8482489E-004, 2.2000000E+001
 4.8286168E+001, 1.0001192E+000, 1.0371583E+000, 9.9007284E-004, 1.9000000E+001
 4.8374827E+001, 1.0001583E+000, 1.0395089E+000, 9.9219929E-004, 1.6000000E+001
 4.8463486E+001, 1.0001877E+000, 1.0364753E+000, 9.9984621E-004, 2.2000000E+002
 4.8552144E+001, 1.0001884E+000, 1.0333144E+000, 9.9967501E-004, 1.3100000E+002
 4.8640803E+001, 1.0001866E+000, 1.0309787E+000, 9.9867532E-004, 1.4000000E+001
 4.8729462E+001, 1.0001841E+000, 1.0296252E+000, 9.9026022E-004, 1.4000000E+001
 4.8818120E+001, 1.0001805E+000, 1.0288980E+000, 9.7589931E-004, 1.3000000E+001
 4.8906779E+001, 1.0001756E+000, 1.0284862E+000, 9.5241774E-004, 1.3000000E+001
 4.8995438E+001, 1.0001688E+000, 1.0282138E+000, 9.2658598E-004, 1.3000000E+001
 4.9084097E+001, 1.0001600E+000, 1.0279183E+000, 9.2798916E-004, 1.3000000E+001
 4.9172755E+001, 1.0001493E+000, 1.0274653E+000, 9.3487757E-004, 1.3000000E+001
 4.9261414E+001, 1.0001376E+000, 1.0267601E+000, 9.8324043E-004, 1.3000000E+001
 4.9350073E+001, 1.0001247E+000, 1.0255371E+000, 9.7557061E-004, 1.4000000E+001
 4.9438731E+001, 1.0001100E+000, 1.0239094E+000, 9.6619004E-004, 1.2000000E+001
 4.9527390E+001, 1.0000927E+000, 1.0216334E+000, 9.6012401E-004, 1.2000000E+001
 4.9616049E+001, 1.0000725E+000, 1.0185928E+000, 9.0873320E-004, 1.3000000E+001
 4.9704707E+001, 1.0000494E+000, 1.0147845E+000, 9.2919348E-004, 1.2000000E+001
 4.9793366E+001, 1.0000247E+000, 1.0103188E+000, 9.4806802E-004, 1.1000000E+001
 4.9882025E+001, 1.0000001E+000, 1.0053444E+000, 9.7643778E-004, 1.0000000E+001
