s,m3/s,m3/s,m/s,
Time,"flow_in","flow_out","error","iter"
 2.5947209E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6036039E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6124869E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6213700E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6302530E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6391360E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.6480190E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.6569020E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.6657850E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.6746680E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.6835510E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.6924341E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.7013171E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.7102001E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.7190831E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.7279661E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.7368491E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.7457321E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.7546151E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7634982E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7723812E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.7812642E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7901472E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.7990302E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.8079132E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8167962E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8256792E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8345623E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8434453E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8523283E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.8612113E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8700943E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8789773E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.8878603E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8967433E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.9056264E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 2.9145094E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9233924E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.9322754E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9411584E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9500414E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9589244E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9678074E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9766905E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9855735E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.9944565E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0033395E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0122225E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.0211055E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0299885E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0388715E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0477546E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0566376E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0655206E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0744036E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0832866E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0921696E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1010526E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1099356E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1188187E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1277017E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1365847E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1454677E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.1543507E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1632337E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1721167E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.1809997E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1898828E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1987658E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.2076488E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.2165318E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.2254148E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.2342978E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.2431808E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.2520638E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.2609469E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 3.2698299E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 3.2787129E+001, 1.0000000E+000, 1.0000003E+000, 2.2204460E-016, 1.0000000E+000
 3.2875959E+001, 1.0000000E+000, 1.0000005E+000, 2.2204460E-016, 1.0000000E+000
 3.2964789E+001, 1.0000000E+000, 1.0000010E+000, 2.2204460E-016, 1.0000000E+000
 3.3053619E+001, 1.0000000E+000, 1.0000018E+000, 2.2204460E-016, 1.0000000E+000
 3.3142449E+001, 1.0000000E+000, 1.0000032E+000, 2.2204460E-016, 1.0000000E+000
 3.3231279E+001, 1.0000000E+000, 1.0000058E+000, 2.2204460E-016, 1.0000000E+000
 3.3320109E+001, 1.0000000E+000, 1.0000107E+000, 2.2204460E-016, 1.0000000E+000
 3.3408940E+001, 1.0000000E+000, 1.0000177E+000, 2.2204460E-016, 1.0000000E+000
 3.3497770E+001, 1.0000000E+000, 1.0000286E+000, 4.4408921E-016, 1.0000000E+000
 3.3586600E+001, 1.0000000E+000, 1.0000428E+000, 2.2204460E-016, 1.0000000E+000
 3.3675430E+001, 1.0000000E+000, 1.0000600E+000, 2.2204460E-016, 1.0000000E+000
 3.3764260E+001, 1.0000000E+000, 1.0000815E+000, 4.4408921E-016, 1.0000000E+000
 3.3853090E+001, 1.0000000E+000, 1.0001039E+000, 4.4408921E-016, 1.0000000E+000
 3.3941920E+001, 1.0000000E+000, 1.0001213E+000, 2.2204460E-016, 1.0000000E+000
 3.4030750E+001, 1.0000000E+000, 1.0001241E+000, 2.2204460E-016, 1.0000000E+000
 3.4119581E+001, 1.0000000E+000, 1.0001078E+000, 2.2204460E-016, 1.0000000E+000
 3.4208411E+001, 1.0000000E+000, 1.0001061E+000, 2.2204460E-016, 1.0000000E+000
 3.4297241E+001, 1.0000000E+000, 1.0001736E+000, 2.2204460E-016, 1.0000000E+000
 3.4386071E+001, 1.0000000E+000, 1.0003249E+000, 2.2204460E-016, 1.0000000E+000
 3.4474901E+001, 1.0000000E+000, 1.0004954E+000, 4.4408921E-016, 1.0000000E+000
 3.4563731E+001, 1.0000000E+000, 1.0005811E+000, 2.2204460E-016, 1.0000000E+000
 3.4652561E+001, 1.0000000E+000, 1.0005227E+000, 2.2204460E-016, 1.0000000E+000
 3.4741391E+001, 1.0000000E+000, 1.0003613E+000, 4.4408921E-016, 1.0000000E+000
 3.4830222E+001, 1.0000000E+000, 1.0001952E+000, 2.2204460E-016, 1.0000000E+000
 3.4919052E+001, 1.0000000E+000, 1.0000911E+000, 2.2204460E-016, 1.0000000E+000
 3.5007882E+001, 1.0000000E+000, 1.0000524E+000, 2.2204460E-016, 1.0000000E+000
 3.5096712E+001, 1.0000000E+000, 1.0000457E+000, 4.4408921E-016, 1.0000000E+000
 3.5185542E+001, 1.0000000E+000, 1.0000428E+000, 2.2204460E-016, 1.0000000E+000
 3.5274372E+001, 1.0000000E+000, 1.0000336E+000, 2.2204460E-016, 1.0000000E+000
 3.5363202E+001, 1.0000000E+000, 1.0000227E+000, 2.2204460E-016, 1.0000000E+000
 3.5452032E+001, 1.0000000E+000, 1.0000145E+000, 2.2204460E-016, 1.0000000E+000
 3.5540863E+001, 1.0000000E+000, 1.0000091E+000, 2.2204460E-016, 1.0000000E+000
 3.5629693E+001, 1.0000000E+000, 1.0000057E+000, 2.2204460E-016, 1.0000000E+000
 3.5718523E+001, 1.0000000E+000, 1.0000039E+000, 2.2204460E-016, 1.0000000E+000
 3.5807353E+001, 1.0000000E+000, 1.0000028E+000, 2.2204460E-016, 1.0000000E+000
 3.5896183E+001, 1.0000000E+000, 1.0000020E+000, 2.2204460E-016, 1.0000000E+000
 3.5985013E+001, 1.0000000E+000, 1.0000014E+000, 2.2204460E-016, 1.0000000E+000
 3.6073843E+001, 1.0000000E+000, 1.0000009E+000, 2.2204460E-016, 1.0000000E+000
 3.6162673E+001, 1.0000000E+000, 1.0000006E+000, 4.4408921E-016, 1.0000000E+000
 3.6251504E+001, 1.0000000E+000, 1.0000004E+000, 4.4408921E-016, 1.0000000E+000
 3.6340334E+001, 1.0000000E+000, 1.0000003E+000, 2.2204460E-016, 1.0000000E+000
 3.6429164E+001, 1.0000000E+000, 1.0000003E+000, 2.2204460E-016, 1.0000000E+000
 3.6517994E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 3.6606824E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 3.6695654E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.6784484E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.6873314E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.6962145E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7050975E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.7139805E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7228635E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.7317465E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 3.7406295E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.7495125E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7583955E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7672786E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7761616E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.7850446E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7939276E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.8028106E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8116936E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8205766E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8294596E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8383427E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8472257E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8561087E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8649917E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.8738747E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.8827577E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8916407E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9005237E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9094068E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9182898E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.9271728E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9360558E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9449388E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9538218E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9627048E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 3.9715878E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9804709E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9893539E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9982369E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.0071199E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0160029E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0248859E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0337689E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0426519E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0515349E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0604180E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0693010E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0781840E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.0870670E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.0959500E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.1048330E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.1137160E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.1225990E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.1314821E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.1403651E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.1492481E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.1581311E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.1670141E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.1758971E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.1847801E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.1936631E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2025462E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2114292E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2203122E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2291952E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.2380782E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2469612E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2558442E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.2647272E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.2736103E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2824933E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2913763E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.3002593E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.3091423E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.3180253E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.3269083E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.3357913E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 4.3446744E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.3535574E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.3624404E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.3713234E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.3802064E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 4.3890894E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.3979724E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.4068554E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 4.4157385E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 4.4246215E+001, 1.0000000E+000, 1.0000003E+000, 2.2204460E-016, 1.0000000E+000
 4.4335045E+001, 1.0000000E+000, 1.0000004E+000, 2.2204460E-016, 1.0000000E+000
 4.4423875E+001, 1.0000000E+000, 1.0000006E+000, 2.2204460E-016, 1.0000000E+000
 4.4512705E+001, 1.0000000E+000, 1.0000008E+000, 2.2204460E-016, 1.0000000E+000
 4.4601535E+001, 1.0000000E+000, 1.0000009E+000, 4.4408921E-016, 1.0000000E+000
 4.4690365E+001, 1.0000000E+000, 1.0000011E+000, 2.2204460E-016, 1.0000000E+000
 4.4779195E+001, 1.0000000E+000, 1.0000013E+000, 2.2204460E-016, 1.0000000E+000
 4.4868026E+001, 1.0000000E+000, 1.0000014E+000, 2.2204460E-016, 1.0000000E+000
 4.4956856E+001, 1.0000000E+000, 1.0000016E+000, 4.4408921E-016, 1.0000000E+000
 4.5045686E+001, 1.0000000E+000, 1.0000017E+000, 2.2204460E-016, 1.0000000E+000
 4.5134516E+001, 1.0000000E+000, 1.0000019E+000, 2.2204460E-016, 1.0000000E+000
 4.5223346E+001, 1.0000000E+000, 1.0000021E+000, 4.4408921E-016, 1.0000000E+000
 4.5312176E+001, 1.0000000E+000, 1.0000023E+000, 2.2204460E-016, 1.0000000E+000
 4.5401006E+001, 1.0000000E+000, 1.0000024E+000, 2.2204460E-016, 1.0000000E+000
 4.5489836E+001, 1.0000000E+000, 1.0000025E+000, 2.2204460E-016, 1.0000000E+000
 4.5578667E+001, 1.0000000E+000, 1.0000026E+000, 2.2204460E-016, 1.0000000E+000
 4.5667497E+001, 1.0000000E+000, 1.0000026E+000, 2.2204460E-016, 1.0000000E+000
 4.5756327E+001, 1.0000000E+000, 1.0000025E+000, 2.2204460E-016, 1.0000000E+000
 4.5845157E+001, 1.0000000E+000, 1.0000023E+000, 2.2204460E-016, 1.0000000E+000
 4.5933987E+001, 1.0000000E+000, 1.0000020E+000, 4.4408921E-016, 1.0000000E+000
 4.6022817E+001, 1.0000000E+000, 1.0000014E+000, 4.4408921E-016, 1.0000000E+000
 4.6111647E+001, 1.0000000E+000, 1.0000010E+000, 2.2204460E-016, 1.0000000E+000
 4.6200477E+001, 1.0000000E+000, 1.0000010E+000, 2.2204460E-016, 1.0000000E+000
 4.6289308E+001, 1.0000000E+000, 1.0000010E+000, 2.2204460E-016, 1.0000000E+000
 4.6378138E+001, 1.0000000E+000, 1.0000011E+000, 2.2204460E-016, 1.0000000E+000
 4.6466968E+001, 1.0000000E+000, 1.0000010E+000, 4.4408921E-016, 1.0000000E+000
 4.6555798E+001, 1.0000000E+000, 1.0000009E+000, 2.2204460E-016, 1.0000000E+000
 4.6644628E+001, 1.0000000E+000, 1.0000007E+000, 2.2204460E-016, 1.0000000E+000
 4.6733458E+001, 1.0000000E+000, 1.0000005E+000, 2.2204460E-016, 1.0000000E+000
 4.6813096E+001, 1.0000000E+000, 1.0000003E+000, 2.2204460E-016, 1.0000000E+000
 4.6892734E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 4.6972372E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.7052010E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.7131649E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7211287E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7290925E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7370563E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7450201E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7529839E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 4.7609477E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 4.7689115E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.7768753E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 4.7848391E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 4.7928029E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 4.8007668E+001, 1.0000000E+000, 1.0000002E+000, 2.2204460E-016, 1.0000000E+000
 4.8087306E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 4.8166944E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.8246582E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 4.8326220E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.8405858E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8485496E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8565134E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8644772E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8724410E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8804048E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8883686E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8963325E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9042963E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9122601E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9202239E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9281877E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9361515E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9441153E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9520791E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9600429E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9680067E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9759705E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9839344E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9918982E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9998620E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 5.0078258E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 5.0157896E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 5.0237534E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
