s,kW/m2,(kg/m2/s)
Time,HRRPUA,MLRPUA
993,223.3638206,0.019525965
994,219.9023772,0.02138783
995,224.1079818,0.020362632
996,221.9880568,0.013931571
997,223.3601865,0.009178328
998,224.3264669,0.012383748
999,228.3462258,0.018285869
1000,226.1684159,0.021291434
1001,222.1394232,0.019804091
1002,227.6947239,0.017818162
1003,233.0604763,0.017134886
1004,236.2455529,0.017610778
1005,230.3096368,0.018224214
1006,231.0045762,0.016276125
1007,235.7730463,0.014246886
1008,235.9060763,0.014290963
1009,234.9744411,0.016951458
1010,234.8040152,0.020091852
1011,229.3022856,0.021431593
1012,233.4033983,0.020799045
1013,239.3210311,0.018796122
1014,234.0681562,0.018372832
1015,232.8156872,0.017919287
1016,235.2734245,0.016864216
1017,232.2803538,0.015802753
1018,238.1428072,0.01735685
1019,243.764977,0.018999007
1020,241.8548689,0.017935253
1021,238.7980702,0.016869661
1022,243.9934313,0.017666268
1023,248.4618567,0.019263474
1024,246.0386502,0.019937547
1025,250.1205715,0.021120252
1026,252.1010932,0.022117597
1027,252.2749722,0.020637918
1028,248.2474157,0.017159983
1029,245.2457109,0.015901181
1030,248.8582745,0.01709347
1031,251.2204727,0.017527847
1032,252.474965,0.01700291
1033,250.8164286,0.01794639
1034,247.9067872,0.0206687
1035,249.6609522,0.022578865
1036,255.4843643,0.021311821
1037,259.5766679,0.018193621
1038,255.9944527,0.017220984
1039,252.8801675,0.017136554
1040,252.7165788,0.018394416
1041,247.8881406,0.019266183
1042,243.8831179,0.020184587
1043,254.3944493,0.022386667
1044,253.1682837,0.02186174
1045,253.8937999,0.019842085
1046,251.0656388,0.016812041
1047,245.6711922,0.016198027
1048,252.6756926,0.018675779
1049,253.0720792,0.019387242
1050,253.6226694,0.018645327
1051,257.3295065,0.018242327
1052,251.4652826,0.020146653
1053,249.83435,0.021353758
1054,250.1871733,0.019185671
1055,252.094257,0.01534265
1056,250.0680186,0.013285216
1057,252.1185603,0.014735853
1058,250.9902556,0.017998457
1059,249.3993753,0.024165074
1060,251.3792389,0.035845261
1061,250.3892463,0.034121795
1062,243.7929102,0.017474592
1063,240.7784428,0.003650952
1064,245.5734627,0.005114876
1065,245.6503219,0.018123693
1066,239.0804116,0.0207449
1067,243.6277551,0.018912497
1068,246.7940684,0.017250534
1069,240.2707857,0.015344162
1070,238.8027499,0.01570636
1071,243.0741475,0.015196242
1072,247.9266352,0.014958333
1073,239.44468,0.016227869
1074,232.1362757,0.020020858
1075,230.9590122,0.021873423
1076,237.1023929,0.019520217
1077,240.8551247,0.015554622
1078,237.1865252,0.01440597
1079,232.9183474,0.016182623
1080,232.3361384,0.017450889
1081,232.4841988,0.018074588
1082,230.9191255,0.017160926
1083,230.9741898,0.016459006
1084,222.8532184,0.015885238
1085,227.177864,0.015624811
1086,229.2621183,0.01625088
1087,221.6579877,0.015499167
1088,218.515987,0.015613688
1089,220.1867465,0.015932557
1090,226.577601,0.016226486
1091,224.7477173,0.015782158
1092,221.3610246,0.014371738
1093,217.3180173,0.015399334
1094,209.8766884,0.016533057
1095,208.7165051,0.016112431
1096,210.5413675,0.014323906
1097,210.1257346,0.014216711
1098,207.5096414,0.014426625
1099,203.6807675,0.01507166
1100,201.9621533,0.015632322
1101,198.7305307,0.015512277
1102,199.2541932,0.013658918
1103,196.7474549,0.009868433
1104,191.8169408,0.01181492
1105,191.562801,0.004376464
1106,188.5322532,0.002315422
1107,192.2456154,0.018907457
1108,186.5002208,0.032845723
1109,178.9489167,0.026557937
1110,179.8525062,0.004709493
1111,178.394946,0.000217031
1112,176.1444331,0.011500528
1113,168.7346828,0.016356734
1114,167.2982409,0.014075864
1115,167.5409884,0.010397838
1116,166.6087968,0.007890825
1117,165.0462363,0.009183179
1118,163.6217805,0.011278177
1119,161.3642301,0.01167642
1120,158.2769526,0.011541871
1121,155.4462305,0.011930043
1122,153.9307637,0.01301129
1123,151.5383862,0.012586774
1124,144.6597329,0.009762277
1125,142.6892355,0.008255672
1126,143.6338,0.007898765
1127,139.1654248,0.010870544
1128,133.6107296,0.010408352
1129,136.3076349,0.007046396
1130,134.9077147,0.005812484
1131,130.6959748,0.006971603
1132,129.1197023,0.008642235
1133,126.8232474,0.008800223
1134,120.6462346,0.010446877
1135,118.7479926,0.010924469
1136,120.190117,0.009788062
1137,117.7791115,0.006971012
1138,113.2789952,0.005527944
1139,113.7415129,0.005238128
1140,110.7988144,0.006337249
1141,110.8570498,0.008882985
1142,111.4558138,0.00860904
1143,106.6431027,0.006413028
1144,101.9095238,0.005254374
1145,98.89233725,0.005590385
1146,95.84315022,0.005683714
1147,94.50432848,0.004770397
1148,92.45899888,0.005474576
1149,91.14480892,0.005939404
1150,87.5020402,0.00719024
1151,86.32338801,0.006970001
1152,86.41275599,0.003988974
1153,84.3405024,0.002590278
1154,83.92991004,0.001957592
1155,82.15593886,0.003212157
1156,78.86370849,0.004329654
1157,77.90175625,0.004232158
1158,77.77707257,0.004305776
1159,74.52346537,0.004188499
1160,73.9500563,0.004206668
1161,73.15484507,0.00436475
1162,70.94114715,0.00295444
1163,68.52184941,0.002639304
1164,66.66665503,0.003879748
1165,66.46584872,0.00503646
1166,65.63887282,0.005227055
1167,64.92078927,0.003798586
1168,63.57195773,0.003039291
1169,63.32719453,0.003316708
1170,62.8926197,0.004551599
1171,61.55885724,0.005886551
1172,61.15398506,0.004435489
1173,59.51297792,0.0031806
1174,58.72854252,0.003231426
1175,58.12604998,0.003666953
1176,57.87752665,0.003627068
1177,57.10772949,0.002637321
1178,56.24404372,0.002971144
1179,56.75319983,0.002950415
1180,54.50488366,0.002086878
1181,54.01735083,0.000475327
1182,53.54634737,0.001259084
1183,51.30247629,0.002513983
1184,51.21990829,0.003686677
1185,50.85789165,0.003988669
1186,49.95475934,0.003111155
1187,51.48739584,0.002912176
1188,52.3437827,0.000823982
1189,51.38905047,0
1190,49.66866309,0.002131102
1191,48.82979353,0.005835586
1192,48.98957042,0.007340356
1193,48.66392566,0.003963194
1194,48.102391,0.000647034
1195,48.24243094,0.000628928
1196,47.49516575,0.001199749
1197,46.86646677,0.000149736
1198,46.6315468,0.002042707
1199,44.88173637,0.005726269
1200,45.51697614,0.008024805
1201,46.2056076,0.005362173
1202,44.46917638,6.35401E-05
1203,44.90227004,0
1204,44.43430653,0
1205,43.79735419,0
1206,43.63839892,0.002628541
1207,44.11280818,0.005167239
1208,43.35544061,0.003995249
1209,42.70674041,0.002511702
1210,42.15142179,0.001292198
1211,42.59212463,0
1212,42.0430295,0
1213,42.16724881,0.002607366
1214,42.26519905,0.003763493
1215,42.36428434,0.00250416
1216,41.63875477,0.00418794
1217,42.19430693,0.007768979
1218,42.94492681,0.005612255
1219,41.97968145,0.000694931
1220,41.94163586,0
1221,41.46267629,0.00135855
1222,42.51346062,0.000468926
1223,43.09300357,0
1224,42.32202321,0
1225,42.44214932,0.003525418
1226,42.22757071,0.004460784
1227,42.87784149,0.0027784
1228,42.38246368,0.000688037
1229,41.5655061,0.001740058
1230,41.36642542,0.005093002
1231,41.90562837,0.008407111
1232,41.31245825,0.007423866
1233,41.83116558,0.000202482
1234,41.8347276,0
1235,42.52770838,0
1236,42.31971362,0
1237,41.19301372,0.0015409
1238,41.95606683,0.001967053
1239,42.11631914,0.004043247
1240,42.1009601,0.004961724
1241,43.13593659,0.003258154
1242,42.78109826,0
1243,42.34836621,0
1244,41.49850777,0
1245,41.5420713,0
1246,43.1241072,0
1247,43.7718244,0.000524004
1248,43.07267776,0.00531996
1249,42.50493265,0.005637346
1250,41.8494212,0.001365875
1251,42.2185069,0
1252,41.69578229,0
1253,41.98776353,0.005752721
1254,41.26716589,0.009602228
1255,40.34365736,0.006554324
1256,40.79847094,0.001174375
1257,40.87232322,0
1258,40.56774222,0
1259,39.66841559,0.00056178
1260,39.50011828,0.001563839
1261,39.60696419,0.001820221
1262,39.14755091,0.002129186
1263,39.11453297,0.002587723
1264,38.69233413,0.001871795
1265,38.49562944,0.000917735
1266,37.79080986,0.002246041
1267,37.99985951,0.003238609
1268,37.69290835,0.001155744
1269,37.99367675,0
1270,38.0587882,0
1271,37.7464414,0.002843869
1272,37.33187053,0.002924664
1273,37.52120762,0.002148734
1274,37.84926757,0.002870195
1275,37.73039473,0.001719825
1276,37.96265346,0
1277,37.41344219,0
1278,36.62405744,0
1279,36.55545902,0.00262456
1280,37.35765108,0.003838644
1281,36.84235427,0.002890988
1282,37.44284087,0.001725889
1283,37.26977207,0.00112713
1284,36.67966322,0.001317116
1285,37.34160456,0.002725286
1286,37.60520548,0.002611526
1287,38.09406446,0.002125192
1288,37.74194292,0.000780983
1289,37.38591781,0
1290,37.32327636,1.99629E-05
1291,37.46563314,0.001244793
1292,37.60926347,0.00150685
1293,37.2392987,0.000862786
1294,37.00200141,0.001338845
1295,37.23345616,0.002820987
1296,37.42728566,0.002791001
1297,36.79743552,0.001290429
1298,36.58858524,0.000653101
1299,36.55071143,0.00123432
1300,37.17860647,0.001321723
1301,36.90013574,0.001170271
1302,35.90958124,0.001532268
1303,36.77726003,0.001890196
1304,36.64109393,0.00300553
1305,35.43117213,0.002697445
1306,36.0456818,0.001568618
1307,35.35856325,0.001807526
1308,34.52921454,0.003863625
1309,34.29736824,0.005072144
1310,34.71297318,0.00274133
1311,34.77600804,0
1312,34.74135866,0
1313,34.53563064,0.001475808
1314,34.68365917,0.00405241
1315,35.55131168,0.00370039
1316,36.39395545,0.001668788
1317,35.6440349,0
1318,35.35051246,0
1319,34.85450134,0
1320,34.57003615,0.002005229
1321,34.31022534,0.005139652
1322,34.67236817,0.00318903
1323,35.58639537,5.89649E-05
1324,34.81614608,0
1325,34.26273496,0.002226232
1326,34.58651234,0.00239325
1327,34.44693687,0.001482538
1328,34.79391614,0.001421525
1329,36.32842405,0.000997125
1330,36.50979411,0.000503856
1331,35.5283148,0.000182205
1332,35.19194218,0.000478277
1333,36.1194248,0.000713185
1334,35.9643854,0.001729625
1335,34.84643023,0.00271047
1336,33.47619132,0.001390325
1337,33.61518834,0
1338,33.72431324,0
1339,33.72274521,0.003334361
1340,34.83907637,0.006235781
1341,34.21596309,0.003796503
1342,33.5673908,0.000729211
1343,33.64171054,0.000440969
1344,33.89125717,0.000747659
1345,35.25274208,0
1346,35.84840473,0
1347,36.07943923,0
1348,36.48163566,0.00300072
1349,36.4977518,0.005815454
1350,37.33667882,0.003843081
1351,37.71509204,0.000927784
1352,36.80346418,0.001022134
1353,35.55747012,0.002000371
1354,34.90091391,0.001431765
1355,35.03675601,0
1356,35.48481196,0
1357,35.27650508,0.002025911
1358,34.89732848,0.003331552
1359,34.10112499,0.003226175
1360,33.81221791,0.001624324
1361,34.18965252,0.001657124
1362,34.43718498,0.001085285
1363,34.61972965,0
1364,34.48601306,6.28676E-05
1365,34.45794767,2.10816E-05
1366,34.75085199,0.001326819
1367,34.47699087,0.00349375
1368,33.12020305,0.000836212
1369,32.89684599,0
1370,33.45645765,0
1371,33.13208042,0.0031608
1372,32.58041551,0.006840033
1373,32.00433482,0.00388438
1374,32.03870422,0.001908792
1375,32.67495749,0.002154591
1376,32.82421998,0.000596587
1377,32.62069999,0.000325245
1378,32.6441148,0.001845799
1379,33.65903933,0.004299324
1380,34.45171082,0.004689599
1381,34.34553459,0.002284983
1382,33.46573689,0
1383,33.3393329,0
1384,33.66903336,0
1385,33.63867171,0.003159229
1386,34.42332338,0.003519121
1387,34.22215739,0.000950292
1388,33.68608306,0
1389,33.36267286,0
1390,33.54312398,0.001905845
1391,33.36002991,0.002835891
1392,33.7239242,0.003363436
1393,33.27568863,0.002775462
1394,33.16842146,0.001146047
1395,33.35612997,0
1396,32.67101639,0
1397,32.87721366,0.000454468
1398,33.15622142,0.002279792
1399,32.48666014,0.001844655
1400,32.58534642,3.87161E-05
1401,32.94431286,0
1402,32.57551778,0.000140249
1403,31.69648494,0.00208881
1404,32.45672293,0.001199777
1405,32.19430687,0.001575952
1406,31.708921,0.003151028
1407,31.69053613,0.003891283
1408,31.29541182,0.002673696
1409,31.6057258,0.000702291
1410,31.54619519,0.000694086
1411,30.87880821,0
1412,31.46209648,0
1413,31.67633156,0.000146148
1414,32.50766234,0.001140158
1415,33.10672228,0.003017421
1416,33.12095614,0.00163591
